author_name,degree,eigenvector,betweenness,closeness,npubs,hindex,hindex5y,i10index,i10index5y,citedby,as_pc_chair,as_pc,as_session_chair,as_panelist,as_keynote_speaker,as_author
"Wang, Jonathan",0.0013,0.0,0.0,0.0976,,,,,,,0,0,0,0,0,1
"Katz, Randy H.",0.0013,0.0,0.0,0.118,,,,,,,,,,,,
"Palkar, Shoumik",0.0022,0.0,0.0,0.1101,2,2,2,2,2,70,0,0,0,0,0,1
"Kenig, Batya",0.0013,0.0,1.0,0.085,,,,,,,0,0,0,0,0,2
"Morozov, Vitali A.",0.0019,0.0017,0.0,0.0904,,,,,,,,,,,,
"Wu, Yinghui",0.0025,0.0,0.0,0.1158,36,14,14,18,18,924,0,0,0,0,0,1
"Skowyra, Richard",0.0035,0.0,0.0,0.0933,,,,,,,0,0,0,0,0,1
"Song, Wonjun",0.0019,0.0,0.0,0.1214,,,,,,,0,0,0,0,0,1
"Arnold, Dorian C.",0.0031,0.0,0.0,0.0806,,,,,,,,,,,,
"Kate, Aniket",0.0035,0.0,97850.5,0.0863,43,16,16,26,25,939,0,1,1,0,0,4
"Wang, Jingjing",0.005,0.0,82186.0,0.097,5,3,3,3,3,156,0,0,0,0,0,3
"Abdelbaky, Moustafa",0.0019,0.0,0.0,0.0983,20,8,8,7,7,462,0,0,0,0,0,1
"Cui, Limeng",0.0016,0.0,0.0,0.1013,,,,,,,0,0,0,0,0,1
"Durumeric, Zakir",0.0035,0.0,212.6244,0.0926,23,12,12,12,12,1093,0,0,0,0,0,2
"Rosulek, Mike",0.0022,0.0,14851.3333,0.0932,38,13,12,16,14,937,0,1,0,0,0,3
"Wang, Yida",0.0009,0.0,0.0,0.1127,13,6,6,3,3,281,0,0,0,0,0,1
"Poquet, Millian",0.0016,0.0,0.0,0.084,,,,,,,0,0,0,0,0,1
"Yamamoto, Shinnosuke",0.0013,0.0,0.0,0.0732,,,,,,,0,0,0,0,0,1
"Ren, Shaolei",0.0022,0.0,6370.0,0.0884,,,,,,,0,3,0,0,0,2
"Nelson, Jacob",0.0028,0.0,7089.0862,0.1215,19,8,8,8,8,375,0,0,0,0,0,2
"Quintana-Ortí, Enrique S.",0.0025,0.0162,101268.6668,0.1056,,,,,,,,,,,,
"Akella, Aditya",0.0044,0.0,426982.6213,0.1289,216,40,36,76,63,7664,1,1,1,0,0,5
"Xie, Chao",0.0013,0.0,0.0,0.0997,7,3,3,3,3,82,0,0,0,0,0,1
"Zeng, Hongyi",0.005,0.0,161203.2201,0.1299,22,9,9,9,9,955,0,0,0,0,0,3
"Ibrahim, Khaled Z.",0.0016,0.0,0.0,0.1119,,,,,,,,,,,,
"Wang, Xiaofeng",0.0022,0.0,0.0,0.1166,50,31,30,49,46,4036,0,2,1,0,0,6
"Mohror, Kathryn",0.0019,0.0,0.0,0.0969,86,13,12,18,14,1027,0,6,1,0,0,1
"Oskin, Mark",0.0047,0.0,120101.7445,0.1214,120,23,17,40,26,2750,0,1,0,0,0,3
"Kaushik, Raghav",0.0019,0.0,0.0,0.0933,,,,,,,0,1,0,0,0,1
"Amano, Hideharu",0.0031,0.0,6358.8,0.0858,758,31,21,119,44,4267,0,0,0,0,0,3
"Qiu, Shang",0.0022,0.0,0.0,0.1138,,,,,,,,,,,,
"Darbaz, Umur",0.0016,0.0,0.0,0.126,,,,,,,0,0,0,0,0,1
"Kliot, Gabriel",0.0031,0.0,0.0,0.0919,35,14,13,16,14,1087,0,0,0,0,0,1
"Cho, Junguk",0.0013,0.0,0.0,0.0982,13,6,6,6,6,203,0,0,0,0,0,1
"Tullsen, Dean M.",0.0013,0.0,0.0,0.1025,,,,,,,,,,,,
"Muller, Gilles",0.0028,0.0,3184.0,0.0962,207,34,18,84,36,4469,0,2,1,0,0,2
"Voelker, Geoffrey M.",0.0013,0.0,6.25,0.1085,199,66,49,117,103,18348,1,2,2,0,0,2
"Chen, Bingwei",0.0016,0.0,0.0,0.0997,,,,,,,0,0,0,0,0,1
"Fong, Liana L.",0.0009,0.0,0.0,0.0851,,,,,,,,,,,,
"Yan, Mengjia",0.0009,0.0,0.0,0.1175,4,1,1,0,0,2,0,0,0,0,0,1
"Moscovici, Nurit",0.0006,0.0,0.0,0.0728,,,,,,,0,0,0,0,0,1
"Hamann, Bernd",0.0025,0.0001,0.0,0.1061,537,49,32,174,92,9499,0,0,0,0,0,1
"Kim, Jinchun",0.0016,0.0,0.0,0.1145,5,3,3,1,1,24,0,0,0,0,0,1
"Cao, Bokai",0.0016,0.0,0.0,0.092,28,6,6,4,4,181,0,0,0,0,0,1
"Chong, Frederic T.",0.0047,0.0,53934.0,0.0814,,,,,,,0,0,0,0,0,2
"Mubarak, Misbah",0.0053,0.0,2891.0715,0.1004,28,6,6,4,4,121,0,0,1,0,0,4
"Vargaftik, Shay",0.0035,0.0,0.0,0.1137,,,,,,,0,0,0,0,0,1
"Gan, Lin",0.0025,0.0,0.0,0.1107,,,,,,,0,0,0,0,0,1
"Bennett, Paul N.",0.0009,0.0,0.0,0.0927,122,29,24,46,39,2911,0,2,0,0,0,1
"Li, Weigang",0.0013,0.0,0.0,0.1022,,,,,,,0,0,0,0,0,1
"Steenkiste, Peter",0.0022,0.0,72772.0,0.1144,287,59,30,151,78,13726,0,2,1,0,0,2
"Xu, Rui",0.0013,0.0,0.0,0.0741,,,,,,,0,0,0,0,0,1
"Bian, Jiang",0.0013,0.0,0.0,0.0921,45,16,15,19,19,1523,0,1,0,0,0,1
"Ma, Sha",0.0035,0.0,0.0,0.1137,,,,,,,0,0,0,0,0,1
"Siddiqui, Tarique",0.0031,0.0,0.0,0.0927,6,2,2,0,0,5,0,0,0,0,0,1
"Prabhakar, Raghu",0.0025,0.0,0.0,0.0886,10,6,6,6,6,105,0,0,0,0,0,1
"Feldman, Ariel",0.0009,0.0,0.0,0.0753,14,9,9,9,8,1773,0,0,0,0,0,1
"Blelloch, Guy E.",0.0016,0.0,22270.0,0.1271,,,,,,,,,,,,
"Wieder, Udi",0.0035,0.0,0.0,0.137,47,22,18,27,24,2292,0,0,0,0,0,1
"Rezaeirad, Mohammad",0.0022,0.0,0.0,0.1112,6,2,2,0,0,9,0,0,0,0,0,1
"Raïs, Issam",0.0022,0.0,11126.5,0.0917,,,,,,,,,,,,
"Aiyar, Srinivas",0.0028,0.0,0.0,0.1178,,,,,,,0,0,0,0,0,1
"Domke, Felix",0.0019,0.0,0.0,0.1046,,,,,,,0,0,0,0,0,1
"Winstein, Keith",0.0035,0.0,9552.0,0.1182,28,12,9,12,8,450,0,1,0,0,0,2
"Gamblin, Todd",0.0091,0.0007,153411.9149,0.1114,131,19,18,31,30,927,0,2,1,0,0,6
"Wang, Kai",0.0025,0.0,12735.0,0.0836,,,,,,,0,0,0,0,0,1
"Veen, Victor Van Der",0.0031,0.0,2909.0833,0.0948,12,7,7,7,7,303,0,0,0,0,0,2
"Deng, Dong",0.0028,0.0,0.0,0.0942,23,11,11,12,12,369,0,0,0,0,0,1
"Lozi, Jean-Pierre",0.0022,0.0,0.0,0.0962,11,4,4,3,3,148,0,2,0,0,0,1
"Gangadharaiah, Akshatha",0.0022,0.0,0.0,0.1268,,,,,,,0,0,0,0,0,1
"Zheng, Weimin",0.0044,0.0,123037.719,0.1266,659,31,24,108,65,6158,0,0,0,0,0,4
"Ringer, Talia",0.0009,0.0,0.0,0.0746,3,1,1,1,1,10,0,0,0,0,0,1
"Zeldovich, Nickolai",0.0053,0.0,242234.6133,0.133,116,40,39,64,64,6505,0,1,0,0,0,4
"Vollmer, Michael",0.0009,0.0,0.0,0.1051,3,1,1,0,0,1,0,0,0,0,0,1
"Nikolic, Milos",0.0006,0.0,0.0,0.0932,17,6,6,4,4,133,0,0,0,0,0,1
"Agrawal, Kunal",0.0016,0.0,22260.0,0.0991,106,20,17,31,28,1276,0,0,0,0,0,3
"She, Chang",0.0047,0.0,0.0,0.118,,,,,,,0,0,0,0,0,1
"Iooss, Bertrand",0.0013,0.0,0.0,0.0807,145,24,21,34,31,1781,0,0,0,0,0,1
"Pandey, Vineet",0.0019,0.0,0.0,0.0933,10,2,2,0,0,11,0,0,0,0,0,1
"Zhang, Weihua",0.0016,0.0,0.0,0.1182,40,7,7,3,3,143,0,1,0,0,0,1
"Narayana, Srinivas",0.0022,0.0,0.0,0.1252,14,5,5,4,4,121,0,0,0,0,0,1
"Rouvoy, Romain",0.0009,0.0,0.0,0.0922,166,24,20,50,35,1986,0,0,0,0,0,1
"Brasser, Ferdinand",0.0016,0.0,0.0,0.0933,,,,,,,0,0,0,0,0,1
"Bradley, Andrew M.",0.0025,0.0,0.0,0.1035,,,,,,,0,0,0,0,0,1
"Chandrasekar, Kavitha",0.0009,0.0,0.0,0.0913,11,5,4,1,1,47,0,0,0,1,0,1
"Faverge, Mathieu",0.0009,0.0,0.0,0.0955,65,15,15,20,18,726,0,0,0,0,0,1
"Waidner, Michael",0.0003,0.0,0.0,0.0991,289,56,29,124,62,13409,0,0,0,0,0,1
"Xiao, Nong",0.0025,0.0,12732.0,0.1137,251,19,13,38,18,1492,0,0,0,0,0,2
"Yoo, Wucherl",0.0013,0.0,0.0,0.0976,15,5,5,3,3,73,0,0,0,0,0,1
"Xu, Kai",0.0025,0.0091,1591.0,0.0993,,,,,,,0,0,0,0,0,2
"Kim, Jangwoo",0.0022,0.0,2122.0,0.1103,24,11,10,13,11,1027,0,1,0,0,0,2
"Quinn, Heather M.",0.0022,0.0,0.0,0.1021,,,,,,,,,,,,
"Shahidi, Narges",0.0009,0.0,0.0,0.1166,9,2,2,0,0,12,0,0,0,0,0,1
"Logan, Jeremy S.",0.0056,0.0,5434.1963,0.1109,,,,,,,,,,,,
"Weimer, Westley",0.0013,0.0,0.0,0.103,127,42,38,67,63,10319,0,0,0,0,0,1
"Zhang, Yiwen",0.0013,0.0,0.0,0.1001,,,,,,,0,0,0,0,0,1
"Thiagarajan, Jayaraman J.",0.0025,0.0,0.0,0.1003,,,,,,,,,,,,
"Goltzsche, David",0.0035,0.0,0.0,0.1124,6,2,2,2,2,66,0,0,0,0,0,1
"Guha, Sudipto",0.0006,0.0,0.0,0.1124,144,52,36,105,83,17843,0,0,0,0,0,1
"Xiao, He",0.0009,0.0,0.0,0.1005,130,19,18,27,26,1530,0,0,0,0,0,1
"Zhao, Yue",0.0009,0.0,0.0,0.0992,15,5,5,3,3,87,0,0,0,0,0,1
"Mokhtar, Sonia Ben",0.0016,0.0,0.0,0.0922,81,19,16,30,27,1403,0,2,1,0,0,1
"Garcia, Luis",0.0016,0.0,0.0,0.0933,6,2,2,0,0,13,0,0,0,0,0,1
"Nadiradze, Giorgi",0.0009,0.0,0.0,0.0853,,,,,,,0,0,0,0,0,1
"Pedrosa, Luis",0.0013,0.0,0.0,0.1085,20,8,6,5,4,514,0,0,0,0,0,1
"Wang, Xiaodong",0.0009,0.0,0.0,0.1018,5,3,3,2,2,51,0,0,0,0,0,1
"Song, Linghao",0.0009,0.0,0.0,0.1199,5,1,1,1,1,18,0,0,0,0,0,1
"Pulls, Tobias",0.0013,0.0,0.0,0.0918,,,,,,,0,0,0,0,0,1
"Kim, Jinsung",0.0009,0.0,0.0,0.0943,4,3,3,1,1,23,0,0,0,0,0,1
"Haas, Andreas",0.0025,0.0,0.0,0.0746,15,6,5,4,4,134,0,0,0,0,0,1
"Jin, Zhi",0.0009,0.0,0.0,0.0893,247,27,19,68,41,2435,0,0,0,0,0,1
"Popovic, Miroslav",0.0009,0.0,0.0,0.1135,,,,,,,0,0,0,0,0,1
"Xing, Xinyu",0.0013,0.0,0.0,0.1086,70,11,10,13,11,603,0,1,1,0,0,1
"Murdock, Austin",0.0013,0.0,0.0,0.0921,1,0,0,0,0,0,0,0,0,0,0,1
"Iyengar, Roger",0.0028,0.0,0.0,0.1109,1,1,1,0,0,5,0,0,0,0,0,1
"Liu, Qi",0.0019,0.0,0.0,0.1066,184,14,14,19,19,971,0,0,0,0,0,1
"Sani, Ardalan Amiri",0.0013,0.0,0.0,0.0836,,,,,,,,,,,,
"Zhang, Yunhao",0.0006,0.0,0.0,0.1063,,,,,,,0,0,0,0,0,1
"Nugent, Peter",0.0022,0.0,7.5,0.0976,1120,77,64,237,203,41401,0,0,0,0,0,2
"Zimmer, Christopher",0.0022,0.0,0.0,0.1156,,,,,,,0,0,0,0,0,1
"Lakew, Ewnetu Bayuh",0.0013,0.0,0.0,0.0778,16,5,5,2,2,93,0,0,0,0,0,1
"Waye, Lucas",0.0013,0.0,0.0,0.074,8,3,3,2,2,153,0,0,0,0,0,1
"Konomis, Dimitris",0.0019,0.0,0.0,0.1357,,,,,,,0,0,0,0,0,1
"Yuan, Huapeng",0.0022,0.0,0.0,0.1063,,,,,,,0,0,0,0,0,1
"Mahlke, Scott A.",0.0066,0.0,172475.5,0.093,,,,,,,,,,,,
"Zhang, Weizhong",0.0022,0.0,0.0,0.1138,3,2,2,0,0,8,0,0,0,0,0,1
"Luo, Cheng",0.0016,0.0,0.0,0.0885,24,4,4,0,0,36,0,0,0,0,0,1
"Beckett, Ryan",0.0016,0.0,186.1275,0.1184,,,,,,,0,0,0,0,0,2
"Ji, Houxiang",0.0013,0.0,0.0,0.073,,,,,,,0,0,0,0,0,1
"Chen, Quan",0.0022,0.0,13.0,0.0787,23,10,10,10,10,1380,0,0,0,0,0,2
"Ye, Li",0.0009,0.0,0.0,0.0966,,,,,,,0,0,0,0,0,1
"Schapira, Michael",0.0038,0.0,58951.0997,0.1171,71,25,22,37,33,2130,0,2,1,0,0,3
"Ndu, Geoffrey",0.0028,0.0,0.0,0.1055,6,2,2,1,1,34,0,0,0,0,0,1
"Baek, Hyun Wook",0.0006,0.0,0.0,0.0982,,,,,,,,,,,,
"Wang, Weiwei",0.0028,0.0,0.0,0.0946,,,,,,,0,0,0,0,0,1
"Kopinsky, Justin",0.0009,0.0,0.0,0.0853,,,,,,,0,0,0,0,0,1
"Pavlou, Demos",0.0022,0.0,0.0,0.0768,,,,,,,0,0,0,0,0,1
"Sridharan, Srinivas",0.0044,0.0,0.0,0.1193,23,8,6,6,3,176,0,0,0,0,0,1
"Chen, Guoyang",0.0019,0.0,3.0,0.0992,12,3,3,3,3,57,0,0,0,0,0,2
"Varghese, George",0.0019,0.0,0.0,0.1165,304,71,46,157,108,23975,0,1,0,0,0,1
"Blumberg, Andrew J.",0.0019,0.0,0.0,0.1084,60,25,24,38,36,1788,0,0,0,0,0,1
"Newton, Ryan",0.0025,0.0,47552.4935,0.1054,,,,,,,,,,,,
"Balkwill, Matthew",0.0016,0.0,0.0,0.0933,,,,,,,0,0,0,0,0,1
"Ilyushkin, Alexey",0.0019,0.0,0.0,0.0722,13,2,1,0,0,9,0,0,0,0,0,1
"Moscibroda, Thomas",0.0031,0.0,19086.0,0.1194,,,,,,,0,2,0,0,0,2
"Çelik, Ahmet",0.0009,0.0,0.0,0.1047,,,,,,,,,,,,
"Li, Hongbo",0.0031,0.0,10588.0777,0.1014,3,1,1,0,0,4,0,0,0,0,0,2
"Jin, Tian",0.0035,0.0,0.0,0.1053,,,,,,,0,0,0,0,0,1
"Guo, Wentian",0.0009,0.0,0.0,0.1136,,,,,,,0,0,0,0,0,1
"Guo, Fan",0.0013,0.0,0.0,0.1067,,,,,,,0,0,0,0,0,1
"Arora, Aashray",0.0022,0.0,0.0,0.1063,2,0,0,0,0,0,0,0,0,0,0,1
"Rusu, Florin",0.0019,0.0,0.5,0.0976,49,12,11,13,12,374,0,1,1,0,0,2
"Losa, Giuliano",0.0009,0.0,0.0,0.1085,17,5,4,3,2,91,0,0,0,0,0,1
"Chan, Chee Yong",0.0009,0.0,0.0,0.1136,,,,,,,,,,,,
"Haidar, Azzam",0.0013,0.0,0.0,0.0912,110,20,18,34,30,946,0,0,0,0,0,1
"Kim, Seongbeom",0.0009,0.0,0.0,0.1177,12,8,8,6,6,423,0,0,0,0,0,1
"Quiané-Ruiz, Jorge-Arnulfo",0.0025,0.0,31770.0,0.1039,,,,,,,,,,,,
"Conway, Alexander",0.0031,0.0,0.0,0.1016,,,,,,,,,,,,
"Aalst, Wil M. P. Van Der",0.0006,0.0,0.0,0.0631,,,,,,,,,,,,
"Misra, Sanchit",0.0009,0.0006,0.0,0.0988,,,,,,,0,0,0,0,0,1
"Ketsman, Bas",0.0003,0.0,0.0,0.0814,12,4,4,1,1,38,0,0,0,0,0,1
"Sun, Eric",0.0047,0.0,0.0,0.118,,,,,,,0,0,0,0,0,1
"Shin, Seunghee",0.0009,0.0,0.0,0.0905,,,,,,,0,0,0,0,0,2
"Liu, Fang",0.0013,0.0,0.0,0.1021,,,,,,,0,0,0,0,0,3
"Elwalid, Anwar",0.0006,0.0,0.0,0.1044,,,,,,,,,,,,
"Maglalang, Jordyn",0.0006,0.0,0.0,0.0991,4,2,2,0,0,7,0,0,0,0,0,1
"Chen, Huixiang",0.0013,0.0,0.0,0.0981,,,,,,,0,0,0,0,0,2
"Zhang, Jian",0.0044,0.0,0.0,0.1193,8,3,3,3,3,238,0,0,0,0,0,1
"Ensafi, Roya",0.0013,0.0,0.0,0.101,28,9,8,8,7,234,0,1,2,0,0,1
"Chu, Shumo",0.0013,0.0,1060.0,0.0814,11,7,7,7,7,351,0,0,0,0,0,2
"Wan, Bo",0.0019,0.0,0.0,0.1138,71,25,24,39,39,1831,0,0,0,0,0,1
"Suciu, Dan",0.0066,0.0,34962.0,0.0886,343,74,44,176,117,25284,1,0,2,0,0,4
"Ge, Yong",0.0035,0.0,55270.4684,0.1146,89,22,15,34,21,1464,0,1,0,0,0,2
"Mai, Luo",0.0044,0.0,0.0,0.125,11,5,5,2,2,58,0,0,0,0,0,1
"Song, Youngju",0.0022,0.0,0.0,0.1068,,,,,,,0,0,0,0,0,1
"Miao, Hongyu",0.0016,0.0,0.0,0.1218,,,,,,,0,0,0,0,0,1
"Yi, Dongyun",0.0022,0.0,0.0,0.1138,,,,,,,0,0,0,0,0,1
"Seshan, Srinivasan",0.0028,0.0,82405.7723,0.1119,227,60,41,117,85,21114,0,1,1,0,0,2
"Jaeger, Joseph",0.0006,0.0,0.0,0.0945,4,3,3,2,2,228,0,0,0,0,0,1
"Umar, Mariam",0.0009,0.0,0.0,0.0836,,,,,,,0,0,0,0,0,1
"Eisenstein, Daniel J.",0.0031,0.0,0.0,0.1192,,,,,,,,,,,,
"Hawblitzel, Chris",0.0009,0.0,0.0,0.069,,,,,,,0,0,0,0,0,1
"Sundaresan, Karthikeyan",0.0025,0.0,3182.0,0.0854,183,35,27,69,62,4378,0,1,0,0,0,2
"Story, Shane",0.0025,0.0,0.0,0.1035,,,,,,,0,0,0,0,0,1
"Grégoire, Benjamin",0.0035,0.0,2.0476,0.0643,,,,,,,0,0,0,0,0,2
"Zhang, Dongxiang",0.0009,0.0,0.0,0.1062,38,14,14,16,15,715,0,0,0,0,0,1
"Didona, Diego",0.0028,0.0,3170.0,0.1063,22,8,8,8,8,278,0,0,0,0,0,2
"Wu, Haoyang",0.0031,0.0,0.0,0.0883,,,,,,,0,0,0,0,0,1
"Coffman, Paul",0.0085,0.1871,0.0,0.1022,,,,,,,0,0,0,0,0,1
"Wang, Jiajun",0.0006,0.0,0.0,0.1041,6,1,1,0,0,2,0,0,0,0,0,1
"Saarikivi, Olli",0.0009,0.0,0.0,0.111,14,4,4,4,4,83,0,0,0,0,0,1
"Yang, Jun",0.0035,0.0,16969.6667,0.073,,,,,,,,,,,,
"Holmes, Adam",0.0019,0.0,0.0,0.0753,13,4,4,4,4,120,0,0,0,0,0,1
"Cho, Brian",0.0022,0.0,0.0,0.1204,24,8,8,8,8,405,0,0,0,0,0,1
"Wang, Shen",0.0016,0.0,0.0,0.092,6,3,3,1,1,24,0,0,0,0,0,1
"Tsai, Timothy",0.0022,0.0,45.2021,0.1216,54,18,13,22,15,2414,0,0,0,0,0,2
"Ju, Lei",0.0025,0.0,2385.75,0.1043,82,12,12,14,14,661,0,0,0,0,0,2
"Suh, G. Edward",0.0019,0.0,22260.0,0.0741,,,,,,,0,0,1,0,0,0
"Acar, Umut A.",0.0013,0.0,6370.0,0.1014,112,25,18,45,39,2295,0,1,0,0,0,2
"Takagi, Masamichi",0.0085,0.1871,0.0,0.1022,,,,,,,0,2,0,0,0,1
"Balasubramanian, Ezhil R. M.",0.0016,0.0,0.0,0.0927,,,,,,,0,0,0,0,0,1
"Rudoff, Andy",0.0022,0.0,0.0,0.1268,,,,,,,0,0,0,0,0,1
"Hobson, Thomas",0.0035,0.0,0.0,0.0933,6,4,4,4,4,119,0,0,0,0,0,1
"Philipose, Matthai",0.0016,0.0,0.0,0.1346,122,35,27,61,43,6795,0,1,0,0,0,1
"Feng, Yu",0.0022,0.0,3708.0,0.0746,11,3,3,1,1,129,0,0,0,0,0,3
"Wang, Zhaoguo",0.0016,0.0,0.0,0.1182,7,5,5,4,4,122,0,0,0,0,0,1
"Abbadi, Amr El",0.0019,0.0,0.0,0.086,484,68,39,225,112,16186,0,0,0,0,0,1
"Contag, Moritz",0.0035,0.0,16901.3333,0.1046,7,2,2,2,2,102,0,0,0,0,0,2
"Zhang, Jie",0.0053,0.0,634936.0431,0.1388,,,,,,,0,0,0,0,0,2
"Cheng, Peng",0.0019,0.0,0.0,0.1161,16,5,5,2,2,92,0,0,0,0,0,1
"Wang, Chao",0.0088,0.0,177960.769,0.1284,131,13,12,19,18,539,0,0,0,0,0,1
"Hua, Yu",0.0028,0.0,32563.25,0.0969,92,15,14,19,18,790,0,4,2,0,0,3
"Seelam, Seetharami R.",0.0013,0.0,0.0,0.0895,,,,,,,,,,,,
"You, Wei",0.0028,0.0,3147.0,0.1047,11,7,7,3,2,69,0,0,0,0,0,2
"Colmant, Maxime",0.0009,0.0,0.0,0.0922,9,2,2,1,1,27,0,0,0,0,0,1
"Kabir, Khairul",0.0013,0.0,0.0,0.0912,,,,,,,0,0,0,0,0,1
"Xia, Yubin",0.0019,0.0,0.0,0.1063,39,8,8,7,7,295,0,0,0,0,0,1
"Harper, Robert",0.0006,0.0,0.0,0.0921,,,,,,,0,0,0,0,0,1
"Guan, Hui",0.0013,0.0,1.0,0.0992,,,,,,,0,0,0,0,0,2
"Fedyukovich, Grigory",0.0006,0.0,0.0,0.07,33,7,7,7,7,187,0,0,0,0,0,1
"Liang, Yun",0.0009,0.0,0.0,0.0851,62,17,17,32,31,1078,0,1,1,0,0,1
"Angulo, Gustavo",0.0053,0.0001,0.0,0.1246,,,,,,,0,0,0,0,0,1
"Hu, Ziang",0.0009,0.0,0.0,0.0931,,,,,,,0,0,0,0,0,1
"Naughton, Thomas",0.0028,0.0,0.0,0.0978,132,33,22,66,45,4491,0,0,0,0,0,1
"Dedhia, Veer",0.0035,0.0,0.0,0.0933,,,,,,,0,0,0,0,0,1
"Liu, Huan",0.0006,0.0,0.0,0.0921,570,81,69,268,215,35355,0,3,0,1,0,1
"Lu, Songwu",0.0031,0.0,0.0,0.0883,240,62,42,98,81,22828,0,1,0,0,0,1
"Pereira, Cristiano L.",0.0013,0.0,0.0,0.1016,,,,,,,0,0,0,0,0,1
"Arjomand, Mohammad",0.0022,0.0,413.3081,0.127,42,9,8,8,7,337,0,0,0,0,0,3
"Chau, Sze Yiu",0.0019,0.0,0.0,0.0862,,,,,,,0,0,0,0,0,1
"Vanini, Erico",0.0013,0.0,0.0,0.1114,,,,,,,0,0,0,0,0,1
"Koeplinger, David",0.0025,0.0,0.0,0.0886,7,4,4,3,3,49,0,0,0,0,0,1
"Levchenko, Kirill",0.0047,0.0,188707.0114,0.1167,67,24,23,33,29,3257,0,0,0,0,0,3
"Zeitouni, Shaza",0.0016,0.0,0.0,0.1027,,,,,,,0,0,0,0,0,1
"Pietzuch, Peter R.",0.0078,0.0,219225.6176,0.1257,,,,,,,,,,,,
"Liang, Xin",0.0038,0.0,3535.7305,0.106,6,3,3,0,0,12,0,0,0,0,0,2
"Gasser, Linus",0.0022,0.0,0.0,0.1033,,,,,,,0,0,0,0,0,1
"Liu, Yutao",0.0016,0.0,0.0,0.1074,9,6,6,4,4,180,0,0,0,0,0,1
"Nagarajan, Vijay",0.0025,0.0,15916.0,0.0831,47,13,12,16,12,596,0,1,1,0,0,3
"Greaves, David",0.0044,0.0,0.0,0.125,98,13,7,15,5,784,0,0,0,0,0,1
"Goodman, Daniel",0.0006,0.0,0.0,0.0915,33,9,9,9,6,293,0,0,0,0,0,1
"Oleksenko, Oleksii",0.0019,0.0,0.0,0.1015,10,2,2,0,0,10,0,0,0,0,0,1
"Ruamviboonsuk, Vaspol",0.0009,0.0,0.0,0.1038,3,2,2,2,2,60,0,0,0,0,0,1
"Kloosterman, John",0.0016,0.0,0.0,0.0851,1,1,1,0,0,6,0,0,0,0,0,1
"Dai, Weiqi",0.0016,0.0,0.0,0.0798,19,5,5,2,2,79,0,0,0,0,0,1
"Wright, Michael",0.0028,0.0,0.0,0.0978,,,,,,,,,,,,
"Sambasivam, Sakthikumaran",0.0009,0.0,0.0,0.0905,,,,,,,0,0,0,0,0,1
"Byna, Suren",0.0013,0.0,0.0,0.0976,108,19,16,29,25,959,0,5,1,0,0,2
"Chen, Li",0.0019,0.0,0.0,0.1217,13,6,6,5,5,123,0,0,0,0,0,1
"Keeton, Kimberly",0.0016,0.0,0.0,0.1157,,,,,,,0,2,1,0,1,2
"Gopireddy, Bhargava",0.0016,0.0,2.0,0.1175,3,2,2,0,0,9,0,0,0,0,0,2
"Kwon, Albert",0.0009,0.0,0.0,0.1151,14,9,9,9,9,305,0,0,0,0,0,1
"Chen, Zhengguo",0.0013,0.0,0.0,0.1021,6,1,1,0,0,2,0,0,0,0,0,1
"Hoang, Viet Tung",0.0003,0.0,0.0,0.0945,19,12,11,13,12,904,0,0,0,0,0,1
"Navarro, Nacho",0.0022,0.0,5280.0,0.0929,155,24,18,43,26,1960,0,0,0,0,0,2
"Bouteiller, Aurelien",0.0013,0.0,0.0,0.0912,67,24,22,33,30,2370,0,1,0,0,0,1
"Tao, Wenbo",0.0019,0.0,0.0,0.1067,1,1,1,0,0,9,0,0,0,0,0,1
"Landgraf, Joshua",0.0019,0.0,0.0,0.1319,,,,,,,0,0,0,0,0,1
"Lee, Jae W.",0.0072,0.0,42657.7205,0.1224,36,15,14,16,15,3359,0,0,0,0,0,4
"Liu, Chengcheng",0.0016,0.0,0.0,0.1043,,,,,,,0,0,0,0,0,1
"Zounmevo, Judicael A.",0.0025,0.0,0.0,0.089,14,5,5,2,2,64,0,0,0,0,0,1
"Teodoro, George",0.0016,0.0,0.0,0.0977,86,16,14,23,18,849,0,0,0,0,0,1
"Ghose, Saugata",0.0075,0.0,50593.3709,0.1375,26,8,8,8,8,186,0,0,0,0,0,5
"Marchal, Loris",0.0013,0.0,29698.7245,0.0945,99,18,11,28,14,1472,0,1,0,0,0,2
"Wu, Hongjing",0.0022,0.0,0.0,0.118,,,,,,,0,0,0,0,0,1
"Legrand, Arnaud",0.0035,0.0,26300.6788,0.099,179,24,18,54,29,3951,0,2,0,0,0,2
"Kim, Hyojeong",0.0028,0.0,0.0,0.115,,,,,,,0,0,0,0,0,1
"Corrigan-Gibbs, Henry",0.0013,0.0,19086.0,0.1151,20,8,8,6,6,315,0,0,0,0,0,3
"Joannou, Alexandre",0.0044,0.0,0.0,0.1012,,,,,,,0,0,0,0,0,1
"Wan, Lipeng",0.0038,0.0,2880.8359,0.1141,15,3,3,0,0,23,0,0,0,0,0,2
"Meng, Fan Jing",0.0009,0.0,0.0,0.0883,,,,,,,,,,,,
"Sukumaran-Rajam, Aravind",0.0016,0.0,0.6667,0.0943,10,4,4,1,1,42,0,0,0,0,0,2
"Qiao, Yifan",0.0013,0.0,0.0,0.1063,,,,,,,0,0,0,0,0,1
