author_name,degree,eigenvector,betweenness,closeness, npubs, hindex, hindex5y, i10index, i10index5y, citedby, as_pc_chair, as_pc, as_session_chair, as_panelist, as_keynote_speaker, as_author
"Hack, Michel",0.0011,0.0,0.0,0.037,,,,,,,0,0,0,0,0,2
"Li, Min",0.0005,0.0,0.0,0.0338,30,12,11,16,14,540,0,0,0,0,0,1
"Wang, Yifan",0.0005,0.0,0.0,0.0005,,,,,,,0,0,0,0,0,1
"Zhang, Xingzhou",0.0005,0.0,0.0,0.0005,1,1,1,1,1,20,0,0,0,0,0,1
"Chao, Lu",0.0005,0.0,0.0,0.0005,2,1,1,0,0,7,0,0,0,0,0,1
"Wu, Lang",0.0005,0.0,0.0,0.0005,,,,,,,0,0,0,0,0,1
"Peng, Xiaohui",0.0005,0.0,0.0,0.0005,,,,,,,0,0,0,0,0,1
"Bonawitz, Keith",0.0011,0.0,0.0,0.0011,11,5,5,3,2,522,0,0,0,0,0,1
"Ivanov, Vladimir",0.0011,0.0,0.0,0.0011,,,,,,,0,0,0,0,0,1
"Kreuter, Ben",0.0011,0.0,0.0,0.0011,,,,,,,0,0,0,0,0,1
"Marcedone, Antonio",0.0011,0.0,0.0,0.0011,8,4,4,2,2,65,0,0,0,0,0,1
"Mcmahan, H. Brendan",0.0011,0.0,0.0,0.0011,57,18,17,28,23,1696,0,0,0,0,0,1
"Patel, Sarvar",0.0011,0.0,0.0,0.0011,,,,,,,0,0,0,0,0,1
"Ramage, Daniel",0.0011,0.0,0.0,0.0011,37,18,17,23,20,13109,0,0,0,0,0,1
"Segal, Aaron",0.0011,0.0,0.0,0.0011,,,,,,,0,0,0,0,0,1
"Seth, Karn",0.0011,0.0,0.0,0.0011,12,6,6,5,5,205,0,0,0,0,0,1
"Li, Ang",0.0015,0.0,0.0013,0.0424,,,17,3,3,1,0,0,0,0,0,3
"Liu, Weifeng",0.0013,0.0,0.0013,0.0424,,10,4,4,3,3,0,0,0,0,0,2
"Kristensen, Mads Ruben Burgdorff",0.0009,0.0,0.0,0.041,22,6,5,2,2,97,0,0,0,0,0,1
"Vinter, Brian",0.0009,0.0,0.0,0.041,,,,,,,0,0,0,0,0,1
"Hou, Kaixi",0.0012,0.0,0.0002,0.0415,,13,6,6,2,2,0,0,0,0,0,2
"Márquez, Andrès",0.0009,0.0,0.0,0.041,,,,,,,,,,,,
"Song, Shuaiwen",0.0021,0.0,0.0019,0.0424,,,,,,,,,,,,
"Choi, Jungsik",0.0003,0.0,0.0,0.0003,11,2,2,0,0,17,0,0,0,0,0,1
"Kim, Jiwon",0.0003,0.0,0.0,0.0003,,,,,,,0,0,0,0,0,1
"Han, Hwansoo",0.0003,0.0,0.0,0.0003,64,14,8,19,7,642,0,0,0,0,0,1
"Beri, Alec",0.0003,0.0,0.0,0.0003,,,,,,,0,0,0,0,0,1
"Awad, Amro",0.0008,0.0,0.0001,0.039,,,7,3,3,0,0,1,1,0,0,3
"Basu, Arkaprava",0.0005,0.0,0.0,0.039,23,9,9,9,9,2423,0,0,0,0,0,1
"Blagodurov, Sergey",0.0005,0.0,0.0,0.039,44,16,16,16,16,1932,0,0,0,0,0,1
"Loh, Gabriel H.",0.002,0.0,0.0023,0.0433,,,,221,33,29,0,1,0,0,0,4
"Cidon, Asaf",0.0004,0.0,0.0,0.0006,21,10,10,10,10,415,0,0,0,0,0,1
"Rushton, Daniel",0.0004,0.0,0.0,0.0006,,,,,,,0,0,0,0,0,1
"Rumble, Stephen M.",0.0004,0.0,0.0,0.0006,20,14,13,16,15,2344,0,0,0,0,0,1
"Stutsman, Ryan",0.0009,0.0,0.0,0.0009,,,33,12,12,14,0,1,1,0,0,3
"Seo, Jihye",0.0005,0.0,0.0,0.0013,2,1,1,0,0,2,0,0,0,0,0,1
"Kim, Wook-Hee",0.0005,0.0,0.0,0.0013,6,3,3,2,2,51,0,0,0,0,0,1
"Baek, Woongki",0.0005,0.0,0.0,0.0013,32,7,6,6,4,642,0,0,0,0,0,1
"Noh, Sam H.",0.0013,0.0,0.0,0.0017,,,,,,254,0,3,0,0,0,4
"Ge, Xinyang",0.0007,0.0,0.0,0.0046,,,10,4,4,1,0,1,0,0,0,3
"Payer, Mathias",0.0016,0.0,0.0001,0.0053,,,,64,14,13,0,1,1,0,0,4
"Jaeger, Trent",0.0007,0.0,0.0,0.0046,,,,,228,40,0,1,2,0,0,4
"Boos, Kevin",0.0003,0.0,0.0,0.0003,12,4,4,2,2,57,0,0,0,0,0,1
"Vecchio, Emilio Del",0.0003,0.0,0.0,0.0003,,,,,,,0,0,0,0,0,1
"Zhong, Lin",0.0003,0.0,0.0,0.0003,,204,44,36,98,87,0,2,0,0,0,1
"Hu, Yige",0.0004,0.0,0.0,0.0457,,,,,,,0,0,0,0,0,1
"Kwon, Youngjin",0.0009,0.0,0.0013,0.0483,,9,4,4,2,2,0,0,0,0,0,2
"Witchel, Emmett",0.0009,0.0,0.0013,0.0483,,,90,31,24,48,0,2,0,0,0,2
"Türkoglu, Duru",0.0001,0.0,0.0,0.0006,,,,,,,,,,,,
"Turk, Ata",0.0011,0.0,0.0,0.0011,,34,7,6,6,5,0,0,0,0,0,2
"Warrior, Marc Anthony",0.0004,0.0,0.0,0.0004,,,,,,,0,0,0,0,0,1
"Klarman, Uri",0.0004,0.0,0.0,0.0004,,,,,,,0,0,0,0,0,1
"Flores, Marcel",0.0004,0.0,0.0,0.0004,,,,,,,0,0,0,0,0,1
"Kuzmanovic, Aleksandar",0.0004,0.0,0.0,0.0004,75,27,22,34,32,2852,0,0,1,0,0,1
"Zheng, Wenting",0.0012,0.0,0.0033,0.0522,,,6,4,4,3,0,0,0,0,0,3
"Hu, Xiaohe",0.0005,0.0,0.0,0.0489,9,3,3,0,0,16,0,0,0,0,0,1
"Fiehn, Heinz Ulrich Boehmer",0.0004,0.0,0.0,0.0004,,,,,,,,,,,,
"Hinkle, Mark A.",0.0004,0.0,0.0,0.0004,,,,,,,,,,,,
"Kenyon, Richard Wallace",0.0004,0.0,0.0,0.0004,,,,,,,0,0,0,0,0,1
"Mickelson, Alan",0.0004,0.0,0.0,0.0004,219,24,14,63,23,2568,0,0,0,0,0,1
"Shimokawabe, Takashi",0.0004,0.0,0.0,0.0004,,,,,,,0,0,0,0,0,1
"Endo, Toshio",0.0005,0.0,0.0,0.0005,,,100,17,14,27,0,2,0,0,0,2
"Onodera, Naoyuki",0.0004,0.0,0.0,0.0004,,,,,,,0,0,0,0,0,1
"Aoki, Takayuki",0.0004,0.0,0.0,0.0004,,,,,,,0,0,0,0,0,1
"Böhme, David",0.0015,0.0,0.0,0.0395,,,,,,,,,,,,
"Beckingsale, D. A.",0.0003,0.0,0.0,0.0385,,,,,,,,,,,,
"Bastani, Osbert",0.0009,0.0,0.0013,0.0311,,14,5,5,3,2,0,0,0,0,0,2
"Sharma, Rahul",0.0011,0.0,0.0,0.0311,,,25,13,13,16,0,0,0,0,0,3
"Liang, Percy",0.0004,0.0,0.0,0.0311,118,31,28,55,49,4267,0,0,0,0,0,1
"Guo, Yihua Ethan",0.0005,0.0,0.0,0.0403,6,3,3,3,3,221,0,0,0,0,0,1
"Nikravesh, Ashkan",0.0005,0.0,0.0,0.0403,11,5,5,5,5,242,0,0,0,0,0,1
"Sen, Subhabrata",0.0019,0.0,0.0012,0.0403,,,,,,,0,1,0,0,0,3
"Subramanian, Lavanya",0.0009,0.0,0.0,0.0493,19,11,11,11,11,731,0,0,0,0,0,1
"Clemente-Castelló, Francisco J.",0.0005,0.0,0.0,0.0348,10,2,2,0,0,9,0,0,0,0,0,1
"Nicolae, Bogdan",0.0005,0.0,0.0,0.0348,,,,,59,14,0,5,0,0,0,1
"Rafique, M. Mustafa",0.0005,0.0,0.0,0.0348,,,,,,,0,0,0,0,0,1
"Mayo, Rafael",0.0012,0.0,0.0004,0.0382,,,,,,,,,,,,
"Fernández, Juan Carlos",0.0005,0.0,0.0,0.0348,,,,,,,,,,,,
"Wang, Frank",0.0005,0.0,0.0,0.0399,12,7,6,4,4,298,0,0,0,0,0,1
"Yun, Catherine",0.0005,0.0,0.0,0.0399,,,,,,,0,0,0,0,0,1
"Goldwasser, Shafi",0.0005,0.0,0.0,0.0399,,,,,,,0,0,0,0,0,1
"Vaikuntanathan, Vinod",0.0005,0.0,0.0,0.0399,121,40,39,66,62,9108,0,0,0,0,0,1
"Hao, Yuchen",0.0004,0.0,0.0,0.0363,4,3,3,1,1,27,0,0,0,0,0,1
"Fang, Zhenman",0.0004,0.0,0.0,0.0363,18,5,5,3,3,70,0,1,0,0,0,1
"Reinman, Glenn",0.0004,0.0,0.0,0.0363,123,31,21,71,51,3065,0,0,0,0,0,1
"Cong, Jason",0.0007,0.0,0.0003,0.04,,652,73,39,321,178,0,0,0,0,1,2
"Chai, Anchen",0.0007,0.0,0.0,0.0007,,,,,,,0,0,0,0,0,1
"Bazm, Mohammad-Mahdi",0.0007,0.0,0.0,0.0007,,,,,,,,,,,,
"Camarasu-Pop, Sorina",0.0007,0.0,0.0,0.0007,,,,,,,,,,,,
"Glatard, Tristan",0.0007,0.0,0.0,0.0007,147,21,16,49,27,1711,0,1,0,0,0,1
"Benoit-Cattin, Hugues",0.0007,0.0,0.0,0.0007,,,,,,,0,0,0,0,0,1
"Sutern, Frédéric",0.0007,0.0,0.0,0.0007,,,,,,,,,,,,
"Mazouz, Abdelhafid",0.0004,0.0,0.0,0.0406,9,5,5,4,3,92,0,0,0,0,0,1
"Wong, David C.",0.0019,0.0,0.0003,0.0453,,116,15,7,23,6,0,0,0,0,0,2
"Kuck, David J.",0.0004,0.0,0.0,0.0406,,,,,,,,,,,,
"Jalby, William",0.0004,0.0,0.0,0.0406,146,25,13,51,22,2945,0,0,0,0,0,1
"Vangoor, Bharath Kumar Reddy",0.0003,0.0,0.0,0.0007,,,,,,,0,0,0,0,0,1
"Tarasov, Vasily",0.0007,0.0,0.0,0.0008,,,30,9,9,9,0,2,1,0,0,2
"Zadok, Erez",0.0012,0.0,0.0,0.0012,,,,164,38,29,0,2,0,0,0,3
"Bellare, Mihir",0.0005,0.0,0.0003,0.0409,,,258,95,68,197,0,0,0,0,0,3
"Hoang, Viet Tung",0.0001,0.0,0.0,0.0371,19,12,11,13,12,904,0,0,0,0,0,1
"Bardin, Sébastien",0.0003,0.0,0.0,0.0003,55,15,13,19,15,844,0,0,0,0,0,1
"David, Robin",0.0003,0.0,0.0,0.0003,250,21,14,40,20,1621,0,0,0,0,0,1
"Marion, Jean-Yves",0.0003,0.0,0.0,0.0003,,,,,,,0,0,0,0,0,1
"Geda, Robel",0.0008,0.0,0.0,0.0009,,,,,,,0,0,0,0,0,1
"Chen, Yan-Hao",0.0008,0.0,0.0,0.0009,,,,,,,,,,,,
"Chaudhari, Pranav",0.0008,0.0,0.0,0.0009,,,,,,,0,0,0,0,0,1
"Szegedy, Mario",0.0008,0.0,0.0,0.0009,,,,,,,0,0,0,0,0,1
"Khare, Alind",0.0007,0.0,0.0,0.0007,,,,,,,0,0,0,0,0,1
"Goyal, Vikram",0.0007,0.0,0.0,0.0007,55,6,5,4,4,139,0,0,0,0,0,1
"Baride, Srikanth",0.0007,0.0,0.0,0.0007,,,,,,,,,,,,
"Prasad, Sushil K.",0.0007,0.0,0.0,0.0007,,210,20,14,43,21,0,0,0,2,0,1
"Mcdermott, Michael",0.0007,0.0,0.0,0.0007,8,3,3,1,1,28,0,0,0,0,0,1
"Shah, Dhara",0.0007,0.0,0.0,0.0007,,,,,,,0,0,0,0,0,1
"Siadati, Hossein",0.0001,0.0,0.0,0.0004,18,4,4,2,2,58,0,0,0,0,0,1
"Clark, Alexandra",0.0012,0.0,0.0,0.0307,,,,,,,0,0,0,0,0,1
"Fu, Bo",0.0012,0.0,0.0,0.0307,2,0,0,0,0,0,0,0,0,0,0,1
"Kurniawan, Daniar H.",0.0012,0.0,0.0,0.0307,3,1,1,0,0,1,0,0,0,0,0,1
"Martin, Vincentius",0.0012,0.0,0.0,0.0307,4,2,2,1,1,48,0,0,0,0,0,1
"Uma, Maheswara Rao G.",0.0012,0.0,0.0,0.0307,,,,,,,,,,,,
"Fourtounis, George",0.0004,0.0,0.0,0.0004,,,,,,,0,0,0,0,0,1
"Francalanza, Adrian",0.0004,0.0,0.0,0.0004,100,14,13,18,13,502,0,0,0,0,0,1
"Sampson, Adrian",0.0003,0.0,0.0,0.0453,,,46,10,10,11,0,2,2,0,0,1
"Mytkowicz, Todd",0.0007,0.0,0.0028,0.0466,,70,18,17,24,23,0,0,0,0,0,2
"Xu, Cheng",0.0004,0.0,0.0,0.0004,,,,,,,0,0,0,0,0,1
"Huang, Xiaohong",0.0004,0.0,0.0,0.0004,,,,,,,0,0,0,0,0,1
"Ma, Maode",0.0004,0.0,0.0,0.0004,378,29,25,92,66,3451,0,0,0,0,0,1
"Bao, Hong",0.0004,0.0,0.0,0.0004,,,,,,,0,0,0,0,0,1
"Zhang, Chaoyun",0.0003,0.0,0.0,0.0003,4,1,1,0,0,11,0,0,0,0,0,1
"Ouyang, Xi",0.0003,0.0,0.0,0.0003,6,3,3,1,1,25,0,0,0,0,0,1
"Patras, Paul",0.0003,0.0,0.0,0.0003,29,10,10,11,11,362,0,0,0,0,0,1
"Vooturi, Dharma Teja",0.0003,0.0,0.0,0.0005,,,,,,,0,0,0,0,0,1
"Kothapalli, Kishore",0.0008,0.0,0.0,0.0008,,,,99,14,13,0,3,1,0,0,2
"Bhalla, Upinder Singh",0.0003,0.0,0.0,0.0005,,,,,,,,,,,,
"Heilman, Ethan",0.0005,0.0,0.0,0.0005,12,6,6,5,5,129,0,0,1,0,0,1
"Alshenibr, Leen",0.0005,0.0,0.0,0.0005,,,,,,,0,0,0,0,0,1
"Baldimtsi, Foteini",0.0005,0.0,0.0,0.0005,20,8,8,7,5,194,0,1,0,0,0,1
"Scafuro, Alessandra",0.0005,0.0,0.0,0.0005,23,11,10,11,10,239,0,0,0,0,0,1
"Goldberg, Sharon",0.0005,0.0,0.0,0.0005,,50,19,17,25,23,0,2,0,0,0,1
"Malicevic, Jasmina",0.0003,0.0,0.0,0.0378,3,3,3,1,1,58,0,0,0,0,0,1
"Lepers, Baptiste",0.0011,0.0,0.0,0.0378,,14,6,6,6,6,0,0,0,0,0,2
"Chang, Ting-Jung",0.0005,0.0,0.0,0.0303,,,,,,,0,0,0,0,0,1
"Yao, Zhuozhi",0.0005,0.0,0.0,0.0303,,,,,,,0,0,0,0,0,1
"Jackson, Paul J.",0.0005,0.0,0.0,0.0303,,,,,,,0,0,0,0,0,1
"Rand, Barry P.",0.0005,0.0,0.0,0.0303,122,42,41,81,78,9779,0,0,0,0,0,1
"Wentzlaff, David",0.0016,0.0,0.0004,0.0328,,,,84,20,18,0,1,0,0,0,4
"Cui, Xuewen",0.0004,0.0,0.0,0.0375,4,2,2,1,1,18,0,0,0,0,0,1
"Scogland, Thomas",0.0004,0.0,0.0,0.0375,,,,,,,,,,,,
"Supinski, Bronis R. De",0.0004,0.0,0.0,0.0375,,,,,,,1,3,4,1,0,1
"Cheng, Zhiyong",0.0005,0.0,0.0,0.0333,25,7,7,6,6,160,0,0,0,0,0,1
"Shen, Jialie",0.0005,0.0,0.0,0.0333,126,25,23,52,44,2064,0,0,0,0,0,1
"Nie, Liqiang",0.0019,0.0,0.0005,0.0364,,,,,90,20,0,1,0,0,0,5
"Chua, Tat-Seng",0.0023,0.0,0.0008,0.0364,,,,,,,0,1,0,0,0,7
"He, Xiangnan",0.0012,0.0,0.0001,0.0364,,,,28,8,8,0,1,0,0,0,4
"Aksenov, Vitaly",0.0005,0.0,0.0,0.0287,,,,,,,0,0,0,0,0,1
"Gramoli, Vincent",0.0005,0.0,0.0,0.0287,126,18,15,27,20,1038,0,0,0,0,0,1
"Kuznetsov, Petr",0.0005,0.0,0.0,0.0287,127,21,16,39,26,2413,0,0,0,0,0,1
"Malova, Anna",0.0005,0.0,0.0,0.0287,,,,,,,0,0,0,0,0,1
"Ebrahimi, Masoumeh",0.0001,0.0,0.0,0.0001,91,20,19,34,32,1006,0,0,0,0,0,1
"Daneshtalab, Masoud",0.0001,0.0,0.0,0.0001,200,24,23,48,41,1555,0,0,0,0,0,1
"Zhou, Dawei",0.0008,0.0,0.0,0.0014,11,3,3,1,1,34,0,0,0,0,0,1
"Zhang, Si",0.0008,0.0,0.0,0.0014,5,2,2,0,0,14,0,0,0,0,0,1
"Yildirim, Mehmet Yigit",0.0008,0.0,0.0,0.0014,3,1,1,0,0,1,0,0,0,0,0,1
"Alcorn, Scott",0.0008,0.0,0.0,0.0014,,,,,,,0,0,0,0,0,1
"Davulcu, Hasan",0.0008,0.0,0.0,0.0014,133,23,13,35,19,1847,0,0,0,0,0,1
"He, Jingrui",0.0012,0.0,0.0,0.0016,,,192,19,17,29,0,1,0,0,0,3
"Chau, Vincent",0.0004,0.0,0.0,0.0286,20,5,5,4,4,65,0,0,0,0,0,1
"Li, Minming",0.0004,0.0,0.0,0.0286,,,,,,,0,1,0,0,0,1
"Mccauley, Samuel",0.0004,0.0,0.0,0.0286,24,5,5,2,2,46,0,1,0,0,0,1
"Wang, Kai",0.0011,0.0,0.0004,0.0308,,,,,,,0,0,0,0,0,1
"Wang, Binghui",0.0003,0.0,0.0,0.0004,,,,,,,0,0,0,0,0,1
"Gong, Neil Zhenqiang",0.0005,0.0,0.0,0.0005,,24,10,9,10,9,0,0,0,0,0,2
"Fu, Hao",0.0003,0.0,0.0,0.0004,7,4,4,1,1,38,0,0,0,0,0,1
"Alipourfard, Omid",0.0007,0.0,0.0,0.0497,7,3,3,2,2,91,0,0,0,0,0,1
"Liu, Hongqiang Harry",0.0021,0.0,0.0131,0.0528,,,20,7,7,5,0,0,0,0,0,3
"Chen, Jianshu",0.0007,0.0,0.0,0.0497,67,17,16,27,25,1398,0,0,0,0,0,1
"Venkataraman, Shivaram",0.0016,0.0,0.0075,0.0536,,43,13,13,16,15,0,0,0,0,0,2
"Yu, Minlan",0.002,0.0,0.0077,0.0518,,,,62,21,20,0,2,1,0,0,3
"Zhang, Ming",0.0007,0.0,0.0,0.0497,21,35,32,48,45,6943,0,1,0,0,0,1
"Kulkarni, Chinmay",0.0005,0.0,0.0,0.0007,1,0,0,0,0,0,0,0,0,0,0,1
"Kesavan, Aniraj",0.0005,0.0,0.0,0.0007,3,1,1,0,0,2,0,0,0,0,0,1
"Zhang, Tian",0.0005,0.0,0.0,0.0007,,,,,,,0,1,0,0,0,2
"Ricci, Robert",0.0005,0.0,0.0,0.0007,79,19,17,30,24,3308,0,1,0,0,0,1
"Venkataramani, Swagath",0.0013,0.0,0.0,0.0388,43,12,12,15,15,619,0,0,0,0,0,1
"Ranjan, Ashish",0.0013,0.0,0.0,0.0388,7,4,4,3,3,118,0,0,0,0,0,1
"Banerjee, Subarno",0.0013,0.0,0.0,0.0388,7,2,2,0,0,8,0,0,0,0,0,1
"Das, Dipankar",0.0013,0.0,0.0,0.0388,,,,,,,0,0,0,0,0,1
"Avancha, Sasikanth",0.0013,0.0,0.0,0.0388,,,,,,,0,0,0,0,0,1
"Jagannathan, Ashok",0.0013,0.0,0.0,0.0388,,,,,,,0,0,0,0,0,1
"Durg, Ajaya",0.0013,0.0,0.0,0.0388,,,,,,,0,0,0,0,0,1
"Nagaraj, Dheemanth",0.0013,0.0,0.0,0.0388,,,,,,,0,0,0,0,0,1
"Kaul, Bharat",0.0013,0.0,0.0,0.0388,,,,,,,0,0,0,0,0,1
"Dubey, Pradeep",0.0038,0.0,0.002,0.043,,,223,49,36,107,0,0,0,0,1,3
"Utterback, Robert",0.0004,0.0,0.0,0.0358,3,2,2,0,0,7,0,0,0,0,0,1
"Agrawal, Kunal",0.0007,0.0,0.0007,0.0394,,,106,20,17,31,0,0,0,0,0,3
"Lee, I-Ting Angelina",0.0004,0.0,0.0,0.0358,,21,8,7,7,5,0,2,1,0,0,1
"Kulkarni, Milind",0.0009,0.0,0.0004,0.0358,,,,,,125,0,2,1,0,0,5
"Raju, Pandian",0.0004,0.0,0.0,0.048,1,0,0,0,0,0,0,0,0,0,0,1
"Kadekodi, Rohan",0.0004,0.0,0.0,0.048,,,,,,,0,0,0,0,0,1
"Patra, Arpita",0.0003,0.0,0.0,0.0003,94,15,10,27,11,691,0,0,0,0,0,1
"Sarkar, Pratik",0.0003,0.0,0.0,0.0003,1,1,1,0,0,5,0,0,0,0,0,1
"Suresh, Ajith",0.0003,0.0,0.0,0.0003,,,,,,,0,0,0,0,0,1
"Bae, Minho",0.0004,0.0,0.0,0.0004,,,,,,,0,0,0,0,0,1
"Eum, Junho",0.0004,0.0,0.0,0.0004,,,,,,,0,0,0,0,0,1
"Kim, Donghoon",0.0004,0.0,0.0,0.0004,,,,,,,0,0,0,0,0,1
"Oh, Sangyoon",0.0004,0.0,0.0,0.0004,94,11,7,14,5,531,0,0,1,0,0,1
"Yu, Ying-Ju",0.0001,0.0,0.0,0.0009,,,,,,,0,0,0,0,0,1
"Wu, Carole-Jean",0.0013,0.0,0.0,0.0014,,,,,,,0,5,2,0,0,3
"Späth, Johannes",0.0003,0.0,0.0,0.0005,5,2,2,1,1,21,0,0,0,0,0,1
"Ali, Karim",0.0003,0.0,0.0,0.0005,30,5,5,4,4,156,0,0,0,0,0,1
"Bodden, Eric",0.0008,0.0,0.0,0.0008,,170,31,27,63,57,0,0,0,0,0,2
"Agrawal, Nitin",0.0001,0.0,0.0,0.0001,,22,12,11,12,11,0,1,1,0,0,2
"Vulimiri, Ashish",0.0001,0.0,0.0,0.0001,14,8,8,7,7,309,0,0,0,0,0,1
"Srinivas, Virinshi",0.0004,0.0,0.0,0.0038,,,,,,,,,,,,
"Velamuri, Varun",0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,1
"Fonseca, Pedro",0.0004,0.0,0.0,0.0463,,,,,,,0,0,0,0,0,1
"Song, Hyunsub",0.0007,0.0,0.0,0.0014,,,,,,,0,0,0,0,0,2
"Moon, Young Je",0.0004,0.0,0.0,0.001,,,,,,,0,0,0,0,0,1
"Lee, Se Kwon",0.0007,0.0,0.0,0.0014,,,,,,,0,0,0,0,0,2
"Chung, Taejoong",0.0008,0.0,0.0,0.0384,25,7,7,1,1,125,0,0,0,0,0,1
"Rijswijk-Deij, Roland Van",0.0008,0.0,0.0,0.0384,,,,,,,,,,,,
"Jeon, Yuseok",0.0005,0.0,0.0,0.0051,6,2,2,0,0,16,0,0,0,0,0,1
"Biswas, Priyam",0.0005,0.0,0.0,0.0051,9,1,1,0,0,3,0,0,0,0,0,1
"Carr, Scott A.",0.0005,0.0,0.0,0.0051,,,,,,,,,,,,
"Lee, Byoungyoung",0.002,0.0,0.0001,0.0061,,,16,9,9,8,0,1,1,0,0,3
"Galon, Shay",0.0005,0.0,0.0,0.0401,,,,,,,0,0,0,0,0,1
"Delimitrou, Christina",0.0007,0.0,0.0017,0.0402,,,,,29,10,0,4,1,0,0,2
"Manne, Srilatha",0.0005,0.0,0.0,0.0401,,,,,,,0,2,0,0,0,1
"Kim, Beom Heyn",0.0003,0.0,0.0,0.0008,5,4,4,3,3,53,0,0,0,0,0,1
"Oh, Sukwon",0.0003,0.0,0.0,0.0008,3,1,1,1,1,31,0,0,0,0,0,1
"Lakhotia, Kartik",0.0004,0.0,0.0,0.0004,5,1,1,0,0,2,0,0,0,0,0,1
"Singapura, Shreyas G.",0.0004,0.0,0.0,0.0004,,,,,,,,,,,,
"Kannan, Rajgopal",0.0004,0.0,0.0,0.0004,401,29,22,66,43,3469,0,0,0,0,0,1
"Prasanna, Viktor K.",0.0004,0.0,0.0,0.0004,,,,,,,,,,,,
"Wang, Cheng",0.0012,0.0,0.0004,0.0407,,,,,,,0,2,0,0,0,4
"Liang, Qianlin",0.0005,0.0,0.0,0.0407,,,,,,,0,0,0,0,0,2
"Urgaonkar, Bhuvan",0.0008,0.0,0.0,0.0407,,,,,,,0,6,1,0,0,4
"Farooqi, Shehroze",0.0008,0.0,0.0,0.0014,,9,1,1,0,0,0,0,0,0,0,2
"Zaffar, Fareed",0.0013,0.0,0.0,0.0016,,,,,,,0,0,0,0,0,3
"Leontiadis, Nektarios",0.0004,0.0,0.0,0.0013,13,6,6,6,6,275,0,0,0,0,0,1
"Shafiq, Zubair",0.0016,0.0,0.0,0.002,,,,82,21,20,0,0,0,0,0,4
"Corrigan-Gibbs, Henry",0.0005,0.0,0.0006,0.0429,,,20,8,8,6,0,0,0,0,0,3
"Wu, Yang",0.0005,0.0,0.0,0.0024,,6,3,3,2,2,0,0,0,0,0,2
"Chen, Ang",0.0005,0.0,0.0,0.0024,,,15,5,5,3,0,0,0,0,0,3
"Haeberlen, Andreas",0.0008,0.0,0.0,0.0024,,,,,,,0,5,0,0,0,4
"Zhou, Wenchao",0.0012,0.0,0.0,0.0024,,,,48,16,15,0,0,0,0,0,4
"Sodsong, Wasuwee",0.0005,0.0,0.0,0.0006,6,2,2,0,0,15,0,0,0,0,0,1
"Mittermayr, Robert",0.0005,0.0,0.0,0.0006,11,5,3,3,3,60,0,0,0,0,0,1
"Park, Yoojin",0.0005,0.0,0.0,0.0006,,,,,,,0,0,0,0,0,1
"Burgstaller, Bernd",0.0008,0.0,0.0,0.0008,,,,,,,0,0,1,0,0,2
"Blieberger, Johann",0.0008,0.0,0.0,0.0008,,,,,,,0,0,0,0,0,2
"Gatla, Om Rameshwar",0.0001,0.0,0.0,0.0005,3,0,0,0,0,0,0,0,0,0,0,1
"Zheng, Mai",0.0008,0.0,0.0,0.0009,,,20,7,7,7,0,1,0,0,0,3
"Zhou, Yian",0.0004,0.0,0.0,0.0005,17,6,6,2,2,99,0,0,0,0,0,1
"Chen, Min",0.0004,0.0,0.0,0.0005,33,7,7,4,4,139,0,0,0,0,0,1
"Zhang, Yizhou",0.0001,0.0,0.0,0.0295,5,2,2,1,1,15,0,0,0,0,0,1
"Maeng, Kiwan",0.0003,0.0,0.0,0.0003,,,,,,,0,0,0,0,0,1
"Colin, Alexei",0.0003,0.0,0.0,0.0003,7,3,3,2,2,27,0,0,0,0,0,1
"Lucia, Brandon",0.0003,0.0,0.0,0.0003,,47,15,14,18,17,0,2,0,0,0,1
"Ahmed, Kishwar",0.0003,0.0,0.0,0.0003,10,3,3,0,0,19,0,0,0,0,0,1
"Liu, Jason",0.0003,0.0,0.0,0.0003,,92,25,15,42,26,0,2,1,0,0,1
"Wu, Xingfu",0.0003,0.0,0.0,0.0003,214,25,19,62,42,2855,0,0,0,0,0,1
"Dursun, Kayhan",0.0004,0.0,0.0,0.0006,9,3,3,2,2,46,0,0,0,0,0,1
"Çetintemel, Ugur",0.0004,0.0,0.0,0.0006,,,,,,,,,,,,
"Antonopoulos, Timos",0.0007,0.0,0.0,0.0387,,,,,,,0,0,0,0,0,1
"Gazzillo, Paul",0.0009,0.0,0.0002,0.0428,,15,2,2,1,1,0,0,0,0,0,2
"Hicks, Michael",0.0007,0.0,0.0,0.0387,,210,41,32,96,65,0,2,1,0,0,1
"Koskinen, Eric",0.0009,0.0,0.0002,0.0428,,,,,,,0,0,0,0,0,2
"Terauchi, Tachio",0.0007,0.0,0.0,0.0387,43,14,13,18,14,1632,0,0,0,0,0,1
"Wei, Shiyi",0.0007,0.0,0.0,0.0387,,,,,,,0,0,0,0,0,1
"Poremba, Matthew",0.0007,0.0,0.0,0.0421,,,,,,,0,0,0,0,0,1
"Akgun, Itir",0.0007,0.0,0.0,0.0421,5,2,2,0,0,6,0,0,0,0,0,1
"Yin, Jieming",0.0007,0.0,0.0,0.0421,,8,3,3,3,3,0,1,2,0,0,1
"Kayiran, Onur",0.0017,0.0,0.0012,0.0462,,18,6,6,5,5,0,0,0,0,0,2
"Xie, Yuan",0.0023,0.0,0.0014,0.0462,,,,502,55,43,1,2,0,0,0,3
