author_name,degree,eigenvector,betweenness,closeness
"Tsafrir, Dan",0.0015,0.0,0.0001,0.042
"Dorey, Kristen",0.0003,0.0,0.0,0.0003
"Chang-Fong, Nicholas",0.0003,0.0,0.0,0.0003
"Essex, Aleksander",0.0003,0.0,0.0,0.0003
"Yang, Lei",0.0004,0.0,0.0,0.0006
"Lin, Qiongzheng",0.0004,0.0,0.0,0.0007
"Duan, Chunhui",0.0004,0.0,0.0,0.0007
"An, Zhenlin",0.0004,0.0,0.0,0.0007
"Pibiri, Giulio Ermanno",0.0001,0.0,0.0,0.0004
"Venturini, Rossano",0.0007,0.0,0.0,0.0007
"Ding, Yi",0.0004,0.0,0.0,0.0007
"Liu, Chenghao",0.0004,0.0,0.0,0.0007
"Zhao, Peilin",0.0012,0.0,0.0,0.0012
"Hoi, Steven C. H.",0.0004,0.0,0.0,0.0007
"Tumeo, Antonino",0.0011,0.0,0.0001,0.0367
"Yin, Jian",0.0007,0.0,0.0,0.0351
"Warfel, Thomas",0.0007,0.0,0.0,0.0351
"Haglin, David J.",0.0007,0.0,0.0,0.0351
"Betelú, Santiago",0.0007,0.0,0.0,0.0351
"Houdt, Benny Van",0.0,0.0,0.0,0.0
"Ramos, Sabela",0.0001,0.0,0.0,0.0024
"Li, Zhenhua",0.0017,0.0,0.0014,0.04
"Yang, Yuanyuan",0.0001,0.0,0.0,0.0363
"Tsai, Ming-Hsien",0.0003,0.0,0.0,0.0003
"Wang, Bow-Yaw",0.0003,0.0,0.0,0.0003
"Yang, Bo-Yin",0.0003,0.0,0.0,0.0003
"Ames, Scott",0.0004,0.0,0.0,0.0006
"Hazay, Carmit",0.0004,0.0,0.0,0.0006
"Ishai, Yuval",0.0009,0.0,0.0,0.0009
"Venkitasubramaniam, Muthuramakrishnan",0.0004,0.0,0.0,0.0006
"Yu, Tianlong",0.0005,0.0,0.0,0.0425
"Fayaz, Seyed Kaveh",0.0005,0.0,0.0,0.0425
"Collins, Michael P.",0.0005,0.0,0.0,0.0425
"Seshan, Srinivasan",0.0012,0.0,0.0026,0.0429
"Mayer, Ruben",0.0007,0.0,0.0,0.0007
"Slo, Ahmad",0.0007,0.0,0.0,0.0007
"Tariq, Muhammad Adnan",0.0007,0.0,0.0,0.0007
"Rothermel, Kurt",0.0007,0.0,0.0,0.0007
"Gräber, Manuel",0.0007,0.0,0.0,0.0007
"Ramachandran, Umakishore",0.0007,0.0,0.0,0.0007
"Chen, Yu",0.0003,0.0,0.0,0.0004
"Zaki, Mohammed J.",0.0001,0.0,0.0,0.0003
"Ding, Caiwen",0.0023,0.0,0.0,0.0493
"Liao, Siyu",0.002,0.0,0.0,0.0493
"Wang, Yanzhi",0.0023,0.0,0.0,0.0493
"Li, Zhe",0.0023,0.0,0.0,0.0493
"Liu, Ning",0.002,0.0,0.0,0.0493
"Zhuo, Youwei",0.0029,0.0,0.0043,0.0506
"Wang, Chao",0.0037,0.0,0.0082,0.051
"Qian, Xuehai",0.0035,0.0,0.0166,0.0539
"Bai, Yu",0.002,0.0,0.0,0.0493
"Yuan, Geng",0.002,0.0,0.0,0.0493
"Ma, Xiaolong",0.002,0.0,0.0,0.0493
"Zhang, Yipeng",0.002,0.0,0.0,0.0493
"Tang, Jian",0.002,0.0,0.0,0.0493
"Qiu, Qinru",0.0023,0.0,0.0,0.0493
"Lin, Xue",0.002,0.0,0.0,0.0493
"Yuan, Bo",0.0023,0.0,0.0,0.0493
"Xie, Xiaolong",0.0004,0.0,0.0,0.0286
"Fong, Liana L.",0.0004,0.0,0.0,0.0286
"Liang, Yun",0.0004,0.0,0.0,0.0286
"Petrashko, Dmitry",0.0003,0.0,0.0,0.0008
"Odersky, Martin",0.0003,0.0,0.0,0.0008
"Cecchetti, Ethan",0.0009,0.0,0.0022,0.0346
"Myers, Andrew C.",0.0009,0.0,0.0016,0.0318
"Arden, Owen",0.0008,0.0,0.0004,0.0318
"Elsweiler, David",0.0003,0.0,0.0,0.0003
"Trattner, Christoph",0.0003,0.0,0.0,0.0003
"Harvey, Morgan",0.0004,0.0,0.0,0.0004
"Alrwais, Sumayah A.",0.0009,0.0,0.0,0.0448
"Liao, Xiaojing",0.0017,0.0,0.0046,0.0449
"Mi, Xianghang",0.0009,0.0,0.0,0.0448
"Qian, Feng",0.0015,0.0,0.0026,0.0448
"Beyah, Raheem A.",0.0012,0.0,0.0002,0.0448
"Wijesekera, Primal",0.0008,0.0,0.0,0.0008
"Baokar, Arjun",0.0008,0.0,0.0,0.0008
"Tsai, Lynn",0.0008,0.0,0.0,0.0008
"Reardon, Joel",0.0008,0.0,0.0,0.0008
"Egelman, Serge",0.0008,0.0,0.0,0.0008
"Beznosov, Konstantin",0.0008,0.0,0.0,0.0008
"Kou, Ngai Meng",0.0005,0.0,0.0,0.0432
"Li, Yan",0.0016,0.0,0.0131,0.0468
"Wang, Hao",0.0004,0.0,0.0,0.0375
"U, Leong Hou",0.0005,0.0,0.0,0.0432
"Gong, Zhiguo",0.0005,0.0,0.0,0.0432
"Biega, Joanna Asia",0.0003,0.0,0.0,0.0003
"Roy, Rishiraj Saha",0.0003,0.0,0.0,0.0003
"Weikum, Gerhard",0.0003,0.0,0.0,0.0003
"Adam, Omer Y.",0.0003,0.0,0.0,0.0005
"Lee, Young Choon",0.0004,0.0,0.0,0.0006
"Zomaya, Albert Y.",0.0009,0.0,0.0,0.0009
"Barrett, Edd",0.0005,0.0,0.0,0.0009
"Killick, Rebecca",0.0005,0.0,0.0,0.0009
"Mount, Sarah",0.0005,0.0,0.0,0.0009
"Tratt, Laurence",0.0005,0.0,0.0,0.0009
"Li, Baochun",0.0001,0.0,0.0,0.0401
"Smith, Rebecca",0.0001,0.0,0.0,0.0001
"Rixner, Scott",0.0001,0.0,0.0,0.0001
"Berndt, Sebastian",0.0001,0.0,0.0,0.0001
"Liskiewicz, Maciej",0.0001,0.0,0.0,0.0001
"Rocher-Gonzalez, Jose",0.0004,0.0,0.0,0.002
"Escudero-Sahuquillo, Jesús",0.0007,0.0,0.0,0.0025
"García, Pedro Javier",0.0007,0.0,0.0,0.0025
"Quiles, Francisco J.",0.0007,0.0,0.0,0.0025
"Wagner, James",0.0007,0.0,0.0,0.0007
"Rasin, Alexander",0.0007,0.0,0.0,0.0007
"Malik, Tanu",0.0007,0.0,0.0,0.0007
"Hart, Karen",0.0007,0.0,0.0,0.0007
"Jehle, Hugo",0.0007,0.0,0.0,0.0007
"Grier, Jonathan",0.0007,0.0,0.0,0.0007
"Liu, Yu-Ping",0.0005,0.0,0.0,0.0387
"Hong, Ding-Yong",0.0005,0.0,0.0,0.0387
"Wu, Jan-Jan",0.0012,0.0,0.0005,0.0387
"Fu, Sheng-Yu",0.0005,0.0,0.0,0.0387
"Hsu, Wei-Chung",0.0013,0.0,0.0009,0.0429
"Liu, Haopeng",0.0008,0.0,0.0,0.0323
"Li, Guangpu",0.0008,0.0,0.0,0.0323
"Li, Jiaxin",0.0008,0.0,0.0,0.0323
"Lu, Shan",0.0008,0.0,0.0,0.0323
"Tian, Chen",0.0012,0.0,0.0037,0.0344
"Koning, Koen",0.0005,0.0,0.0,0.0337
"Chen, Xi",0.0009,0.0,0.0,0.0337
"Bos, Herbert",0.0021,0.0,0.0004,0.0369
"Giuffrida, Cristiano",0.0024,0.0,0.0006,0.0369
"Athanasopoulos, Elias",0.0012,0.0,0.0001,0.0368
"Li, Yang",0.0012,0.0,0.0025,0.0481
"Choi, Jongmoo",0.0007,0.0,0.0,0.048
"Sun, Jin",0.0007,0.0,0.0,0.048
"Wang, Hui",0.0007,0.0,0.0,0.048
"Lee, Sunwoo",0.0005,0.0,0.0,0.0007
"Jha, Dipendra",0.0005,0.0,0.0,0.0007
"Agrawal, Ankit",0.0011,0.0,0.0,0.0011
"Choudhary, Alok N.",0.0011,0.0,0.0,0.0011
"Liao, Wei-Keng",0.0011,0.0,0.0,0.0011
"Baytas, Inci M.",0.0007,0.0,0.0,0.0408
"Xiao, Cao",0.0007,0.0,0.0,0.0408
"Zhang, Xi",0.0007,0.0,0.0,0.0408
"Wang, Fei",0.0013,0.0,0.0,0.0015
"Jain, Anil K.",0.0007,0.0,0.0,0.0408
"Zhou, Jiayu",0.0012,0.0,0.0005,0.0455
"Formby, David",0.0003,0.0,0.0,0.0402
"Elwalid, Anwar",0.0003,0.0,0.0,0.0402
"Kloosterman, John",0.0007,0.0,0.0,0.0022
"Beaumont, Jonathan",0.0007,0.0,0.0,0.0022
"Jamshidi, D. Anoushe",0.0007,0.0,0.0,0.0022
"Bailey, Jonathan",0.0007,0.0,0.0,0.0022
"Mudge, Trevor N.",0.0015,0.0,0.0,0.0024
"Mahlke, Scott A.",0.0028,0.0,0.0,0.0029
"Pei, Kexin",0.0008,0.0,0.0,0.0019
"Cao, Yinzhi",0.0004,0.0,0.0,0.0016
"Yang, Junfeng",0.0004,0.0,0.0,0.0016
"Nalli, Sanketh",0.0007,0.0,0.0,0.0463
"Haria, Swapnil",0.0007,0.0,0.0,0.0463
"Hill, Mark D.",0.0009,0.0,0.0018,0.0472
"Volos, Haris",0.0007,0.0,0.0,0.0463
"Keeton, Kimberly",0.0007,0.0,0.0,0.0463
"Kini, Dileep",0.0003,0.0,0.0,0.0003
"Mathur, Umang",0.0003,0.0,0.0,0.0003
"Viswanathan, Mahesh",0.0003,0.0,0.0,0.0003
"Goodwin, Bob",0.0008,0.0,0.0,0.0421
"Hopcroft, Michael",0.0008,0.0,0.0,0.0421
"Luu, Dan",0.0008,0.0,0.0,0.0421
"Clemmer, Alex",0.0008,0.0,0.0,0.0421
"Curmei, Mihaela",0.0008,0.0,0.0,0.0421
"Elnikety, Sameh",0.0017,0.0,0.0004,0.046
"He, Yuxiong",0.0027,0.0,0.0055,0.0471
"Chabbi, Milind",0.0004,0.0,0.0,0.0395
"Amer, Abdelhalim",0.0008,0.0,0.0032,0.0399
"Wen, Shasha",0.0008,0.0,0.0014,0.0414
"Liu, Xu",0.0019,0.0,0.0073,0.0433
"Yu, Xiangyao",0.0005,0.0,0.0,0.0481
"Hughes, Christopher J.",0.0005,0.0,0.0,0.0481
"Satish, Nadathur",0.0031,0.0,0.0039,0.0481
"Devadas, Srinivas",0.0016,0.0,0.0022,0.0481
"Finkbeiner, Bernd",0.0004,0.0,0.0,0.0004
"Müller, Christian",0.0004,0.0,0.0,0.0004
"Seidl, Helmut",0.0004,0.0,0.0,0.0004
"Zalinescu, Eugen",0.0004,0.0,0.0,0.0004
"Orchard, Dominic A.",0.0004,0.0,0.0,0.0004
"Contrastin, Mistral",0.0004,0.0,0.0,0.0004
"Danish, Matthew",0.0004,0.0,0.0,0.0004
"Rice, Andrew C.",0.0004,0.0,0.0,0.0004
"Chu, Shumo",0.0005,0.0,0.0,0.0319
"Weitz, Konstantin",0.0005,0.0,0.0,0.0319
"Cheung, Alvin",0.0007,0.0,0.0005,0.0319
"Leis, Viktor",0.0005,0.0,0.0,0.0005
"Radke, Bernharde",0.0005,0.0,0.0,0.0005
"Gubichev, Andrey",0.0005,0.0,0.0,0.0005
"Kemper, Alfons",0.0005,0.0,0.0,0.0005
"Neumann, Thomas",0.0005,0.0,0.0,0.0005
"Zhang, Chao",0.0012,0.0,0.0,0.0012
"Zhang, Keyang",0.0008,0.0,0.0,0.0009
"Yuan, Quan",0.0012,0.0,0.0,0.0012
"Tao, Fangbo",0.0008,0.0,0.0,0.0009
"Zhang, Luming",0.0008,0.0,0.0,0.0009
"Hanratty, Tim",0.0012,0.0,0.0,0.0012
"Han, Jiawei",0.0012,0.0,0.0,0.0012
"Xiong, Chenyan",0.0007,0.0,0.0,0.0007
"Callan, James P.",0.0007,0.0,0.0,0.0007
"Liu, Tie-Yan",0.0003,0.0,0.0,0.0004
"Qiu, Zhaofan",0.0004,0.0,0.0,0.0004
"Pan, Yingwei",0.0004,0.0,0.0,0.0004
"Yao, Ting",0.0004,0.0,0.0,0.0004
"Mei, Tao",0.0004,0.0,0.0,0.0004
"Flick, Patrick",0.0001,0.0,0.0,0.0002
"Aluru, Srinivas",0.0003,0.0,0.0,0.0003
"Mahgoub, Ashraf",0.0012,0.0,0.0,0.0038
"Wood, Paul",0.0012,0.0,0.0,0.0038
"Ganesh, Sachandhan",0.0012,0.0,0.0,0.0038
"Mitra, Subrata",0.0012,0.0,0.0,0.0038
"Gerlach, Wolfgang",0.0012,0.0,0.0,0.0038
"Harrison, Travis",0.0012,0.0,0.0,0.0038
"Meyer, Folker",0.0012,0.0,0.0,0.0038
"Grama, Ananth",0.0012,0.0,0.0,0.0038
"Chaterji, Somali",0.0012,0.0,0.0,0.0038
"Haque, Md E.",0.0007,0.0,0.0,0.046
"Nguyen, Thu D.",0.0007,0.0,0.0,0.046
"Picorel, Javier",0.0011,0.0,0.0011,0.0391
"Jevdjic, Djordje",0.0007,0.0,0.0025,0.0433
"Falsafi, Babak",0.0011,0.0,0.0011,0.0391
"Elkin, Michael",0.0,0.0,0.0,0.0
"John, Rogers Jeffrey Leo",0.0003,0.0,0.0,0.0003
"Potti, Navneet",0.0003,0.0,0.0,0.0003
"Patel, Jignesh M.",0.0003,0.0,0.0,0.0003
"Zhang, Muhan",0.0001,0.0,0.0,0.0001
"Chen, Yixin",0.0001,0.0,0.0,0.0001
"Acun, Bilge",0.0004,0.0,0.0,0.0357
"Lee, Eun Kyung",0.0004,0.0,0.0,0.0357
"Park, Yoonho",0.0004,0.0,0.0,0.0357
"Kalé, Laxmikant V.",0.0011,0.0,0.0003,0.0393
"Lever, Chaz",0.0005,0.0,0.0,0.0026
"Kotzias, Platon",0.0005,0.0,0.0,0.0026
"Balzarotti, Davide",0.0005,0.0,0.0,0.0026
"Antonakakis, Manos",0.0021,0.0,0.0,0.0035
"Faldu, Priyank",0.0001,0.0,0.0,0.0327
"Grot, Boris",0.0015,0.0,0.0017,0.0356
"Holterbach, Thomas",0.0004,0.0,0.0,0.0038
"Vissicchio, Stefano",0.0004,0.0,0.0,0.0038
"Dainotti, Alberto",0.0011,0.0,0.0,0.0045
"Lu, Wenjie",0.0003,0.0,0.0,0.0003
"Kawasaki, Shohei",0.0003,0.0,0.0,0.0003
"Sakuma, Jun",0.0003,0.0,0.0,0.0003
"Altisen, Karine",0.0005,0.0,0.0,0.0005
"Datta, Ajoy K.",0.0005,0.0,0.0,0.0005
"Devismes, Stéphane",0.0005,0.0,0.0,0.0005
"Durand, Anaïs",0.0005,0.0,0.0,0.0005
"Larmore, Lawrence L.",0.0005,0.0,0.0,0.0005
"Jacquelin, Mathias",0.0007,0.0,0.0,0.0023
"Jong, Wibe A. De",0.0003,0.0,0.0,0.0019
"Bylaska, Eric J.",0.0003,0.0,0.0,0.0019
"Wang, Yandong",0.0011,0.0,0.0,0.037
"Zhang, Li",0.0011,0.0,0.0,0.037
"Ren, Yufei",0.0011,0.0,0.0,0.037
"Zhang, Wei",0.0025,0.0,0.0016,0.0371
"Rajbhandari, Samyam",0.0011,0.0,0.0046,0.0445
"Rastello, Fabrice",0.0005,0.0,0.0,0.0415
"Kowalski, Karol",0.0005,0.0,0.0,0.0415
"Sadayappan, P.",0.0012,0.0,0.0005,0.0415
"Bruno, Rodrigo",0.0001,0.0,0.0,0.0001
"Ferreira, Paulo",0.0001,0.0,0.0,0.0001
"Yan, Eddie Q.",0.0005,0.0,0.0,0.0435
"Zhang, Kaiyuan",0.0015,0.0,0.0003,0.0472
"Wang, Xi",0.002,0.0,0.0025,0.0476
"Strauss, Karin",0.0008,0.0,0.0001,0.0435
"Casale, Giuliano",0.0,0.0,0.0,0.0
"Brumar, Iulian",0.0005,0.0,0.0,0.0318
"Casas, Marc",0.0007,0.0,0.0,0.0318
"Moretó, Miquel",0.0007,0.0,0.0,0.0318
"Sohi, Gurindar S.",0.0005,0.0,0.0,0.0318
"Sood, Kanika",0.0003,0.0,0.0,0.0004
"Jessup, Elizabeth R.",0.0003,0.0,0.0,0.0004
"Legtchenko, Sergey",0.0016,0.0,0.0,0.0016
"Williams, Hugh",0.0016,0.0,0.0,0.0016
"Razavi, Kaveh",0.0016,0.0,0.0,0.0016
"Donnelly, Austin",0.0016,0.0,0.0,0.0016
"Black, Richard",0.0016,0.0,0.0,0.0016
"Douglas, Andrew",0.0016,0.0,0.0,0.0016
"Cheriere, Nathanael",0.0016,0.0,0.0,0.0016
"Fryer, Daniel",0.0016,0.0,0.0,0.0016
"Mast, Kai",0.0016,0.0,0.0,0.0016
"Brown, Angela Demke",0.0016,0.0,0.0,0.0016
"Klimovic, Ana",0.0016,0.0,0.0,0.0016
"Slowey, Andy",0.0016,0.0,0.0,0.0016
"Rowstron, Antony I. T.",0.0016,0.0,0.0,0.0016
"Li, Xia",0.0001,0.0,0.0,0.0001
"Zhang, Lingming",0.0001,0.0,0.0,0.0001
"Sanchez, Vicente A. B.",0.0009,0.0,0.0,0.0013
"Kim, Wonbae",0.0011,0.0,0.0,0.0014
"Eom, Youngmoon",0.0009,0.0,0.0,0.0013
"Jin, Kibeom",0.0009,0.0,0.0,0.0013
"Nam, Moohyeon",0.0009,0.0,0.0,0.0013
"Hwang, Deukyeon",0.0009,0.0,0.0,0.0013
"Kim, Jik-Soo",0.0009,0.0,0.0,0.0013
"Nam, Beomseok",0.002,0.0,0.0,0.002
"Wagstaff, Harry",0.0004,0.0,0.0,0.0004
"Bodin, Bruno",0.0004,0.0,0.0,0.0004
"Spink, Tom",0.0004,0.0,0.0,0.0004
"Franke, Björn",0.0004,0.0,0.0,0.0004
"Zhu, Dali",0.0004,0.0,0.0,0.0004
"Rong, Wenjing",0.0004,0.0,0.0,0.0004
"Wu, Di",0.0004,0.0,0.0,0.0004
"Pang, Na",0.0004,0.0,0.0,0.0004
"Suneja, Sahil",0.0009,0.0,0.0,0.0013
"Koller, Ricardo",0.0008,0.0,0.0,0.0013
"Isci, Canturk",0.0015,0.0,0.0,0.0018
"Lara, Eyal De",0.0012,0.0,0.0,0.0014
"Hashemi, Ali B.",0.0008,0.0,0.0,0.0013
"Bhattacharyya, Arnamoy",0.0008,0.0,0.0,0.0013
"Amza, Cristiana",0.0008,0.0,0.0,0.0013
"Sharma, Prateek",0.0003,0.0,0.0,0.0003
"Irwin, David E.",0.0004,0.0,0.0,0.0004
"Shenoy, Prashant J.",0.0003,0.0,0.0,0.0003
"Blondin, Michael",0.0004,0.0,0.0,0.0004
"Esparza, Javier",0.0004,0.0,0.0,0.0004
"Jaax, Stefan",0.0004,0.0,0.0,0.0004
"Meyer, Philipp J.",0.0004,0.0,0.0,0.0004
"Qi, Weichen",0.0005,0.0,0.0,0.0019
"Li, Yunchun",0.0005,0.0,0.0,0.0019
"Zhou, Honggang",0.0005,0.0,0.0,0.0019
"Li, Wei",0.0008,0.0,0.0,0.002
"Almeida, José Bacelar",0.0015,0.0,0.0,0.0251
"Barbosa, Manuel",0.0015,0.0,0.0,0.0251
"Barthe, Gilles",0.0019,0.0,0.0003,0.0251
"Blot, Arthur",0.0012,0.0,0.0,0.0251
"Grégoire, Benjamin",0.0015,0.0,0.0,0.0251
"Laporte, Vincent",0.0015,0.0,0.0,0.0251
"Oliveira, Tiago",0.0015,0.0,0.0002,0.0251
"Pacheco, Hugo",0.0012,0.0,0.0,0.0251
"Schmidt, Benedikt",0.0017,0.0,0.0005,0.0268
"Strub, Pierre-Yves",0.0017,0.0,0.0005,0.0268
"Maurer, Luke",0.0004,0.0,0.0,0.0004
"Downen, Paul",0.0004,0.0,0.0,0.0004
"Ariola, Zena M.",0.0004,0.0,0.0,0.0004
"Jones, Simon L. Peyton",0.0005,0.0,0.0,0.0005
"Li, Zhaoshi",0.0007,0.0,0.0,0.0257
"Liu, Leibo",0.0007,0.0,0.0,0.0257
"Deng, Yangdong",0.0007,0.0,0.0,0.0257
"Yin, Shouyi",0.0007,0.0,0.0,0.0257
"Wang, Yao",0.0009,0.0,0.0005,0.0274
"Wei, Shaojun",0.0007,0.0,0.0,0.0257
"Luo, Xiaoqing",0.0008,0.0,0.0,0.0347
"Mueller, Frank",0.0008,0.0,0.0,0.0347
"Carns, Philip H.",0.0008,0.0,0.0,0.0347
"Jenkins, Jonathan",0.0008,0.0,0.0,0.0347
"Latham, Robert",0.0008,0.0,0.0,0.0347
"Snyder, Shane",0.0008,0.0,0.0,0.0347
"Wu, Bo",0.0004,0.0,0.0,0.0004
"Zhou, Xiaobo",0.0012,0.0,0.0018,0.0403
"Jiang, Changjun",0.0004,0.0,0.0,0.0403
"Zhang, Yao",0.0011,0.0,0.0004,0.036
"Ramanathan, Arvind",0.0005,0.0,0.0,0.033
"Vullikanti, Anil",0.0005,0.0,0.0,0.033
"Pullum, Laura L.",0.0005,0.0,0.0,0.033
"Prakash, B. Aditya",0.0005,0.0,0.0,0.033
"Fratantonio, Yanick",0.0012,0.0,0.0002,0.0065
"Qian, Chenxiong",0.0004,0.0,0.0,0.0061
"Chung, Simon P.",0.0004,0.0,0.0,0.0061
"Lee, Wenke",0.0021,0.0,0.0003,0.0076
"Derr, Erik",0.0005,0.0,0.0,0.0053
"Bugiel, Sven",0.0008,0.0,0.0,0.0053
"Acar, Yasemin",0.0011,0.0,0.0,0.0054
"Backes, Michael",0.0003,0.0,0.0,0.0045
"Shaon, Fahad",0.0004,0.0,0.0,0.0008
"Kantarcioglu, Murat",0.0004,0.0,0.0,0.0008
"Khan, Latifur",0.0004,0.0,0.0,0.0008
"Kim, Heehoon",0.0004,0.0,0.0,0.0004
"Nam, Hyoungwook",0.0004,0.0,0.0,0.0004
"Jung, Wookeun",0.0004,0.0,0.0,0.0004
"Lee, Jaejin",0.0004,0.0,0.0,0.0004
"Ivanov, Sergei",0.0004,0.0,0.0,0.0004
"Theocharidis, Konstantinos",0.0004,0.0,0.0,0.0004
"Terrovitis, Manolis",0.0004,0.0,0.0,0.0004
"Karras, Panagiotis",0.0004,0.0,0.0,0.0004
"Younge, Andrew J.",0.0011,0.0,0.0,0.0021
"Pedretti, Kevin T.",0.0011,0.0,0.0,0.0021
"Grant, Ryan E.",0.0015,0.0,0.0,0.0027
"Gaines, Brian L.",0.0005,0.0,0.0,0.0021
"Brightwell, Ron",0.0009,0.0,0.0,0.0026
"Nogin, Aleksey",0.0003,0.0,0.0,0.0321
"Ang, Petchean",0.0019,0.0,0.0,0.002
"Knowles, Peter",0.0019,0.0,0.0,0.002
"Nykiel, Tomasz",0.0019,0.0,0.0,0.002
"Tverdokhlib, Iaroslav",0.0019,0.0,0.0,0.002
"Yajurvedi, Amit",0.0019,0.0,0.0,0.002
"Iv, Paul Dapolito",0.0019,0.0,0.0,0.002
"Yan, Xifan",0.0019,0.0,0.0,0.002
"Bykov, Maxim",0.0019,0.0,0.0,0.002
"Liang, Chuen",0.0019,0.0,0.0,0.002
"Talwar, Mohit",0.0019,0.0,0.0,0.002
"Mathur, Abhishek",0.0019,0.0,0.0,0.002
"Kulkarni, Sachin",0.0019,0.0,0.0,0.002
"Burke, Matthew",0.0019,0.0,0.0,0.002
"Chen, Langshi",0.0016,0.0,0.0,0.0289
"Peng, Bo",0.0016,0.0,0.0,0.0289
"Zhang, Bingjing",0.0016,0.0,0.0,0.0289
"Liu, Tony",0.0016,0.0,0.0,0.0289
"Zou, Yiming",0.0016,0.0,0.0,0.0289
"Jiang, Lei",0.0021,0.0,0.0013,0.0312
"Henschel, Robert",0.0016,0.0,0.0,0.0289
"Stewart, Craig A.",0.0016,0.0,0.0,0.0289
"Zhang, Zhang",0.0016,0.0,0.0,0.0289
"Mccallum, Emily",0.0016,0.0,0.0,0.0289
"Tom, Zahniser",0.0016,0.0,0.0,0.0289
"Omer, Jon",0.0016,0.0,0.0,0.0289
"Qiu, Judy",0.0016,0.0,0.0,0.0289
"Shulman, Haya",0.0007,0.0,0.0001,0.0413
"Waidner, Michael",0.0001,0.0,0.0,0.0374
"Jain, Akash",0.0003,0.0,0.0,0.0004
"Nasre, Rupesh",0.0005,0.0,0.0,0.0005
"Ravindran, Balaraman",0.0003,0.0,0.0,0.0004
"Fisch, Ben",0.0004,0.0,0.0,0.0353
"Vinayagamurthy, Dhinakaran",0.0004,0.0,0.0,0.0353
"Boneh, Dan",0.0008,0.0,0.0005,0.0387
"Gorbunov, Sergey",0.0004,0.0,0.0,0.0353
"Cohen, Nachshon",0.0007,0.0,0.0003,0.0309
"Tal, Arie",0.0003,0.0,0.0,0.0287
"Petrank, Erez",0.0004,0.0,0.0,0.0287
"Sevilla, Michael",0.0009,0.0,0.0,0.0288
"Jimenez, Ivo",0.0009,0.0,0.0,0.0288
"Alvaro, Peter",0.0016,0.0,0.0003,0.0288
"Finkelstein, Shel",0.0009,0.0,0.0,0.0288
"Lefevre, Jeff",0.0008,0.0,0.0,0.0288
"Camenisch, Jan",0.0003,0.0,0.0,0.0003
"Drijvers, Manu",0.0003,0.0,0.0,0.0003
"Dubovitskaya, Maria",0.0003,0.0,0.0,0.0003
"Luckie, Matthew J.",0.0001,0.0,0.0,0.0001
"Beverly, Robert",0.0001,0.0,0.0,0.0001
"Venkatakrishnan, Shaileshh Bojja",0.0003,0.0,0.0,0.0003
"Fanti, Giulia C.",0.0003,0.0,0.0,0.0003
"Viswanath, Pramod",0.0003,0.0,0.0,0.0003
"Xirogiannopoulos, Konstantinos",0.0001,0.0,0.0,0.0033
"Deshpande, Amol",0.0007,0.0,0.0,0.0038
"Niazi, Salman",0.0007,0.0,0.0,0.0007
"Ismail, Mahmoud",0.0007,0.0,0.0,0.0007
"Haridi, Seif",0.0007,0.0,0.0,0.0007
"Dowling, Jim",0.0007,0.0,0.0,0.0007
"Grohsschmiedt, Steffen",0.0007,0.0,0.0,0.0007
"Ronström, Mikael",0.0007,0.0,0.0,0.0007
"Liu, Jingzhou",0.0004,0.0,0.0,0.0004
"Chang, Wei-Cheng",0.0004,0.0,0.0,0.0004
"Wu, Yuexin",0.0004,0.0,0.0,0.0004
"Yang, Yiming",0.0004,0.0,0.0,0.0004
"Fedyukovich, Grigory",0.0003,0.0,0.0,0.0275
"Ahmad, Maaz Bin Safeer",0.0003,0.0,0.0,0.0275
"Bodík, Rastislav",0.0007,0.0,0.0003,0.0295
"Lee, Seungsoo",0.0007,0.0,0.0,0.0007
"Yoon, Changhoon",0.0007,0.0,0.0,0.0007
"Lee, Chanhee",0.0007,0.0,0.0,0.0007
"Shin, Seungwon",0.0007,0.0,0.0,0.0007
"Yegneswaran, Vinod",0.0007,0.0,0.0,0.0007
"Porras, Phillip A.",0.0007,0.0,0.0,0.0007
"Kondameedi, Vineetha",0.0001,0.0,0.0,0.0001
"Vadhiyar, Sathish S.",0.0001,0.0,0.0,0.0001
"Zhao, Pengpeng",0.0008,0.0,0.0,0.0443
"Xu, Xiefeng",0.0008,0.0,0.0,0.0443
"Liu, Yanchi",0.0008,0.0,0.0,0.0443
"Zhou, Ziting",0.0008,0.0,0.0,0.0443
"Zheng, Kai",0.0008,0.0,0.0,0.0008
"Sheng, Victor S.",0.0008,0.0,0.0,0.0443
"Xiong, Hui",0.0021,0.0,0.0059,0.0492
"Oliveira, Daniel A. G. De",0.0017,0.0,0.0001,0.0356
"Pilla, Laércio Lima",0.0017,0.0,0.0001,0.0356
"Hanzich, Mauricio",0.0012,0.0,0.0,0.0331
"Fratin, Vinicius",0.0012,0.0,0.0,0.0331
"Fernandes, Fernando",0.0012,0.0,0.0,0.0331
"Lunardi, Caio B.",0.0012,0.0,0.0,0.0331
"Cela, José María",0.0012,0.0,0.0,0.0331
"Navaux, Philippe Olivier Alexandre",0.0028,0.0,0.0011,0.0361
"Carro, Luigi",0.0012,0.0,0.0,0.0331
"Rech, Paolo",0.0017,0.0,0.0001,0.0356
"Ronen, Eyal",0.0004,0.0,0.0,0.0004
"Shamir, Adi",0.0004,0.0,0.0,0.0004
