author_name,degree,eigenvector,betweenness,closeness
"Guerraoui, Rachid",0.002,0.0,0.004,0.0419
"Weiss, Yaacov Y.",0.0001,0.0,0.0,0.0001
"Cohen, Sara",0.0001,0.0,0.0,0.0001
"Zhang, Haoyuan",0.0003,0.0,0.0,0.0003
"Li, Huang",0.0003,0.0,0.0,0.0003
"Oliveira, Bruno C. D. S.",0.0004,0.0,0.0,0.0004
"Kuvaiskii, Dmitrii",0.0008,0.0,0.0,0.0381
"Oleksenko, Oleksii",0.0008,0.0,0.0,0.0381
"Arnautov, Sergei",0.0008,0.0,0.0,0.0381
"Trach, Bohdan",0.0008,0.0,0.0,0.0381
"Felber, Pascal",0.0019,0.0,0.0008,0.0381
"Park, Yongjoo",0.0004,0.0,0.0,0.0357
"Tajik, Ahmad Shahab",0.0004,0.0,0.0,0.0357
"Cafarella, Michael J.",0.0008,0.0,0.0003,0.0357
"Wolfson-Pou, Jordi",0.0001,0.0,0.0,0.0001
"Chow, Edmond",0.0001,0.0,0.0,0.0001
"Xu, Jun",0.0007,0.0,0.0,0.0007
"Xing, Xinyu",0.0005,0.0,0.0,0.0427
"Liu, Peng",0.0003,0.0,0.0,0.0003
"Giotsas, Vasileios",0.0008,0.0,0.0,0.0011
"Dietzel, Christoph",0.0008,0.0,0.0,0.0011
"Smaragdakis, Georgios",0.0008,0.0,0.0,0.0011
"Feldmann, Anja",0.0012,0.0,0.0,0.0013
"Berger, Arthur W.",0.0008,0.0,0.0,0.0011
"Pakha, Chrisma",0.0009,0.0,0.0,0.0318
"Shen, Jiasi",0.0001,0.0,0.0,0.0001
"Rinard, Martin C.",0.0001,0.0,0.0,0.0001
"Poppe, Olga",0.0004,0.0,0.0,0.0004
"Lei, Chuan",0.0004,0.0,0.0,0.0004
"Ahmed, Salah",0.0004,0.0,0.0,0.0004
"Rundensteiner, Elke A.",0.0004,0.0,0.0,0.0004
"Wu, Liwei",0.0003,0.0,0.0,0.0361
"Hsieh, Cho-Jui",0.0008,0.0,0.0004,0.0397
"Sharpnack, James",0.0003,0.0,0.0,0.0361
"Chen, Dongyao",0.0004,0.0,0.0,0.0357
"Jiang, Yurong",0.0004,0.0,0.0,0.0357
"Kim, Kyu-Han",0.0008,0.0,0.0008,0.0357
"Pandey, Rakesh",0.0001,0.0,0.0,0.0004
"Sahu, Aryabartta",0.0007,0.0,0.0,0.0007
"Weisse, Ofir",0.0003,0.0,0.0,0.0003
"Austin, Todd M.",0.0003,0.0,0.0,0.0003
"Farzan, Azadeh",0.0001,0.0,0.0,0.0001
"Nicolet, Victor",0.0001,0.0,0.0,0.0001
"Tu, Cheng-Chun",0.0003,0.0,0.0,0.0468
"Dave, Ankur",0.0007,0.0,0.0,0.0499
"Beekman, Jethro G.",0.0007,0.0,0.0,0.0499
"Popa, Raluca A.",0.0007,0.0,0.0,0.0499
"Pina, Luís",0.0004,0.0,0.0,0.0004
"Grumberg, Daniel",0.0004,0.0,0.0,0.0004
"Andronidis, Anastasios",0.0004,0.0,0.0,0.0004
"Cadar, Cristian",0.0004,0.0,0.0,0.0004
"Li, Conglong",0.0005,0.0,0.0,0.0421
"Andersen, David G.",0.0008,0.0,0.0002,0.0421
"Fu, Qiang",0.0005,0.0,0.0,0.0421
"Papadimitriou, Antonis",0.0003,0.0,0.0,0.0018
"Narayan, Arjun",0.0003,0.0,0.0,0.0018
"Vasisht, Deepak",0.0011,0.0,0.0,0.0011
"Kapetanovic, Zerina",0.0011,0.0,0.0,0.0011
"Won, Jongho",0.0011,0.0,0.0,0.0011
"Jin, Xinxin",0.0011,0.0,0.0,0.0011
"Chandra, Ranveer",0.0011,0.0,0.0,0.0011
"Sinha, Sudipta N.",0.0011,0.0,0.0,0.0011
"Kapoor, Ashish",0.0011,0.0,0.0,0.0011
"Sudarshan, Madhusudhan",0.0011,0.0,0.0,0.0011
"Stratman, Sean",0.0011,0.0,0.0,0.0011
"Moyer, Thomas",0.0008,0.0,0.0,0.0384
"Eyers, David M.",0.0023,0.0,0.0018,0.0421
"Bacon, Jean",0.0008,0.0,0.0,0.0384
"Bhat, Srivatsa S.",0.0005,0.0,0.0,0.0442
"Eqbal, Rasha",0.0005,0.0,0.0,0.0442
"Clements, Austin T.",0.0005,0.0,0.0,0.0442
"Kaashoek, M. Frans",0.0013,0.0,0.0002,0.0496
"Farooqi, Muhammed Nufail",0.0007,0.0,0.0,0.0436
"Unat, Didem",0.0008,0.0,0.0,0.0436
"Nguyen, Tan",0.0007,0.0,0.0,0.0436
"Zhang, Weiqun",0.0008,0.0,0.0,0.0436
"Almgren, Ann S.",0.0008,0.0,0.0,0.0436
"Zhang, Kai",0.0007,0.0,0.0,0.0488
"Liu, Chuanren",0.0007,0.0,0.0,0.0488
"Zhang, Jie",0.0023,0.0,0.0228,0.0539
"Ye, Jieping",0.0021,0.0,0.0165,0.05
"Yin, Hao",0.0004,0.0,0.0,0.0008
"Benson, Austin R.",0.0004,0.0,0.0,0.0008
"Gleich, David F.",0.0004,0.0,0.0,0.0008
"Kumar, Mohit",0.0003,0.0,0.0,0.0003
"Li, Youhuizi",0.0003,0.0,0.0,0.0003
"Shi, Weisong",0.0003,0.0,0.0,0.0003
"Vare, Sagar",0.0004,0.0,0.0,0.0008
"Hemo, Rotem",0.0005,0.0,0.0,0.0443
"Micali, Silvio",0.0005,0.0,0.0,0.0443
"Vlachos, Georgios",0.0005,0.0,0.0,0.0443
"Bauman, Spenser",0.0004,0.0,0.0,0.0009
"Siek, Jeremy G.",0.0004,0.0,0.0,0.0009
"Tobin-Hochstadt, Sam",0.0004,0.0,0.0,0.0009
"Kim, Su Yong",0.0008,0.0,0.0,0.0058
"Lee, Sangho",0.0019,0.0,0.0001,0.007
"Yun, Insu",0.0008,0.0,0.0,0.0058
"Yun, Youngtae",0.0008,0.0,0.0,0.0058
"Campanelli, Matteo",0.0004,0.0,0.0,0.0008
"Gennaro, Rosario",0.0004,0.0,0.0,0.0008
"Goldfeder, Steven",0.0013,0.0,0.0,0.0013
"Nizzardo, Luca",0.0004,0.0,0.0,0.0008
"Zhao, Yong",0.0007,0.0,0.0,0.0366
"Suo, Kun",0.0007,0.0,0.0,0.0366
"Cheng, Luwei",0.0007,0.0,0.0,0.0366
"Rao, Jia",0.0013,0.0,0.0012,0.0366
"Poke, Marius",0.0003,0.0,0.0,0.0024
"Glass, Colin W.",0.0003,0.0,0.0,0.0024
"Pourmiri, Ali",0.0003,0.0,0.0,0.0003
"Siavoshani, Mahdi Jafari",0.0003,0.0,0.0,0.0003
"Shariatpanahi, Seyed Pooya",0.0003,0.0,0.0,0.0003
"Çelik, Ahmet",0.0004,0.0,0.0,0.0409
"Pai, Sreepathi",0.0019,0.0,0.0007,0.0456
"Khurshid, Sarfraz",0.0004,0.0,0.0,0.0409
"Gligoric, Milos",0.0004,0.0,0.0,0.0409
"Fu, Binzhang",0.0001,0.0,0.0,0.0388
"Kim, John",0.0009,0.0,0.0001,0.043
"Bernstein, Philip A.",0.0017,0.0,0.0003,0.0351
"Burckhardt, Sebastian",0.0013,0.0,0.0,0.0351
"Bykov, Sergey",0.0013,0.0,0.0,0.0351
"Crooks, Natacha",0.0021,0.0,0.0014,0.0385
"Faleiro, Jose M.",0.0013,0.0,0.0,0.0351
"Kliot, Gabriel",0.0013,0.0,0.0,0.0351
"Kumbhare, Alok",0.0013,0.0,0.0,0.0351
"Rahman, Muntasir Raihan",0.0013,0.0,0.0,0.0351
"Shah, Vivek",0.0013,0.0,0.0,0.0351
"Szekeres, Adriana",0.0013,0.0,0.0,0.0351
"Thelin, Jorgen",0.0013,0.0,0.0,0.0351
"Chen, Jingyuan",0.0007,0.0,0.0,0.0364
"Zhang, Hanwang",0.0007,0.0,0.0,0.0364
"Lee, Hyun Ryong",0.0008,0.0,0.0,0.0427
"Ying, Victor A.",0.0008,0.0,0.0,0.0427
"Lee, Shin-Ying",0.0001,0.0,0.0,0.0009
"Yeh, Chin-Chia Michael",0.0008,0.0,0.0,0.0011
"Kavantzas, Nickolas",0.0003,0.0,0.0,0.0009
"Patel, Minesh",0.0003,0.0,0.0,0.048
"Kim, Jeremie S.",0.0003,0.0,0.0,0.048
"Xu, Xiaoyang",0.0003,0.0,0.0,0.0336
"Hamlen, Kevin W.",0.0003,0.0,0.0,0.0336
"Hitaj, Briland",0.0003,0.0,0.0,0.0003
"Ateniese, Giuseppe",0.0003,0.0,0.0,0.0003
"Pérez-Cruz, Fernando",0.0003,0.0,0.0,0.0003
"Feng, Fuli",0.0005,0.0,0.0,0.0333
"Hong, Richang",0.0005,0.0,0.0,0.0333
"Wu, Baijun",0.0003,0.0,0.0,0.0003
"Chen, Sheng",0.0003,0.0,0.0,0.0003
"Debardeleben, Nathan",0.0023,0.0,0.0022,0.0387
"Guan, Qiang",0.0015,0.0,0.0009,0.0383
"Blanchard, Sean",0.0019,0.0,0.0004,0.0372
"Mashtizadeh, Ali José",0.0005,0.0,0.0,0.0005
"Garfinkel, Tal",0.0005,0.0,0.0,0.0005
"Terei, David",0.0005,0.0,0.0,0.0005
"Mazières, David",0.0005,0.0,0.0,0.0005
"Rosenblum, Mendel",0.0005,0.0,0.0,0.0005
"Kim, Gwangsun",0.0012,0.0,0.0033,0.0474
"Zadimoghaddam, Morteza",0.0003,0.0,0.0,0.0005
"Dahlgren, Kathryn",0.0015,0.0,0.0003,0.0288
"Hoseinyfarahabady, Mohammadreza",0.0004,0.0,0.0,0.0006
"Taheri, Javid",0.0004,0.0,0.0,0.0006
"Tari, Zahir",0.0004,0.0,0.0,0.0006
"Stehle, Elias",0.0001,0.0,0.0,0.0006
"Jacobsen, Hans-Arno",0.0008,0.0,0.0,0.0009
"Estrada, Zachary",0.0008,0.0,0.0,0.0014
"Sprabery, Read",0.0008,0.0,0.0,0.0014
"Yan, Lok",0.0008,0.0,0.0,0.0014
"Yu, Zhongzhi",0.0008,0.0,0.0,0.0014
"Kalbarczyk, Zbigniew T.",0.0008,0.0,0.0,0.0014
"Iyer, Ravishankar K.",0.0008,0.0,0.0,0.0014
"Chen, Jia",0.0003,0.0,0.0,0.0269
"Liang, Qingkai",0.0001,0.0,0.0,0.0003
"Wei, Teng",0.0003,0.0,0.0,0.0302
"Zhou, Anfu",0.0003,0.0,0.0,0.0302
"Prodromou, Andreas",0.0005,0.0,0.0,0.0402
"Jayasena, Nuwan",0.0005,0.0,0.0,0.0402
"Tullsen, Dean M.",0.0005,0.0,0.0,0.0402
"Chandramouli, Badrish",0.0009,0.0,0.0001,0.0412
"Gehrke, Johannes",0.0012,0.0,0.0014,0.046
"Goldstein, Jonathan",0.0009,0.0,0.0001,0.0412
"Kossmann, Donald",0.0016,0.0,0.0006,0.0412
"Levandoski, Justin J.",0.0008,0.0,0.0,0.0412
"Marroquin, Renato",0.0008,0.0,0.0,0.0412
"Xie, Wenlei",0.0008,0.0,0.0,0.0412
"Saarikivi, Olli",0.0004,0.0,0.0,0.0436
"Veanes, Margus",0.0004,0.0,0.0,0.0436
"Ma, Zane",0.0011,0.0,0.0,0.036
"Springall, Drew",0.0011,0.0,0.0,0.036
"Barnes, Richard",0.0011,0.0,0.0,0.036
"Sullivan, Nick",0.0011,0.0,0.0,0.036
"Bursztein, Elie",0.0011,0.0,0.0,0.036
"Bailey, Michael",0.0011,0.0,0.0,0.036
"Arunkumar, Akhil",0.0012,0.0,0.0,0.0013
"Bolotin, Evgeny",0.0012,0.0,0.0,0.0013
"Cho, Benjamin",0.0011,0.0,0.0,0.0013
"Milic, Ugljesa",0.0015,0.0,0.0,0.0017
"Ebrahimi, Eiman",0.0012,0.0,0.0,0.0013
"Villa, Oreste",0.0012,0.0,0.0,0.0013
"Jaleel, Aamer",0.0012,0.0,0.0,0.0013
"Nellans, David W.",0.0012,0.0,0.0,0.0013
"Mehrotra, Rishabh",0.0007,0.0,0.0001,0.0324
"Yilmaz, Emine",0.0001,0.0,0.0,0.03
"Ben-Nun, Tal",0.0004,0.0,0.0,0.0409
"Sutton, Michael",0.0004,0.0,0.0,0.0409
"Pingali, Keshav",0.0005,0.0,0.0001,0.0409
"Luo, Tingjin",0.0009,0.0,0.0,0.0444
"Zhang, Weizhong",0.0009,0.0,0.0,0.0444
"Qiu, Shang",0.0009,0.0,0.0,0.0444
"Yi, Dongyun",0.0009,0.0,0.0,0.0444
"Wang, Guangtao",0.0009,0.0,0.0,0.0444
"Wang, Jie",0.0012,0.0,0.0005,0.0445
"Zhao, Hongke",0.0008,0.0,0.0,0.0417
"Zhang, Hefu",0.0008,0.0,0.0,0.0417
"Liu, Qi",0.0008,0.0,0.0,0.0417
"Chen, Enhong",0.0017,0.0,0.0017,0.0439
"Li, Huayu",0.0008,0.0,0.0,0.0417
"Wu, Le",0.0008,0.0,0.0,0.0417
"Repetti, Thomas J.",0.0004,0.0,0.0,0.0007
"Cerqueira, João Pedro",0.0004,0.0,0.0,0.0007
"Kim, Martha A.",0.0004,0.0,0.0,0.0007
"Chasparis, Georgios C.",0.0003,0.0,0.0,0.0003
"Rossbory, Michael",0.0003,0.0,0.0,0.0003
"Janjic, Vladimir",0.0003,0.0,0.0,0.0003
"Gleeson, James",0.0004,0.0,0.0,0.001
"Orenbach, Meni",0.0004,0.0,0.0,0.0005
"Lifshits, Pavel",0.0004,0.0,0.0,0.0005
"Minkin, Marina",0.0004,0.0,0.0,0.0005
"Silberstein, Mark",0.0008,0.0,0.0,0.0008
"Karan, Subhadeep",0.0001,0.0,0.0,0.0001
"Zola, Jaroslaw",0.0001,0.0,0.0,0.0001
"Lakkaraju, Himabindu",0.0005,0.0,0.0,0.0009
"Kleinberg, Jon M.",0.0005,0.0,0.0,0.0009
"Ludwig, Jens",0.0005,0.0,0.0,0.0009
"Mullainathan, Sendhil",0.0005,0.0,0.0,0.0009
"Camargo, Edson Tavares De",0.0003,0.0,0.0,0.0004
"Duarte, Elias Procópio",0.0003,0.0,0.0,0.0004
"Pedone, Fernando",0.0007,0.0,0.0,0.0007
"Chan, Yuandong",0.0011,0.0,0.0001,0.0366
"Xu, Kai",0.0011,0.0,0.0001,0.0366
"Lan, Haidong",0.0007,0.0,0.0,0.0335
"Liu, Weiguo",0.0011,0.0,0.0001,0.0366
"Liu, Yongchao",0.0007,0.0,0.0,0.0335
"Schmidt, Bertil",0.0011,0.0,0.0001,0.0366
"Bjørner, Nikolaj",0.0008,0.0,0.0,0.0445
"Jeannin, Jean-Baptiste",0.0008,0.0,0.0,0.0445
"Schlesinger, Cole",0.0008,0.0,0.0,0.0445
"Terry, Douglas B.",0.0008,0.0,0.0,0.0445
"Varghese, George",0.0008,0.0,0.0,0.0445
"Moreton-Fernandez, Ana",0.0004,0.0,0.0,0.0004
"Rodriguez-Gutiez, Eduardo",0.0004,0.0,0.0,0.0004
"González-Escribano, Arturo",0.0004,0.0,0.0,0.0004
"Ferraris, Diego R. Llanos",0.0004,0.0,0.0,0.0004
"Zhang, Xin",0.0004,0.0,0.0,0.0004
"Grigore, Radu",0.0004,0.0,0.0,0.0004
"Si, Xujie",0.0004,0.0,0.0,0.0004
"Naik, Mayur",0.0004,0.0,0.0,0.0004
"Costa, Diego",0.0004,0.0,0.0,0.0004
"Andrzejak, Artur",0.0004,0.0,0.0,0.0004
"Seboek, Janos",0.0004,0.0,0.0,0.0004
"Lo, David",0.0004,0.0,0.0,0.0004
"Continella, Andrea",0.0008,0.0,0.0,0.0054
"Lindorfer, Martina",0.0008,0.0,0.0,0.0054
"Puccetti, Alessandro",0.0008,0.0,0.0,0.0054
"Zand, Ali",0.0015,0.0,0.0,0.0055
"Krügel, Christopher",0.0035,0.0,0.0001,0.0056
"Vigna, Giovanni",0.0035,0.0,0.0001,0.0056
"Li, Ping",0.0,0.0,0.0,0.0
"Yang, Yanpeng",0.0001,0.0,0.0,0.0002
"Song, Qingquan",0.0005,0.0,0.0,0.0005
"Huang, Xiao",0.0005,0.0,0.0,0.0005
"Ge, Hancheng",0.0005,0.0,0.0,0.0005
"Caverlee, James",0.0005,0.0,0.0,0.0005
"Hu, Xia",0.0005,0.0,0.0,0.0005
"Yaghmazadeh, Navid",0.0004,0.0,0.0,0.0269
"Wang, Yuepeng",0.0004,0.0,0.0,0.0269
"Dillig, Thomas",0.0004,0.0,0.0,0.0269
"Chen, Ruey-Cheng",0.0004,0.0,0.0,0.0009
"Gallagher, Luke",0.0004,0.0,0.0,0.0009
"Blanco, Roi",0.0009,0.0,0.0,0.0011
"Chavda, Chintan",0.0007,0.0,0.0,0.0421
"Ahn, Ethan C.",0.0007,0.0,0.0,0.0421
"Chen, Yu-Sheng",0.0007,0.0,0.0,0.0421
"Kim, Youngjae",0.0023,0.0,0.0007,0.0471
"Ganesh, Kalidas",0.0007,0.0,0.0,0.0421
"Lee, Junghee",0.0007,0.0,0.0,0.0421
"Jabbar, Mustafa Abdul",0.0007,0.0,0.0,0.0007
"Farhan, Mohammed A. Al",0.0004,0.0,0.0,0.0005
"Yokota, Rio",0.0007,0.0,0.0,0.0007
"Keyes, David",0.0007,0.0,0.0,0.0007
"Raz, Danny",0.0003,0.0,0.0,0.0003
"Segall, Itai",0.0003,0.0,0.0,0.0003
"Goldstein, Maayan",0.0003,0.0,0.0,0.0003
"Kim, Minho",0.0007,0.0,0.0,0.0007
"Lim, Jaemin",0.0007,0.0,0.0,0.0007
"Yu, Hyunwoo",0.0007,0.0,0.0,0.0007
"Kim, Kiyeon",0.0007,0.0,0.0,0.0007
"Kim, Younghoon",0.0007,0.0,0.0,0.0007
"Lee, Suk-Bok",0.0007,0.0,0.0,0.0007
"Lekies, Sebastian",0.0005,0.0,0.0,0.0044
"Kotowicz, Krzysztof",0.0005,0.0,0.0,0.0044
"Groß, Samuel",0.0005,0.0,0.0,0.0044
"Nava, Eduardo A. Vela",0.0005,0.0,0.0,0.0044
"Johns, Martin",0.0011,0.0,0.0,0.0054
"Zhang, Xianwei",0.0004,0.0,0.0,0.0012
"Zhang, Youtao",0.0008,0.0,0.0,0.0016
"Childers, Bruce R.",0.0008,0.0,0.0,0.0016
"Gugnani, Shashank",0.0005,0.0,0.0,0.0442
"Lu, Xiaoyi",0.0021,0.0,0.0005,0.0484
"Pestilli, Franco",0.0005,0.0,0.0,0.0442
"Caiafa, Cesar F.",0.0005,0.0,0.0,0.0442
"Panda, Dhabaleswar K.",0.0027,0.0,0.0061,0.0498
"Rogora, Daniele",0.0011,0.0,0.0002,0.0461
"Papalini, Michele",0.0007,0.0,0.0,0.0413
"Khazaei, Koorosh",0.0007,0.0,0.0,0.0413
"Margara, Alessandro",0.0007,0.0,0.0,0.0413
"Carzaniga, Antonio",0.0011,0.0,0.0002,0.0461
"Cugola, Gianpaolo",0.0007,0.0,0.0,0.0413
"Liu, Hang",0.0001,0.0,0.0,0.0002
"Huang, H. Howie",0.0003,0.0,0.0,0.0003
"Jia, Shijie",0.0004,0.0,0.0,0.0386
"Xia, Luning",0.0004,0.0,0.0,0.0386
"Chen, Bo",0.0012,0.0,0.0006,0.0386
"Aviv, Adam J.",0.0004,0.0,0.0,0.0004
"Choi, Seung Geol",0.0004,0.0,0.0,0.0004
"Mayberry, Travis",0.0004,0.0,0.0,0.0004
"Roche, Daniel S.",0.0004,0.0,0.0,0.0004
"He, Junxian",0.0005,0.0,0.0,0.0441
"Berg-Kirkpatrick, Taylor",0.0005,0.0,0.0,0.0441
"Huang, Ying",0.0005,0.0,0.0,0.0441
"Holzinger, Philipp",0.0005,0.0,0.0,0.0006
"Hermann, Ben",0.0005,0.0,0.0,0.0006
"Lerch, Johannes",0.0005,0.0,0.0,0.0006
"Mezini, Mira",0.0005,0.0,0.0,0.0006
"Malvar, Henrique S.",0.0004,0.0,0.0,0.0432
"Herrmann, Julien",0.0005,0.0,0.0,0.0007
"Kho, Jonathan",0.0005,0.0,0.0,0.0007
"Uçar, Bora",0.0005,0.0,0.0,0.0007
"Kaya, Kamer",0.0008,0.0,0.0,0.0009
"Çatalyürek, Ümit V.",0.0005,0.0,0.0,0.0007
"Hu, Xiao",0.0003,0.0,0.0,0.0004
"Tao, Yufei",0.0004,0.0,0.0,0.0004
"Yi, Ke",0.0004,0.0,0.0,0.0005
"Gong, Yifan",0.0004,0.0,0.0,0.0423
"He, Bingsheng",0.0004,0.0,0.0,0.0423
"Li, Zhijun",0.0001,0.0,0.0,0.0001
"He, Tian",0.0001,0.0,0.0,0.0001
"Rudd, Robert",0.0015,0.0,0.0,0.0357
"Skowyra, Richard",0.0015,0.0,0.0,0.0357
"Bigelow, David",0.0015,0.0,0.0,0.0357
"Dedhia, Veer",0.0015,0.0,0.0,0.0357
"Hobson, Thomas",0.0015,0.0,0.0,0.0357
"Crane, Stephen",0.0015,0.0,0.0,0.0357
"Liebchen, Christopher",0.0017,0.0,0.0,0.0357
"Davi, Lucas",0.0016,0.0,0.0,0.0357
"Sadeghi, Ahmad-Reza",0.0031,0.0,0.0023,0.0392
"Okhravi, Hamed",0.0015,0.0,0.0,0.0357
"Kimura, Hideaki",0.0003,0.0,0.0,0.0003
"Simitsis, Alkis",0.0003,0.0,0.0,0.0003
"Wilkinson, Kevin",0.0003,0.0,0.0,0.0003
"Adamsen, Christoffer Quist",0.0003,0.0,0.0,0.001
"Lübbe, Felix Donatus",0.0,0.0,0.0,0.0
"Kocsis, Mihai",0.0005,0.0,0.0,0.0005
"Buyer, Johannes",0.0005,0.0,0.0,0.0005
"Sußmann, Nico",0.0005,0.0,0.0,0.0005
"Zöllner, Raoul Daniel",0.0005,0.0,0.0,0.0005
"Mogan, Gheorghe",0.0005,0.0,0.0,0.0005
"Tahir, Rashid",0.0005,0.0,0.0,0.0011
"Caesar, Matthew",0.0005,0.0,0.0,0.0011
"Raza, Ali",0.0005,0.0,0.0,0.0011
"Naqvi, Mazhar",0.0005,0.0,0.0,0.0011
"Qolomany, Basheer",0.0004,0.0,0.0,0.0004
"Al-Fuqaha, Ala I.",0.0004,0.0,0.0,0.0004
"Benhaddou, Driss",0.0004,0.0,0.0,0.0004
"Gupta, Ajay",0.0004,0.0,0.0,0.0004
"Li, Jianbo",0.0003,0.0,0.0,0.001
"Zhu, Yada",0.0003,0.0,0.0,0.001
"Clements, Abraham A.",0.0008,0.0,0.0,0.0045
"Almakhdhub, Naif Saleh",0.0008,0.0,0.0,0.0045
"Saab, Khaled S.",0.0008,0.0,0.0,0.0045
"Srivastava, Prashast",0.0008,0.0,0.0,0.0045
"Koo, Jinkyu",0.0008,0.0,0.0,0.0045
"Armbrust, Michael",0.0009,0.0,0.0,0.0515
"Ghodsi, Ali",0.0009,0.0,0.0,0.0515
"Recht, Benjamin",0.0009,0.0,0.0,0.0515
"Zang, Chengxi",0.0004,0.0,0.0,0.0017
"Cui, Peng",0.0009,0.0,0.0,0.0021
"Faloutsos, Christos",0.0007,0.0,0.0,0.0017
"Zhu, Wenwu",0.0004,0.0,0.0,0.0017
"Ganesan, Aishwarya",0.0004,0.0,0.0,0.0397
"Jin, Zhongjun",0.0004,0.0,0.0,0.0327
"Anderson, Michael R.",0.0004,0.0,0.0,0.0327
"Jagadish, H. V.",0.0004,0.0,0.0,0.0327
"Li, Piji",0.0005,0.0,0.0,0.001
"Wang, Zihao",0.0005,0.0,0.0,0.001
"Ren, Zhaochun",0.0012,0.0,0.0,0.0013
"Bing, Lidong",0.0005,0.0,0.0,0.001
"Lam, Wai",0.0011,0.0,0.0,0.0013
"Rubino, Eduardo Moscoso",0.0004,0.0,0.0,0.0004
"Alvares, Alberto Jose",0.0004,0.0,0.0,0.0004
"Prades, Raul Marin",0.0004,0.0,0.0,0.0004
"Valero, Pedro Sanz",0.0004,0.0,0.0,0.0004
"Slaughter, Elliott",0.0009,0.0,0.0,0.0337
"Lee, Wonchan",0.0009,0.0,0.0,0.0337
"Zhang, Wen",0.0016,0.0,0.0061,0.0367
"Clementi, Andrea E. F.",0.0004,0.0,0.0,0.0004
"Gualà, Luciano",0.0004,0.0,0.0,0.0004
"Proietti, Guido",0.0004,0.0,0.0,0.0004
"Scornavacca, Giacomo",0.0004,0.0,0.0,0.0004
"Deng, Xiaohong",0.0005,0.0,0.0,0.0009
"Feng, Yun",0.0005,0.0,0.0,0.0009
"Lee, Danny",0.0005,0.0,0.0,0.0009
"Weissbacher, Michael",0.0008,0.0,0.0,0.0046
"Dresel, Lukas",0.0008,0.0,0.0,0.0046
"Salls, Christopher",0.0019,0.0,0.0,0.0046
"Dutot, Pierre-François",0.0007,0.0,0.0,0.0332
"Lefèvre, Laurent",0.0009,0.0,0.0004,0.0362
"Poquet, Millian",0.0007,0.0,0.0,0.0332
"Raïs, Issam",0.0009,0.0,0.0004,0.0362
"Dau, Hoang Anh",0.0001,0.0,0.0,0.0009
"Ruamviboonsuk, Vaspol",0.0004,0.0,0.0,0.04
"Uluyol, Muhammed",0.0004,0.0,0.0,0.04
"Madhyastha, Harsha V.",0.0016,0.0,0.0002,0.0443
"Amaral, Marcelo",0.0005,0.0,0.0,0.0357
"Polo, Jordà",0.0005,0.0,0.0,0.0357
"Seelam, Seetharami R.",0.0005,0.0,0.0,0.0357
"Steinder, Malgorzata",0.0013,0.0,0.0006,0.0393
"Qiu, Chenxi",0.0001,0.0,0.0,0.0001
"Shen, Haiying",0.0001,0.0,0.0,0.0001
"Morel, Benoit",0.0003,0.0,0.0,0.0003
"Flouri, Tomás",0.0003,0.0,0.0,0.0003
"Stamatakis, Alexandros",0.0003,0.0,0.0,0.0003
"Ianni, Mauro",0.0003,0.0,0.0,0.0004
"Shastri, Supreeth",0.0003,0.0,0.0,0.0004
"Irwin, David",0.0001,0.0,0.0,0.0002
"Achermann, Reto",0.0012,0.0,0.0,0.0334
"Dalton, Chris I.",0.0012,0.0,0.0,0.0334
"Faraboschi, Paolo",0.0012,0.0,0.0,0.0334
"Hoffmann, Moritz",0.0012,0.0,0.0,0.0334
"Milojicic, Dejan S.",0.0016,0.0,0.0027,0.0365
"Ndu, Geoffrey",0.0012,0.0,0.0,0.0334
"Richardson, Alex",0.0012,0.0,0.0,0.0334
"Roscoe, Timothy",0.0016,0.0,0.0003,0.0334
"Shaw, Adrian L.",0.0012,0.0,0.0,0.0334
"Watson, Robert N. M.",0.0031,0.0,0.0015,0.0335
"Tay, Yi",0.0004,0.0,0.0,0.0004
"Phan, Minh C.",0.0004,0.0,0.0,0.0004
"Luu, Anh Tuan",0.0004,0.0,0.0,0.0004
"Hui, Siu Cheung",0.0004,0.0,0.0,0.0004
"Wei, Victor Junqiu",0.0004,0.0,0.0,0.0004
"Wong, Raymond Chi-Wing",0.0004,0.0,0.0,0.0004
"Long, Cheng",0.0004,0.0,0.0,0.0004
"Mount, David M.",0.0004,0.0,0.0,0.0004
"Abu-Salma, Ruba",0.0007,0.0,0.0,0.0007
"Sasse, M. Angela",0.0007,0.0,0.0,0.0007
"Bonneau, Joseph",0.0007,0.0,0.0,0.0007
"Danilova, Anastasia",0.0007,0.0,0.0,0.0007
"Naiakshina, Alena",0.0007,0.0,0.0,0.0007
"Smith, Matthew",0.0007,0.0,0.0,0.0007
"Roy, Abhishek",0.0011,0.0,0.0,0.0011
"Aydin, Hakan",0.0003,0.0,0.0,0.0007
"Zhu, Dakai",0.0005,0.0,0.0,0.0008
"Vissers, Thomas",0.0005,0.0,0.0,0.0026
"Barron, Timothy",0.0005,0.0,0.0,0.0026
"Goethem, Tom Van",0.0013,0.0,0.0,0.0026
"Joosen, Wouter",0.0013,0.0,0.0,0.0026
"Gulzar, Muhammad Ali",0.0007,0.0,0.0,0.035
"Interlandi, Matteo",0.0007,0.0,0.0,0.035
"Li, Mingda",0.0007,0.0,0.0,0.035
"Condie, Tyson",0.0007,0.0,0.0,0.035
"Kim, Miryung",0.0007,0.0,0.0,0.035
"Li, Jinfeng",0.0008,0.0,0.0,0.0028
