author_name,degree,eigenvector,betweenness,closeness,npubs,hindex,hindex5y,i10index,i10index5y,citedby,as_pc_chair,as_pc,as_session_chair,as_panelist,as_keynote_speaker,as_author
"Quach, Alan",0.0006,0.0,0.0,0.074,,,,,,,0,0,0,0,0,1
"Zhou, Xiaobo",0.0026,0.0003,59366.0,0.0994,102,23,19,47,33,1626,0,2,0,0,0,4
"Seelam, Seetharami R.",0.0011,0.0,0.0,0.0858,,,,,,,,,,,,
"Akgun, Itir",0.0014,0.0,0.0,0.1017,5,2,2,0,0,6,0,0,0,0,0,1
"Oh, Chanyoung",0.0014,0.0,0.0,0.105,5,2,2,1,1,17,0,0,0,0,0,1
"Schaub, Florian",0.0026,0.0,0.0,0.1072,,,,,,,,,,,,
"Stafman, Logan",0.0009,0.0,0.0,0.1318,,,,,,,0,0,0,0,0,1
"Guan, Hui",0.0011,0.0,1.0,0.0966,,,,,,,0,0,0,0,0,2
"Kim, Jangwoo",0.002,0.0,2336.6667,0.1053,24,11,10,13,11,1027,0,1,0,0,0,2
"Wilson, Shomir",0.0026,0.0,0.0,0.1072,38,10,9,11,9,285,0,0,0,0,0,1
"Lee, Gregory L.",0.0014,0.0,0.0,0.0936,,,,,,,0,0,0,0,0,1
"Sheshadri, Ramanujan K.",0.0014,0.0,0.0,0.0775,,,,,,,,,,,,
"Arulraj, Joy",0.0048,0.0001,0.0,0.12,10,8,8,6,6,175,0,0,0,0,0,1
"Wei, Changzheng",0.0011,0.0,0.0,0.1011,,,,,,,,,,,,
"Mehta, Parmita",0.0043,0.0,0.0,0.0905,,,,,,,0,0,0,0,0,1
"Zhang, Wenjie",0.0014,0.0,24514.0,0.0661,112,20,19,44,43,1772,0,0,0,0,0,2
"Barthe, Gilles",0.004,0.0,10520.0476,0.0637,,,,,,,0,1,0,0,0,3
"Phillips, Cynthia A.",0.0017,0.0,0.0,0.0924,,,,,,,,,,,,
"Burtsev, Anton",0.0026,0.0,52501.9684,0.1252,12,4,4,2,2,98,0,0,0,0,0,2
"Gudka, Khilan",0.004,0.0,0.0,0.0992,,,,,,,0,0,0,0,0,1
"Arshad, Sajjad",0.0014,0.0,0.0,0.0936,14,4,4,2,2,64,0,0,0,0,0,1
"Ferreira, Ronaldo A.",0.0011,0.0,0.0,0.1081,18,9,6,9,3,363,0,0,0,0,0,1
"Rudoff, Andy",0.002,0.0,0.0,0.1271,,,,,,,0,0,0,0,0,1
"Wang, Yang",0.0043,0.0001,237680.0,0.0987,43,14,14,17,17,436,0,0,0,0,0,2
"Huh, Joonmoo",0.0003,0.0,0.0,0.0861,10,2,2,0,0,8,0,0,0,0,0,1
"Lu, Yutong",0.0017,0.017,0.0,0.0955,,,,,,,0,0,0,0,0,1
"Xue, Guangtao",0.0009,0.0,0.0,0.106,90,17,14,23,19,1098,0,0,0,0,0,1
"Gandhi, Anshul",0.0023,0.0,10518.0,0.1016,56,15,15,19,18,1396,0,1,2,0,0,4
"Chamith, Buddhika",0.0009,0.0,0.0,0.0918,5,2,2,0,0,8,0,0,0,0,0,1
"Nita-Rotaru, Cristina",0.0028,0.0,128464.0,0.0929,202,30,24,56,42,4387,0,2,0,0,0,2
"Ibrahim, Mohamed",0.0023,0.0,0.0,0.1101,,,,,,,0,0,0,0,0,1
"Blaauw, David",0.0046,0.0,37878.0,0.0976,721,75,50,301,200,22922,0,0,0,0,0,4
"Dreslinski, Ronald",0.0017,0.0,0.0,0.0891,98,26,25,43,40,3616,0,0,0,0,0,1
"Morozov, Vitali A.",0.0017,0.0017,0.0,0.0872,,,,,,,,,,,,
"Qiu, Lili",0.0028,0.0,28008.0,0.0916,176,46,36,84,70,10463,0,1,0,0,0,2
"Saltz, Joel H.",0.0014,0.0,0.0,0.0935,,,,,,,,,,,,
"Kurt, Sireyya Emre",0.0011,0.0,0.0,0.0902,,,,,,,,,,,,
"Memaripour, Amirsaman",0.0034,0.0,19429.5185,0.1327,7,3,3,2,2,48,0,0,0,0,0,2
"Vijaykrishnan, Narayanan",0.002,0.0,0.0,0.1101,,,,,,,,,,,,
"Tang, Linpeng",0.0014,0.0,0.0,0.0988,22,6,6,5,5,219,0,0,0,0,0,1
"Wang, Peng",0.0026,0.0,312887.8468,0.1229,9,5,5,4,4,251,0,0,0,0,0,1
"Moreau, Thierry",0.002,0.0,0.0,0.1208,,,,,,,0,0,0,0,0,1
"Mayo, Rafael",0.0026,0.0163,14020.0,0.1008,,,,,,,,,,,,
"Lü, Ya-Shuai",0.0009,0.0,0.0,0.0903,,,,,,,,,,,,
"Cheng, Minhao",0.0006,0.0,0.0,0.0877,,,,,,,0,0,0,0,0,1
"Wu, Yuming",0.0017,0.0,0.0,0.1057,,,,,,,0,0,0,0,0,1
"Alian, Mohammad",0.002,0.0,73.3333,0.1197,2,0,0,0,0,0,0,0,0,0,0,2
"Li, Richard",0.0011,0.0,0.0,0.1007,2,1,1,0,0,7,0,0,0,0,0,1
"Jia, Shijie",0.0009,0.0,0.0,0.1001,10,3,3,0,0,17,0,0,0,0,0,1
"Popovic, Miroslav",0.0009,0.0,0.0,0.1096,,,,,,,0,0,0,0,0,1
"Koeplinger, David",0.0023,0.0,0.0,0.0878,7,4,4,3,3,49,0,0,0,0,0,1
"Jain, Bhushan",0.0006,0.0,0.0,0.1017,31,6,6,4,4,311,0,0,0,0,0,1
"Nykiel, Tomasz",0.004,0.0,0.0,0.0941,,,,,,,0,0,0,0,0,1
"Pereira, José Orlando",0.0011,0.0,0.0,0.0854,,,,,,,,,,,,
"Mccormick, Patrick S.",0.0057,0.0,44658.4,0.0828,,,,,,,,,,,,
"Navarro, Nacho",0.002,0.0,5816.6667,0.0899,155,24,18,43,26,1960,0,0,0,0,0,2
"Gao, Mingyu",0.0011,0.0,0.0,0.0836,6,3,3,2,2,54,0,0,0,0,0,1
"Alistarh, Dan",0.0031,0.0,21027.0,0.0916,60,13,11,16,11,410,0,0,0,0,0,3
"Sutton, Michael",0.0009,0.0,0.0,0.0992,,,,,,,0,0,0,0,0,1
"Chen, Sanchuan",0.0009,0.0,0.0,0.0841,4,2,2,1,1,32,0,0,0,0,0,1
"Fan, Ju",0.0034,0.0,59991.3562,0.1074,26,10,10,10,10,346,0,0,0,0,0,2
"Adhinarayanan, Vignesh",0.0011,0.0006,0.0,0.0942,11,4,4,1,1,40,0,0,0,0,0,1
"Liu, Ming",0.0014,0.0,0.0,0.1253,,,,,,,0,0,0,0,0,1
"Hastings, Marcella",0.002,0.0,0.0,0.0876,2,2,2,1,1,16,0,0,0,0,0,1
"Bhatele, Abhinav",0.0088,0.0001,54818.0862,0.1002,113,25,23,40,38,1669,0,2,0,0,0,6
"Pattabiraman, Karthik",0.0028,0.0,180201.8897,0.1166,132,24,21,41,39,1666,0,0,0,0,0,2
"Hua, Yu",0.0026,0.0,35863.75,0.0989,92,15,14,19,18,790,0,4,2,0,0,3
"Ma, Xiaolong",0.0043,0.0,0.0,0.1194,6,2,2,0,0,11,0,0,0,0,0,1
"Brown, Angela Demke",0.0034,0.0,0.0,0.0772,,,,,,,,,,,,
"Burke, Matthew",0.004,0.0,0.0,0.0941,1,1,1,0,0,1,0,0,0,0,0,1
"Maleki, Saeed",0.0031,0.0,0.0,0.112,14,4,4,3,3,190,0,1,0,0,0,0
"Wan, Bo",0.0017,0.0,0.0,0.1092,71,25,24,39,39,1831,0,0,0,0,0,1
"Wang, Jue",0.0011,0.0,0.0,0.0989,,,,,,,,,,,,
"Beckmann, Bradford M.",0.0014,0.0,0.0,0.1156,,,,,,,0,0,0,0,0,1
"Seidel, Eric L.",0.0011,0.0,0.0,0.0995,18,7,6,4,4,173,0,0,0,0,0,1
"Padmanabha, Shruti",0.0009,0.0,0.0,0.0892,12,5,5,3,3,180,0,0,0,0,0,1
"Jeon, Myeongjae",0.0014,0.0,0.0,0.1162,16,8,7,7,7,257,0,0,0,0,0,1
"Kim, Gwangsun",0.0026,0.0,39729.6249,0.1243,16,6,6,4,4,126,0,0,0,0,0,2
"Wu, Jan-Jan",0.0026,0.0,17520.0,0.0995,2824,22,18,42,28,8850,0,0,0,0,0,2
"Dally, William J.",0.0037,0.0,41380.3577,0.1261,,,,,,,,,,,,
"Tumeo, Antonino",0.0023,0.0,3110.2811,0.0894,101,17,12,30,21,839,0,1,0,0,0,2
"Wei, Shaojun",0.0014,0.0,0.0,0.0636,,,,,,,0,0,0,0,0,1
"Liu, Fang",0.0034,0.0,55936.0,0.1098,,,,,,,0,0,0,0,0,3
"Su, Yi",0.0009,0.0,0.0,0.0901,,,,,,,0,0,0,0,0,1
"Georgakoudis, Giorgis",0.0009,0.0,0.0,0.0921,19,5,5,1,1,50,0,0,0,0,0,1
"Jiang, Yurong",0.0009,0.0,0.0,0.0886,16,7,6,6,6,343,0,0,0,0,0,1
"Fuentes, Pablo",0.0011,0.0,0.0,0.0826,12,4,4,1,1,43,0,0,0,0,0,1
"Hammond, Simon D.",0.0031,0.0,58646.339,0.1046,118,12,12,14,13,499,0,3,0,0,0,2
"Liu, Yongpan",0.002,0.0,0.0,0.1101,171,18,17,29,25,1408,0,0,0,0,0,1
"Ding, Wei",0.0017,0.0,0.0,0.1099,28,7,7,5,5,147,0,0,0,0,0,1
"Laure, Erwin",0.0011,0.0,0.0,0.0934,172,20,12,32,15,3110,0,2,0,0,0,0
"Mu, Yadong",0.0017,0.0,0.0,0.0961,59,18,18,26,26,1130,0,0,0,0,0,1
"Padua, David A.",0.0031,0.0,0.0,0.112,,,,,,,,,,,,
"Miller, Ross",0.002,0.0,0.0,0.1096,,,,,,,0,0,0,0,0,1
"Li, Jianping Kelvin",0.0026,0.0,0.0,0.0911,,,,,,,,,,,,
"Wang, Liang",0.0014,0.0,0.0,0.0841,,,,,,,0,0,0,0,0,1
"Ji, Ye",0.0017,0.0,0.0,0.1056,,,,,,,0,0,0,0,0,1
"Scogland, Thomas",0.0009,0.0006,0.0,0.0942,,,,,,,,,,,,
"Guo, Zhenyu",0.0011,0.0,0.0,0.1076,12,4,4,3,3,71,0,0,0,0,0,1
"Papadopoulos, Panagiotis",0.0009,0.0,0.0,0.0498,16,3,3,1,1,28,0,0,0,0,0,1
"Reinhardt, Steven K.",0.0028,0.0,120262.0487,0.1194,,,,,,,0,0,0,0,0,2
"Tian, Chao",0.0026,0.0,7006.0,0.1117,,,,,,,0,0,0,0,0,2
"Bhalerao, Rahul",0.0023,0.0,0.0,0.1144,,,,,,,0,0,0,0,0,1
"Bachhav, Kishor",0.0017,0.0,0.0,0.0887,,,,,,,0,0,0,0,0,1
"Kouwe, Erik Van Der",0.0006,0.0,0.0,0.085,14,3,3,0,0,25,0,0,0,0,0,1
"Ruamviboonsuk, Vaspol",0.0009,0.0,0.0,0.101,3,2,2,2,2,60,0,0,0,0,0,1
"Guttman, Diana",0.0023,0.0,2.6667,0.1099,,,,,,,0,0,0,0,0,2
"Martin, Vincentius",0.0026,0.0,0.0,0.1035,4,2,2,1,1,48,0,0,0,0,0,1
"Wang, Xiaofeng",0.002,0.0,0.0,0.1119,50,31,30,49,46,4036,0,2,1,0,0,6
"Jaeger, Joseph",0.0006,0.0,0.0,0.0902,4,3,3,2,2,228,0,0,0,0,0,1
"Li, Conglong",0.0011,0.0,0.0,0.1008,4,2,2,2,2,39,0,0,0,0,0,1
"Stringhini, Gianluca",0.0051,0.0,55910.0,0.0553,52,14,14,15,15,1125,0,1,1,0,0,3
"Zheng, Wenting",0.0026,0.0,96108.2447,0.1347,6,4,4,3,3,245,0,0,0,0,0,3
"Bai, Xiaolong",0.0023,0.0,0.0,0.0918,28,6,6,1,1,120,0,0,0,0,0,1
"Kong, Xiangnan",0.0011,0.0,0.0,0.087,68,20,20,31,31,1358,0,2,0,0,0,1
"Chlipala, Adam",0.0026,0.0,309956.3431,0.1307,81,20,18,31,27,1798,0,0,0,0,0,2
"Gleissenthall, Klaus Von",0.0009,0.0,0.0,0.0972,,,,,,,,,,,,
"Dalton, James",0.0043,0.0,0.0,0.1164,,,,,,,,,,,,
"Zohner, Michael",0.0014,0.0,0.0,0.1021,22,11,11,12,12,446,0,0,0,0,0,1
"Smirni, Evgenia",0.0014,0.0,0.0,0.0988,188,34,21,86,48,3686,1,3,0,0,0,1
"Jiang, Lei",0.0046,0.0,41964.0,0.0824,25,11,11,12,11,384,0,0,0,0,0,2
"Leontiadis, Nektarios",0.0009,0.0,0.0,0.0689,13,6,6,6,6,275,0,0,0,0,0,1
"Levandoski, Justin J.",0.0017,0.0,0.0,0.0985,,,,,,,,,,,,
"Vanini, Erico",0.0011,0.0,0.0,0.1087,,,,,,,0,0,0,0,0,1
"Shi, Le",0.0017,0.0,0.0,0.1057,,,,,,,,,,,,
"Casanova, Henri",0.0034,0.0,48930.8,0.0955,283,49,29,122,67,10281,0,3,0,0,0,3
"Vissicchio, Stefano",0.0009,0.0,0.0,0.0524,50,15,15,19,18,650,0,0,0,0,0,1
"Hu, Wenqing",0.0023,0.0,24514.0,0.0953,21,4,4,1,1,51,0,0,0,0,0,2
"Yu, Minlan",0.0043,0.0,202164.4201,0.1293,62,21,20,29,28,3190,0,2,1,0,0,3
"Zhou, Yanqi",0.0026,0.0,195916.6749,0.1337,6,3,3,1,1,32,0,0,0,0,0,2
"Devadas, Srinivas",0.0034,0.0,73332.0,0.1247,578,78,46,250,139,23346,0,1,0,0,0,4
"Schulz, Martin",0.0071,0.0001,84842.7057,0.1014,467,40,31,127,93,5552,0,5,0,1,0,5
"Teng, Mingfei",0.0009,0.0,0.0,0.0953,,,,,,,0,0,0,0,0,1
"Chen, Bingwei",0.0014,0.0,0.0,0.0951,,,,,,,0,0,0,0,0,1
"Kumbhare, Alok",0.0028,0.0,0.0,0.0914,22,9,9,9,9,473,0,0,0,0,0,1
"Xirogiannopoulos, Konstantinos",0.0003,0.0,0.0,0.0497,2,1,1,0,0,8,0,0,0,0,0,1
"Chishti, Zeshan A.",0.0009,0.0,0.0,0.1098,64,19,17,23,20,1952,0,0,0,0,0,1
"Marroquin, Renato",0.0017,0.0,0.0,0.0985,,,,,,,0,0,0,0,0,1
"Tumanov, Alexey",0.0037,0.0,617503.0749,0.1411,21,8,8,8,8,613,0,1,0,0,0,2
"Caiafa, Cesar F.",0.0011,0.0,0.0,0.1057,,,,,,,,,,,,
"Ganger, Greg",0.0011,0.0,0.0,0.1204,,,,,,,,,,,,
"Raffenetti, Kenneth",0.0083,0.1897,1361.1076,0.0982,,,,,,,,,,,,
"Ott, Michael",0.0011,0.0,0.0,0.0745,,,,,,,0,0,0,0,0,1
"Wu, Weijie",0.0009,0.0,0.0,0.098,36,9,9,8,8,294,0,0,0,0,0,1
"Treichler, Sean",0.0028,0.0,9668.4,0.0828,13,6,6,6,6,339,0,0,0,0,0,2
"Baig, Ghufran",0.0014,0.0,0.0,0.0916,5,1,1,1,1,65,0,0,0,0,0,1
"Pnevmatikatos, Dionisios N.",0.002,0.0,0.0,0.1003,,,,,,,,,,,,
"Kim, Jaehyeok",0.0023,0.0,0.0,0.1044,3,1,1,0,0,3,0,0,0,0,0,1
"Márquez, Andrès",0.002,0.0001,0.0,0.1031,,,,,,,,,,,,
"Debardeleben, Nathan",0.0048,0.0,113281.9255,0.1077,67,13,12,16,13,627,0,1,0,0,0,3
"Liu, Xinyue",0.0011,0.0,0.0,0.087,7,1,1,1,1,18,0,0,0,0,0,1
"Gonzalo, Simon Garcia De",0.0028,0.0008,39223.4514,0.1041,4,3,3,1,1,25,0,0,0,0,0,2
"Yao, Zhuozhi",0.0011,0.0,0.0,0.1064,,,,,,,0,0,0,0,0,1
"Aracil, Javier",0.0014,0.0,0.0,0.088,231,29,15,77,30,3318,0,0,0,0,0,1
"Vinter, Brian",0.002,0.0001,0.0,0.1031,,,,,,,0,0,0,0,0,1
"Ma, Sha",0.0031,0.0,0.0,0.1106,,,,,,,0,0,0,0,0,1
"Sun, Shijie",0.0009,0.0,0.0,0.1084,,,,,,,0,0,0,0,0,1
"Walfish, Michael",0.0034,0.0,46354.1699,0.1109,61,22,19,28,24,2472,0,1,0,0,0,3
"Chase, Jeffrey S.",0.0034,0.0,408087.2974,0.1205,,,,,,,0,0,0,0,0,3
"Goyal, Vipul",0.0017,0.0,0.0,0.0796,98,25,22,47,44,5786,0,0,0,0,0,1
"Bornholt, James",0.0017,0.0,0.0,0.1176,19,6,6,4,4,162,0,0,0,0,0,2
"Jia, Huanyu",0.0011,0.0,0.0,0.0902,,,,,,,0,0,0,0,0,1
"Yuan, Lihua",0.0023,0.0,0.0,0.116,50,18,14,22,18,1705,0,0,0,0,0,1
"Eisenhauer, Greg",0.0031,0.0,0.0,0.105,121,28,14,57,21,2537,0,1,0,0,0,1
"Keslassy, Isaac",0.0054,0.0,16092.5278,0.1219,105,22,18,38,31,2625,0,0,0,0,0,3
"Wood, Benjamin P.",0.0014,0.0,21018.0,0.0845,,,,,,,0,0,0,0,0,2
"John, Lizy Kurian",0.0037,0.0,69536.5413,0.1118,,,,,,,,,,,,
"Paul, William",0.0026,0.0,0.0,0.1341,,,,,,,0,0,0,0,0,1
"Bennett, Paul N.",0.0009,0.0,0.0,0.0901,122,29,24,46,39,2911,0,2,0,0,0,1
"Skowyra, Richard",0.0031,0.0,0.0,0.0928,,,,,,,0,0,0,0,0,1
"Padon, Oded",0.0009,0.0,0.0,0.1075,11,3,3,2,2,47,0,0,0,0,0,1
"Rao, Jia",0.0028,0.0,38480.0,0.0905,38,16,15,21,19,876,0,0,0,0,0,5
"Korczynski, David",0.0003,0.0,0.0,0.084,3,1,1,0,0,3,0,0,0,0,0,1
"Karimi, Reza",0.0011,0.0,0.0,0.0961,2,1,1,0,0,1,0,0,0,0,0,1
"Schlinker, Brandon",0.0026,0.0,0.0,0.1117,11,6,6,5,5,285,0,0,0,0,0,1
"Faraboschi, Paolo",0.0026,0.0,0.0,0.1029,171,26,16,49,26,2925,0,2,0,0,0,1
"Atya, Ahmed Osama Fathy",0.0023,0.0,0.0,0.0867,,,,,,,,,,,,
"Johns, Martin",0.0023,0.0,14020.0,0.0584,99,17,15,30,27,1173,0,0,0,0,0,2
"Mast, Kai",0.0034,0.0,0.0,0.0772,2,1,1,0,0,4,0,0,0,0,0,1
"Cao, Jiaxin",0.0023,0.0,0.0,0.116,7,4,4,4,4,150,0,0,0,0,0,1
"Erez, Mattan",0.0009,0.0,0.0,0.0763,116,27,23,41,36,3162,0,2,0,1,0,1
"Chen, Li",0.0017,0.0,0.0,0.1177,13,6,6,5,5,123,0,0,0,0,0,1
"Tian, Zhongyuan",0.0011,0.0,0.0,0.1104,3,2,2,1,1,18,0,0,0,0,0,1
"Liu, Yu-Ping",0.0011,0.0,0.0,0.0995,6,1,1,0,0,6,0,0,0,0,0,1
"Shah, Vivek",0.0028,0.0,0.0,0.0914,,,,,,,0,0,0,0,0,1
"Zeldovich, Nickolai",0.0048,0.0,187192.0912,0.1274,116,40,39,64,64,6505,0,1,0,0,0,4
"Lin, Rongfen",0.0023,0.0,0.0,0.1055,,,,,,,,,,,,
"Wang, Suhang",0.0006,0.0,0.0,0.087,30,8,8,6,6,237,0,0,0,0,0,1
"Kumar, Arun",0.0014,0.0,0.0,0.0938,26,11,11,11,11,753,0,1,1,0,0,1
"Sathe, Saket",0.0003,0.0,0.0,0.087,49,8,8,8,8,347,0,0,0,0,0,1
"Almgren, Ann S.",0.0017,0.0,0.5,0.1053,,,,,,,,,,,,
"Zhao, Wenfeng",0.0006,0.0,0.0,0.0994,18,5,5,3,3,81,0,0,0,0,0,1
"Bindschaedler, Vincent",0.0034,0.0,45448.0,0.0918,13,6,6,4,4,136,0,0,0,0,0,3
"Ibrahim, Khaled Z.",0.0014,0.0,0.0,0.1053,,,,,,,,,,,,
"Hussain, Aftab",0.0011,0.0,0.0,0.0823,4,1,1,0,0,4,0,0,0,0,0,1
"Holmes, Adam",0.0017,0.0,0.0,0.0761,13,4,4,4,4,120,0,0,0,0,0,1
"Bayatpour, Mohammadreza",0.0011,0.0,0.0,0.1057,2,1,1,0,0,2,0,0,0,0,0,1
"Lécuyer, Mathias",0.0011,0.0,0.0,0.1143,,,,,,,,,,,,
"Chen, Xusheng",0.0011,0.0,0.0,0.0917,,,,,,,0,0,0,0,0,1
"Muller, Gilles",0.0026,0.0,3506.0,0.0981,207,34,18,84,36,4469,0,2,1,0,0,2
"Fingerhut, Andy",0.0031,0.0,0.0,0.1106,,,,,,,0,0,0,0,0,1
"Chang, Kenneth",0.0011,0.0,0.0,0.0998,,,,,,,0,0,0,0,0,1
"Culberson, Joseph",0.0014,0.0,0.0,0.0898,,,,,,,0,0,0,0,0,1
"Mittal, Tanuj",0.0017,0.0,0.0,0.0837,3,3,3,2,2,54,0,0,0,0,0,1
"Yun, Catherine",0.0011,0.0,0.0,0.104,,,,,,,0,0,0,0,0,1
"Qiang, Weizhong",0.0014,0.0,0.0,0.0767,,,,,,,0,0,0,0,0,1
"Papadopoulos, Alessandro Vittorio",0.0028,0.0,38478.0,0.0974,59,11,11,13,13,440,0,1,0,0,0,2
"Li, Mengyuan",0.0009,0.0,0.0,0.0841,,,,,,,0,0,0,0,0,1
"Pellegrino, Giancarlo",0.0011,0.0,0.0,0.0584,23,8,8,8,8,317,0,0,0,0,0,1
"Hajj, Izzat El",0.0026,0.0008,97884.7094,0.1055,12,3,3,1,1,36,0,0,0,0,0,2
"Awad, Amro",0.0017,0.0,3496.6667,0.0942,7,3,3,0,0,15,0,1,1,0,0,3
"Tesser, Rafael Keller",0.0011,0.0,0.0,0.0919,,,,,,,0,0,0,0,0,1
"Sambasivan, Raja R.",0.0009,0.0,0.0,0.1119,37,10,8,10,7,682,0,0,0,0,0,1
"Li, Tongxin",0.0023,0.0,0.0,0.0918,14,4,4,3,3,77,0,0,0,0,0,1
"Yang, Xuan",0.0011,0.0,0.0,0.0836,,,,,,,0,0,0,0,0,1
"Huang, Zengfeng",0.0009,0.0,0.0,0.062,12,6,6,5,5,174,0,0,0,0,0,1
"Baier, Christel",0.0014,0.0,0.0,0.0652,217,39,26,111,65,9312,0,0,0,0,0,1
"Sasikumar, Kiran",0.0009,0.0,0.0,0.0846,17,5,5,4,4,89,0,0,0,0,0,1
"Stephens, Brent",0.0009,0.0,0.0,0.1164,17,7,7,5,5,268,0,0,0,0,0,1
"Shapiro, Guy",0.0023,0.0,0.0,0.1069,,,,,,,0,0,0,0,0,1
"Huang, Keman",0.0011,0.0,0.0,0.0917,,,,,,,,,,,,
"Zhang, Mingxing",0.0026,0.0,2454.72,0.1206,10,3,3,0,0,19,0,0,0,0,0,3
"Huang, Yezhou",0.0017,0.0,0.0,0.1124,,,,,,,0,0,0,0,0,1
"Yu, Ting",0.0014,0.0,0.0,0.0774,125,33,24,62,44,4866,0,0,0,0,0,1
"Mazouz, Abdelhafid",0.0009,0.0,0.0,0.1007,9,5,5,4,3,92,0,0,0,0,0,1
"Huang, Peng",0.0017,0.0,0.0,0.101,10,6,6,5,5,447,0,1,0,0,0,1
"Austin, Brian",0.0028,0.0,0.0,0.1144,,,,,,,0,0,0,0,0,1
"Lee, Sangkuen",0.0011,0.0,1.5,0.1046,,,,,,,,,,,,
"Leontiadis, Ilias",0.002,0.0,0.0,0.0524,,,,,,,0,0,1,0,0,1
"Labarta, Jesús",0.0034,0.0007,118725.0878,0.102,,,,,,,,,,,,
"Koning, Koen",0.0011,0.0,0.0,0.085,3,2,2,0,0,14,0,0,0,0,0,1
"Glesser, David",0.0023,0.0,5257.5,0.0805,,,,,,,0,0,0,0,0,2
"Fang, Dingyi",0.004,0.0,24478.0,0.1052,,,,,,,0,0,0,0,0,3
"Interlandi, Matteo",0.0014,0.0,0.0,0.0931,38,7,7,6,6,169,0,0,0,0,0,1
"Sharma, Rahul",0.0023,0.0,106.0,0.0765,25,13,13,16,16,648,0,0,0,0,0,3
"Zhang, Mingzhe",0.0011,0.0,0.0,0.0824,9,3,3,0,0,22,0,0,0,0,0,1
"Chong, Frederic T.",0.0043,0.0,59408.0,0.0824,,,,,,,0,0,0,0,0,2
"Byan, Steve",0.0009,0.0,0.0,0.0977,,,,,,,0,0,0,0,0,1
"Wang, Xiang",0.0014,0.0,0.6667,0.0807,29,12,12,16,16,707,0,1,0,0,0,0
"Tran-Lam, David",0.0009,0.0,0.0,0.1119,,,,,,,0,0,0,0,0,1
"Xu, Jian",0.0031,0.0,113780.6482,0.1273,8,4,4,4,4,198,0,0,0,0,0,1
"Chen, Wei",0.0006,0.0,0.0,0.0905,,,,,,,0,0,0,0,0,1
"Nogin, Aleksey",0.0006,0.0,0.0,0.0786,49,12,6,16,4,421,0,0,0,0,0,1
"Walker, Peter B.",0.0011,0.0,0.0,0.074,,,,,,,,,,,,
"Ji, Xiaoyu",0.0023,0.0,17520.0,0.106,14,5,5,2,2,56,0,0,0,0,0,2
"Pan, Hao",0.0009,0.0,0.0,0.106,,,,,,,0,0,0,0,0,1
"Dong, Han",0.0011,0.0,0.0,0.0994,,,,,,,0,0,0,0,0,1
"Fetzer, Christof",0.0077,0.0,363708.4316,0.1145,367,35,23,108,57,5322,0,2,0,0,0,6
"Ho, Li-Yung",0.0014,0.0,0.0,0.0905,,,,,,,0,0,0,0,0,1
"Koren, Israel",0.002,0.0,0.0,0.0978,350,41,22,145,64,8486,0,1,0,0,1,1
"Crane, Stephen",0.0031,0.0,0.0,0.0928,13,7,7,7,7,220,0,0,0,0,0,1
"Pearce, Roger A.",0.0011,0.0,0.0,0.0955,,,,,,,,,,,,
"Huang, Libo",0.0009,0.0,0.0,0.0903,,,,,,,0,0,0,0,0,1
"Zhang, Danfeng",0.0011,0.0,0.0,0.0728,21,8,8,8,8,394,0,0,0,0,0,1
"Kandemir, Mahmut T.",0.012,0.0,288956.2748,0.1234,787,60,39,346,176,17231,0,2,0,0,0,13
"Xiao, Nong",0.0023,0.0,14020.0,0.1097,251,19,13,38,18,1492,0,0,0,0,0,2
"Zitouni, Imed",0.0011,0.0,0.0,0.0827,,,,,,,0,0,0,0,0,1
"Sundararajah, Kirshanthan",0.0011,0.0,1.0,0.0797,2,1,1,0,0,1,0,0,0,0,0,3
"Terraz, Théophile",0.0011,0.0,0.0,0.078,,,,,,,0,0,0,0,0,1
"O'Connor, Mike",0.004,0.0,19934.9824,0.128,141,28,19,56,35,3358,0,1,0,0,0,3
"Das, Dipankar",0.0028,0.0,0.0,0.1028,,,,,,,0,0,0,0,0,1
"Sæmundsson, Trausti",0.0011,0.0,0.0,0.0961,7,2,2,2,2,37,0,0,0,0,0,1
"Liang, Chuen",0.004,0.0,0.0,0.0941,,,,,,,0,0,0,0,0,1
"Küttler, Martin",0.0014,0.0,0.0,0.0652,,,,,,,0,0,0,0,0,1
"Feld, Dustin",0.0014,0.0,0.0,0.0897,,,,,,,0,0,0,0,0,1
"Gomez-Rodriguez, Manuel",0.0011,0.0,0.0,0.0995,,,,,,,,,,,,
"Montes, Javier Diaz",0.002,0.0,3.3333,0.0938,,,,,,,,,,,,
"Xu, Helen",0.0017,0.0,0.0,0.0924,,,,,,,0,0,0,0,0,1
"Zhang, Xiangyu",0.0017,0.0,0.0,0.1105,176,31,26,71,67,3704,0,0,0,0,0,2
"Sharma, Naveen Kr.",0.0014,0.0,0.0,0.1199,19,8,8,8,8,598,0,0,0,0,0,1
"Brügner, Helge",0.0011,0.0,0.0,0.104,,,,,,,,,,,,
"Walls, Melvin",0.0014,0.0,0.0,0.1209,3,2,2,1,1,24,0,0,0,0,0,1
"Appel, Andrew W.",0.002,0.0,24262.2806,0.0793,174,50,28,109,59,13122,0,0,0,0,0,2
"Roe, Michael",0.004,0.0,0.0,0.0992,,,,,,,0,0,0,0,0,1
"Ghodsi, Ali",0.002,0.0,0.0,0.1321,135,34,32,59,49,6365,0,0,0,0,0,1
