author_name,degree,eigenvector,betweenness,closeness,npubs,hindex,hindex5y,i10index,i10index5y,citedby,as_pc_chair,as_pc,as_session_chair,as_panelist,as_keynote_speaker,as_author
"Levin, Dave",0.002,0.0,0.4,0.0988,61,16,13,20,19,1022,0,0,0,0,0,2
"Hamlen, Kevin W.",0.0006,0.0,0.0,0.0841,,,,,,,,,,,,
"Huang, Chao-Wen",0.0014,0.0,0.0,0.0905,3,1,1,0,0,1,0,0,0,0,0,1
"Hong, Richang",0.0011,0.0,0.0,0.0807,157,28,28,62,59,4878,0,0,0,0,0,1
"Zhu, Zhonghua",0.0017,0.0,0.0,0.1177,,,,,,,0,0,0,0,0,1
"Gan, Ze",0.0014,0.0,0.0,0.105,,,,,,,0,0,0,0,0,1
"Blelloch, Guy E.",0.0014,0.0,24524.0,0.122,,,,,,,,,,,,
"Zhang, Yang",0.0009,0.0,0.0,0.0584,23,7,7,6,6,163,0,0,0,0,0,1
"Gay, Romain",0.0009,0.0,0.0,0.0599,12,5,5,5,5,120,0,0,0,0,0,1
"Venkatesan, Rangharajan",0.0023,0.0,0.0,0.1151,31,9,9,8,8,382,0,0,0,0,0,1
"Tiwari, Devesh",0.0048,0.0,13441.293,0.1096,,,,,,,0,4,0,2,0,5
"Lukman, Jeffrey F.",0.0028,0.0,16642.4544,0.1043,5,3,3,2,2,64,0,0,0,0,0,2
"Zhang, Weinan",0.002,0.0,0.0,0.0959,59,14,14,17,17,591,0,2,0,0,0,1
"Pirk, Holger",0.002,0.0,0.0,0.1059,45,10,9,10,9,264,0,1,1,0,0,1
"Min, Changwoo",0.0017,0.0,1.0,0.0657,58,9,8,8,7,377,0,0,0,0,0,3
"Chen, Zhi",0.0031,0.0,0.0,0.112,13,7,7,7,7,183,0,0,0,0,0,1
"Meng, Fan Jing",0.0009,0.0,0.0,0.09,,,,,,,,,,,,
"Awan, Ammar Ahmad",0.002,0.0,300.853,0.1096,16,3,3,1,1,52,0,0,0,0,0,2
"Zhang, Yueheng",0.0017,0.0,0.0,0.0951,,,,,,,0,0,0,0,0,1
"Yu, Weikuan",0.0028,0.0,42327.8756,0.0966,122,24,18,44,33,1893,0,3,0,0,0,2
"Mhamdi, El Mahdi El",0.0003,0.0,0.0,0.0993,6,2,2,1,1,13,0,0,0,0,0,1
"Raghunathan, Anand",0.0043,0.0,31500.0,0.1028,430,63,35,221,132,13327,0,0,0,0,0,2
"Yaghmazadeh, Navid",0.0009,0.0,0.0,0.0664,4,2,2,1,1,37,0,0,0,0,0,1
"Steenkiste, Peter",0.002,0.0,80178.0,0.112,287,59,30,151,78,13726,0,2,1,0,0,2
"Sim, Alex",0.0011,0.0,0.0,0.0934,142,19,13,34,17,1726,0,0,0,0,0,1
"Xu, Xiefeng",0.0017,0.0,0.0,0.1075,,,,,,,0,0,0,0,0,1
"Song, Linghao",0.0009,0.0,0.0,0.1158,5,1,1,1,1,18,0,0,0,0,0,1
"Padhye, Jitendra",0.0048,0.0,97729.415,0.1222,188,46,35,81,67,22017,1,0,1,0,0,3
"Lauinger, Tobias",0.0014,0.0,0.0,0.0936,,,,,,,0,0,0,0,0,1
"Gramoli, Vincent",0.0011,0.0,0.0,0.0728,126,18,15,27,20,1038,0,0,0,0,0,1
"Gan, Lin",0.0023,0.0,0.0,0.105,,,,,,,0,0,0,0,0,1
"Grossman, Dan",0.0017,0.0,10518.0,0.0779,171,34,25,61,47,4944,0,1,1,0,0,2
"Pulls, Tobias",0.0011,0.0,0.0,0.1004,,,,,,,0,0,0,0,0,1
"Yu, Philip S.",0.0028,0.0,17520.0,0.0953,1752,140,89,855,625,88665,0,1,0,0,0,2
"Rokos, Georgios",0.0031,0.0,0.0,0.1007,,,,,,,,,,,,
"Gaspary, Luciano Paschoal",0.0011,0.0,0.0,0.0901,268,18,11,34,15,1122,0,0,0,0,0,1
"Larus-Stone, Nicholas",0.0011,0.0,0.0,0.0946,,,,,,,0,0,0,0,0,1
"Sadeh, Norman M.",0.0026,0.0,0.0,0.1072,,,,,,,,,,,,
"Li, Kai",0.0014,0.0,0.0,0.0988,639,75,37,182,121,30733,0,0,0,0,0,1
"Zhou, Ziting",0.0017,0.0,0.0,0.1075,,,,,,,0,0,0,0,0,1
"Hu, Yige",0.0009,0.0,0.0,0.115,,,,,,,0,0,0,0,0,1
"Mao, Hongzi",0.0006,0.0,0.0,0.1087,7,4,4,2,2,139,0,0,0,0,0,1
"Galon, Shay",0.0011,0.0,0.0,0.0997,,,,,,,0,0,0,0,0,1
"Mirsadeghi, Seyed Hessam",0.0009,0.008,0.0,0.0955,,,,,,,,,,,,
"Uma, Maheswara Rao G.",0.0026,0.0,0.0,0.1035,,,,,,,,,,,,
"Shafiq, Zubair",0.0034,0.0,48971.0,0.074,82,21,20,27,24,1619,0,0,0,0,0,4
"Khandelwal, Anurag",0.0011,0.0,0.0,0.1277,6,2,2,1,1,24,0,0,0,0,0,1
"Viglas, Stratis",0.0009,0.0,0.0,0.0836,63,15,13,24,19,3239,0,1,0,0,0,1
"Zhang, Chi",0.0006,0.0,0.0,0.0753,14,5,5,3,3,99,0,0,0,0,0,2
"Jung, Taeho",0.0026,0.0,0.0,0.099,32,11,11,14,14,502,0,0,0,0,0,1
"I, Te",0.002,0.0,0.0,0.1328,,,,,,,0,0,0,0,0,1
"Zou, Xuan Kelvin",0.0011,0.0,0.0,0.1081,6,4,4,3,3,489,0,0,0,0,0,2
"Zamirai, Babak",0.0023,0.0,0.0,0.0821,5,2,2,1,1,46,0,0,0,0,0,1
"Hellerstein, Joseph M.",0.0043,0.0,0.0,0.1164,209,84,57,187,142,37568,0,0,0,0,0,1
"Bian, Jiang",0.0011,0.0,0.0,0.087,45,16,15,19,19,1523,0,1,0,0,0,1
"Lin, Pei-Hung",0.0011,0.0,0.0,0.0866,39,9,8,9,7,293,0,0,0,0,0,1
"Calhoun, Jon",0.0009,0.0,0.0,0.0798,,,,,,,0,0,0,0,0,1
"Yao, Yuanshun",0.0017,0.0,0.5,0.0941,,,,,,,0,0,0,0,0,2
"Ge, Yong",0.0031,0.0,54155.4692,0.1082,89,22,15,34,21,1464,0,1,0,0,0,2
"Schlesinger, Cole",0.0017,0.0,0.0,0.1192,7,6,6,6,6,814,0,0,0,0,0,1
"Arora, Vaibhav",0.0017,0.0,0.0,0.0837,8,4,4,4,4,66,0,0,0,0,0,1
"Zhang, Fan",0.0037,0.0,128899.547,0.0923,6,4,4,4,4,112,0,0,0,0,0,1
"Li, Yuanbing",0.0026,0.0,0.0,0.101,,,,,,,0,0,0,0,0,1
"Craswell, Nick",0.0011,0.0,0.0,0.099,211,42,32,91,67,7962,0,1,0,0,0,1
"Yang, Shuo",0.0011,0.0,0.0,0.1036,,,,,,,0,0,0,0,0,1
"Dongen, Boudewijn F. Van",0.0006,0.0,0.0,0.0754,,,,,,,,,,,,
"Bahl, Paramvir",0.0014,0.0,0.0,0.1326,,,,,,,0,0,0,0,0,1
"Epema, Dick H. J.",0.0026,0.0,17520.0,0.0888,,,,,,,,,,,,
"Vigfusson, Ymir",0.004,0.0,61155.5027,0.1062,57,12,10,15,10,445,0,1,0,0,0,3
"Tao, Wenbo",0.0017,0.0,0.0,0.1101,1,1,1,0,0,9,0,0,0,0,0,1
"Xu, Rui",0.0011,0.0,0.0,0.0728,,,,,,,0,0,0,0,0,1
"Bhanawat, Hemant",0.0017,0.0,0.0,0.0887,,,,,,,0,0,0,0,0,1
"Rodero, Ivan",0.0028,0.0,636.3925,0.0946,113,19,14,34,23,1151,0,2,0,0,0,2
"Jhala, Ranjit",0.0034,0.0,49428.173,0.1076,130,41,36,59,55,8279,0,0,0,0,0,3
"Chandran, Nishanth",0.0026,0.0,30727.3433,0.0805,39,13,12,16,15,806,0,0,0,0,0,2
"Kim, Albert",0.0028,0.0,0.0,0.0928,,,,,,,0,0,0,0,0,1
"Steinert, Deryl",0.002,0.0,0.0,0.1096,,,,,,,0,0,0,0,0,1
"Grégoire, Benjamin",0.0031,0.0,2.0476,0.0637,,,,,,,0,0,0,0,0,2
"Qiao, Yifan",0.0011,0.0,0.0,0.1036,,,,,,,0,0,0,0,0,1
"Larus, James R.",0.0023,0.0,17520.0,0.0836,,,,,,,,,,,,
"Jiang, Junchen",0.0009,0.0,0.0,0.1084,55,12,12,16,14,813,0,0,0,0,0,1
"Ma, Xiaosong",0.002,0.0,0.0,0.1134,176,28,22,56,42,2366,0,1,0,0,0,1
"Bozkurt, Ilker Nadi",0.0014,0.0,0.0,0.1007,13,5,4,3,2,83,0,0,0,0,0,1
"Wen, Yonggang",0.0009,0.0,0.0,0.0773,199,33,32,71,66,3943,0,0,0,0,0,1
"Mowry, Todd C.",0.0074,0.0001,98471.2064,0.1324,158,44,30,87,63,8195,0,0,0,0,0,2
"Santurkar, Siddharth",0.0048,0.0001,0.0,0.12,,,,,,,0,0,0,0,0,1
"Oleksenko, Oleksii",0.0017,0.0,0.0,0.1028,10,2,2,0,0,10,0,0,0,0,0,1
"Puntambekar, Amit",0.0014,0.0,0.0,0.0988,,,,,,,0,0,0,0,0,1
"Witchel, Emmett",0.002,0.0,36726.0975,0.1212,90,31,24,48,39,5029,0,2,0,0,0,2
"Bel, Oceane",0.0011,0.0,0.0,0.0998,1,1,1,0,0,1,0,0,0,0,0,1
"Chaudhuri, Kamalika",0.0031,0.0,43788.2592,0.1035,56,24,20,36,34,2754,0,0,0,0,0,3
"Dautenhahn, Nathan",0.0017,0.0,0.0,0.1057,18,7,6,6,6,222,0,0,0,0,0,1
"Mellette, William M.",0.0017,0.0,0.0,0.1085,,,,,,,0,0,0,0,0,1
"Malicevic, Jasmina",0.0006,0.0,0.0,0.098,3,3,3,1,1,58,0,0,0,0,0,1
"Miao, Rui",0.0011,0.0,0.0,0.1244,14,9,9,8,8,820,0,0,0,0,0,1
"Kannan, Sudarsun",0.0017,0.0,10518.0,0.1062,17,5,5,4,4,150,0,1,0,0,0,2
"Tang, Lu",0.0017,0.0,0.0,0.1185,,,,,,,0,0,0,0,0,1
"He, Bingsheng",0.0009,0.0,0.0,0.104,197,34,33,70,60,4528,0,3,0,0,0,1
"Jiménez-González, Daniel",0.0017,0.0,0.0,0.0899,,,,,,,0,0,0,0,0,1
"Li, Xiaoguang",0.0028,0.0,0.0,0.0894,587,47,36,200,127,9164,0,0,0,0,0,1
"Gember, Aaron",0.0009,0.0,0.0,0.121,,,,,,,,,,,,
"Hariharan, Bharath",0.0011,0.0,0.0,0.1163,27,17,17,19,19,2119,0,0,0,0,0,1
"Yu, Paul",0.0023,0.0,0.0,0.0867,,,,,,,0,0,0,0,0,1
"Chothia, Zaheer",0.0009,0.0,0.0,0.0933,,,,,,,0,0,0,0,0,1
"Han, Juhyeng",0.0011,0.0,0.0,0.0658,,,,,,,0,0,0,0,0,1
"Zhang, Kai",0.0014,0.0,0.0,0.1164,62,20,17,24,20,1520,0,0,0,0,0,1
"Lukefahr, Andrew",0.0017,0.0,1.0,0.0892,13,4,4,3,3,159,0,0,0,0,0,2
"Langou, Julien",0.0014,0.0,7014.0,0.097,131,27,22,50,37,3546,0,0,0,0,0,2
"Zhang, Nan",0.0023,0.0,0.0,0.0918,13,5,5,4,4,193,0,0,0,0,0,1
"Apostolaki, Maria",0.0006,0.0,0.0,0.0498,,,,,,,0,0,0,0,0,1
"Zounon, Mawussi",0.0011,0.0,0.0,0.0916,12,4,4,1,1,38,0,0,0,0,0,1
"Lindorfer, Martina",0.0017,0.0,0.0,0.0584,19,10,10,10,10,413,0,0,0,0,0,1
"Kim, Seongbeom",0.0009,0.0,0.0,0.1108,12,8,8,6,6,423,0,0,0,0,0,1
"Knight, Samuel",0.0014,0.0,0.0,0.1053,,,,,,,0,0,0,0,0,1
"Zhong, Shan",0.0017,0.0,0.0,0.1177,,,,,,,0,0,0,0,0,1
"Kim, Seong Min",0.0023,0.0,1679.5,0.0702,,,,,,,,,,,,
"Viswanath, Bimal",0.0043,0.0,22010.9757,0.1039,18,13,13,14,14,2652,0,0,0,0,0,4
"Hwang, Changho",0.0011,0.0,0.0,0.0615,2,1,1,0,0,3,0,0,0,0,0,1
"Weimer, Westley",0.0011,0.0,0.0,0.0995,127,42,38,67,63,10319,0,0,0,0,0,1
"Wang, Zhiying",0.0017,0.0,3506.0,0.0992,27,10,10,11,11,546,0,0,0,0,0,2
"Iyengar, Roger",0.0026,0.0,0.0,0.1072,1,1,1,0,0,5,0,0,0,0,0,1
"Hamidouche, Khaled",0.0037,0.0,111976.4538,0.1163,66,9,8,9,7,278,0,0,0,0,0,4
"Dahl, Jon A.",0.0028,0.0,0.0,0.0765,,,,,,,0,0,0,0,0,1
"Li, Chen",0.0011,0.0,0.0,0.0989,,,,,,,0,1,0,0,0,1
"Lee, Yunseong",0.002,0.0,0.0,0.1163,,,,,,,0,0,0,0,0,1
"Edsall, Tom",0.004,0.0,588.3735,0.1106,,,,,,,0,0,0,0,0,2
"Zhang, Jing",0.0017,0.0013,1883.1088,0.1007,15,7,7,5,4,148,0,0,0,0,0,2
"Chaudhuri, Swarat",0.0011,0.0,0.0,0.0664,61,20,16,27,23,1833,0,1,1,0,0,1
"Qian, Xuehai",0.0083,0.0,366551.9223,0.131,22,5,5,4,4,81,0,3,0,0,0,6
"Papadopoulou, Nikela",0.0006,0.0143,0.0,0.0955,7,1,1,0,0,2,0,0,0,0,0,1
"Wu, Haoyang",0.0028,0.0,0.0,0.0894,,,,,,,0,0,0,0,0,1
"Elyasi, Nima",0.0017,0.0,169.1014,0.1196,2,1,1,0,0,1,0,0,0,0,0,2
"Vaidyanathan, Ramachandran",0.0011,0.0,0.0,0.0988,,,,,,,0,0,0,0,0,1
"Yu, Xiang",0.0026,0.0,0.0,0.101,,,,,,,0,0,0,0,0,1
"Sedighian, Alireza",0.002,0.0,0.0,0.0553,,,,,,,,,,,,
"Ruan, Zhenyuan",0.002,0.0,0.0,0.1015,,,,,,,0,0,0,0,0,1
"Heinrich, Franz Christian",0.002,0.0,0.0,0.0897,,,,,,,,,,,,
"Choudhury, Romit Roy",0.0017,0.0,0.0,0.0764,204,41,35,85,76,7711,0,1,0,0,0,1
"Luo, Zhihong",0.0011,0.0,0.0,0.089,,,,,,,0,0,0,0,0,1
"Trystram, Denis",0.0011,0.0,1753.5,0.078,489,31,20,93,41,3747,1,2,0,0,0,2
"Kim, Yoonseung",0.002,0.0,0.0,0.104,,,,,,,0,0,0,0,0,1
"Shavit, Nir",0.0009,0.0,0.0,0.0839,,,,,,,0,0,0,0,0,2
"Yang, Yang",0.0037,0.0,87100.0,0.1062,,,,,,,0,0,0,0,0,1
"Fang, Zhenman",0.0009,0.0,0.0,0.0876,18,5,5,3,3,70,0,1,0,0,0,1
"Grimm, Niklas",0.0009,0.0,0.0,0.0729,,,,,,,0,0,0,0,0,1
"Bi, Jing",0.0011,0.0,0.0,0.0917,,,,,,,,,,,,
"Warfel, Thomas",0.0014,0.0,0.0,0.0858,,,,,,,0,0,0,0,0,1
"Scott, Ryan G.",0.0014,0.0,41396.1107,0.101,,,,,,,0,0,0,0,0,2
"Green, Matthew",0.0026,0.0,13353.019,0.0757,96,24,22,36,32,4834,0,0,0,0,0,3
"Song, Congzheng",0.0011,0.0,2338.3333,0.0776,4,1,1,1,1,27,0,0,0,0,0,2
"Onwuzurike, Lucky",0.0014,0.0,0.0,0.0524,5,2,2,1,1,15,0,0,0,0,0,1
"Zhuang, Xiaozhao",0.0014,0.0,0.0,0.0972,,,,,,,0,0,0,0,0,1
"Dev, Bhanu",0.0023,0.0,0.0,0.0552,,,,,,,0,0,0,0,0,1
"Zhang, Kaiyuan",0.0031,0.0,58136.7744,0.1328,68,10,8,12,7,430,0,0,0,0,0,3
"Tabbakh, Abdulaziz",0.0006,0.0,0.0,0.1265,,,,,,,0,0,0,0,0,1
"Misra, Sanchit",0.0009,0.0006,0.0,0.0942,,,,,,,0,0,0,0,0,1
"Shi, Haiyang",0.0011,0.0,0.0,0.1057,,,,,,,0,0,0,0,0,1
"Pu, Youer",0.0009,0.0,0.0,0.0988,,,,,,,0,0,0,0,0,1
"Mommessin, Clément",0.0017,0.0,14020.0,0.0846,,,,,,,0,0,0,0,0,2
"Gilbert, Cédric",0.0011,0.0,0.0,0.0995,,,,,,,,,,,,
"Liang, Xiaodan",0.0026,0.0,0.0,0.11,49,15,15,18,18,564,0,0,0,0,0,1
"Kelbert, Florian",0.0031,0.0,0.0,0.1131,21,7,7,4,4,121,0,0,0,0,0,1
"Yi, Youngmin",0.0014,0.0,0.0,0.105,39,12,11,16,12,615,0,0,0,0,0,1
"Sun, Peng",0.0009,0.0,0.0,0.0773,10,3,3,2,2,77,0,0,0,0,0,1
"Nicolau, Alexandru",0.0031,0.0,0.0,0.112,,,,,,,0,0,0,0,0,1
"Andersen, David G.",0.0017,0.0,7014.0,0.1008,167,49,39,84,75,11666,0,1,0,0,0,2
"Tyagi, Nirvan",0.0011,0.0,0.0,0.1145,,,,,,,0,0,0,0,0,1
"Khojastepour, Mohammad Amir",0.0014,0.0,0.0,0.084,,,,,,,,,,,,
"Rastello, Fabrice",0.0011,0.0,0.0,0.0991,,,,,,,0,0,0,0,0,1
"Arpaci-Dusseau, Remzi H.",0.0031,0.0,14089.9298,0.1188,,,,,,,,,,,,
"Blanchard, Sean",0.004,0.0,7299.8555,0.0999,,,,,,,0,0,0,0,0,2
"Ostrouchov, George",0.0054,0.0,10594.2887,0.1083,108,18,13,26,17,927,0,0,0,0,0,3
"Polo, Jordà",0.0011,0.0,0.0,0.0858,13,6,6,6,6,532,0,0,0,0,0,2
"Lee, Wenke",0.0046,0.0,296443.5,0.066,244,76,63,153,131,27426,0,2,1,0,0,5
"Zhang, Yu",0.0017,0.0,0.0,0.0902,,,,,,,0,0,0,0,0,1
"Li, Runhui",0.002,0.0,1168.0,0.1185,8,5,5,5,5,122,0,0,0,0,0,2
"Kossmann, Donald",0.0034,0.0,21018.0,0.0986,,,,,,,1,0,2,1,0,2
"Xu, Wen",0.0023,0.0,2243.3333,0.0701,3,2,2,1,1,21,0,0,0,0,0,2
"Vollmer, Michael",0.0009,0.0,0.0,0.1008,3,1,1,0,0,1,0,0,0,0,0,1
"Shi, Zhan",0.0009,0.0,0.0,0.0901,,,,,,,0,0,0,0,0,1
"Lu, Youyou",0.0017,0.0,238.6154,0.1106,32,10,10,10,10,309,0,0,0,0,0,2
"Kim, Hun-Seok",0.0026,0.0,39.8333,0.0891,46,9,7,7,3,520,0,0,0,0,0,2
"Chun, Byung-Gon",0.002,0.0,0.0,0.1163,67,29,24,39,36,8588,0,2,1,0,0,1
"Chau, Sze Yiu",0.0017,0.0,0.0,0.0851,,,,,,,0,0,0,0,0,1
"Brunvand, Erik",0.0017,0.0,0.0,0.062,139,24,10,46,11,1813,0,0,1,0,0,1
"Wang, Xi",0.0043,0.0,184332.7568,0.1332,,,,,,,,,,,,
"Hassan, Wajih Ul",0.0011,0.0,0.0,0.098,7,1,1,0,0,1,0,0,0,0,0,1
"Zerr, R. Joe",0.0028,0.0,0.0,0.0765,,,,,,,0,0,0,0,0,1
"Wright, Andrew",0.0009,0.0,0.0,0.0661,,,,,,,0,0,0,0,0,1
"Hoffmann, Moritz",0.0026,0.0,0.0,0.1029,,,,,,,,,,,,
"Yoshii, Kazutomo",0.0023,0.0,0.0,0.0864,26,10,9,10,9,465,0,0,0,0,0,1
"Schneider, Scott",0.0003,0.0,0.0,0.0956,30,12,11,12,12,644,0,0,0,0,0,1
"Chatzopoulos, Georgios",0.0009,0.0,0.0,0.101,6,2,2,0,0,4,0,0,0,0,0,1
"Chung, Simon P.",0.0009,0.0,0.0,0.062,,,,,,,,,,,,
"Savage, Stefan",0.0034,0.0,27590.0469,0.1086,232,72,53,132,114,29343,0,0,0,0,0,4
"Ang, Petchean",0.004,0.0,0.0,0.0941,,,,,,,0,0,0,0,0,1
"Liang, Qianlin",0.0011,0.0,0.0,0.1009,,,,,,,0,0,0,0,0,2
"Barnes, Richard",0.0023,0.0,0.0,0.0955,,,,,,,0,0,0,0,0,1
"Robert, Yves",0.0028,0.0,162826.8291,0.104,666,45,24,198,72,8764,0,0,2,0,0,3
"Nilges, Tobias",0.0011,0.0,0.0,0.0927,,,,,,,0,0,0,0,0,1
"Chang, Ting-Jung",0.0011,0.0,0.0,0.1064,,,,,,,0,0,0,0,0,1
"Geambasu, Roxana",0.0011,0.0,0.0,0.1143,,,,,,,0,3,0,0,0,1
"Xu, Qiang",0.0017,0.0,0.0,0.1051,28,13,13,14,14,1482,0,0,0,0,0,1
"Guhur, Pierre-Louis",0.0011,0.0,0.0,0.0879,2,0,0,0,0,0,0,0,0,0,0,1
"Yuan, Zengwen",0.0028,0.0,0.0,0.0894,12,4,4,2,2,45,0,0,0,0,0,2
"Slepian, Zachary",0.0028,0.0,0.0,0.1144,,,,,,,0,0,0,0,0,1
"Murdock, Austin",0.0011,0.0,0.0,0.0953,1,0,0,0,0,0,0,0,0,0,0,1
"Pietzuch, Peter R.",0.0071,0.0,422667.7409,0.1256,,,,,,,,,,,,
"Liu, Fangfang",0.0037,0.0,8747.4274,0.1077,,,,,,,0,0,0,0,0,2
"Wei, Jinliang",0.0026,0.0,0.0,0.11,11,9,9,9,9,287,0,0,0,0,0,1
"Wu, Yingying",0.002,0.0,0.0,0.0944,,,,,,,0,0,0,0,0,1
"Song, Shuaiwen",0.0046,0.0004,202796.624,0.1103,,,,,,,,,,,,
"Baytas, Inci M.",0.0014,0.0,0.0,0.0977,,,,,,,,,,,,
"Chen, Bowei",0.0006,0.0,0.0,0.0747,11,5,5,4,4,98,0,0,0,0,0,1
"Wang, Feiyi",0.0034,0.0,29604.4015,0.111,53,21,16,31,24,1498,0,0,0,0,0,2
"Qin, Jian",0.0017,0.0,0.0,0.0902,,,,,,,0,0,0,0,0,1
"Gilani, Syed Zohaib",0.0009,0.0,0.0,0.1279,,,,,,,,,,,,
"Rathnayake, Thilina",0.0077,0.1871,0.0,0.0982,5,1,1,1,1,28,0,0,0,0,0,1
"Chavda, Chintan",0.0014,0.0,0.0,0.1019,,,,,,,0,0,0,0,0,1
"Sadeghi, Ahmad-Reza",0.0066,0.0,90722.1667,0.1022,388,53,43,180,144,10710,0,1,0,0,0,5
"Ouzzani, Mourad",0.0026,0.0,0.0,0.0914,143,25,18,46,32,2151,0,0,0,0,0,2
"Sundararaman, Swaminathan",0.0017,0.0,0.0,0.0993,53,11,10,13,11,464,1,1,1,0,0,1
"Martínez, Alejandro",0.002,0.0,0.0,0.0836,,,,,,,,,,,,
"Cui, Limeng",0.0014,0.0,0.0,0.0953,,,,,,,0,0,0,0,0,1
"Picorel, Javier",0.0023,0.0,38346.0,0.1114,11,4,4,3,3,249,0,0,0,0,0,2
"Qazi, Zafar Ayyub",0.0014,0.0,0.0,0.1209,,,,,,,,,,,,
"Quintana-Ortí, Enrique S.",0.0023,0.0162,109894.5396,0.1027,,,,,,,,,,,,
"Fratin, Vinicius",0.0026,0.0,0.0,0.0901,,,,,,,,,,,,
"Nilizadeh, Shirin",0.002,0.0,0.0,0.0553,9,6,6,5,5,250,0,0,0,0,0,1
"Weissbacher, Michael",0.0017,0.0,0.0,0.0553,7,3,3,1,1,38,0,0,0,0,0,1
"Varghese, George",0.0017,0.0,0.0,0.1192,304,71,46,157,108,23975,0,1,0,0,0,1
"Zhang, Zhao",0.0006,0.0,0.0,0.1187,27,17,17,19,19,949,0,0,0,0,0,1
"Jog, Adwait",0.0023,0.0,0.0,0.1101,24,8,8,7,7,623,0,1,0,0,0,1
"Tomov, Stanimire",0.0011,0.0,0.0,0.0916,214,31,29,84,73,4212,0,0,0,0,0,1
"Lee, Junghee",0.0014,0.0,0.0,0.1019,33,8,8,8,8,263,0,0,0,0,0,1
"Ramasubramanian, Kamala",0.0017,0.0,0.0,0.0664,,,,,,,0,0,0,0,0,1
"Wei, Michael",0.0037,0.0,35247.8518,0.1354,23,9,9,9,9,692,0,2,1,0,0,2
"Jablin, Thomas B.",0.0026,0.0008,97884.7094,0.1055,22,11,11,11,11,769,0,0,0,0,0,2
"Gandhi, Jayneel",0.0017,0.0,0.0,0.1285,14,8,8,8,8,420,0,0,0,0,0,1
"Jiang, Guofei",0.0017,0.0,0.0,0.1051,,,,,,,0,0,0,0,0,1
"Rasley, Jeff",0.0011,0.0,0.0,0.1008,7,3,3,3,3,139,0,0,0,0,0,1
"Pang, Jun",0.0009,0.0,0.0,0.0584,181,25,15,52,26,1858,0,1,0,0,0,1
"Wang, Zhenning",0.0014,0.0,0.0,0.0707,4,4,4,1,1,29,0,0,0,0,0,1
"Farooqi, Muhammed Nufail",0.0014,0.0,0.0,0.1053,,,,,,,,,,,,
"Dou, Lei",0.0023,0.0,2627.25,0.0991,,,,,,,0,0,0,0,0,2
"Mohan, Jayashree",0.0011,0.0,0.0,0.1125,5,1,1,0,0,3,0,0,0,0,0,1
"Vigna, Giovanni",0.0074,0.0,53967.7,0.0585,291,66,53,157,128,19120,0,1,1,0,0,6
"Koh, Sungjoon",0.0017,0.0,0.0,0.1238,,,,,,,0,0,0,0,0,1
"Clements, Abraham A.",0.0017,0.0,0.0,0.0747,,,,,,,,,,,,
"Russo, Alejandro",0.0011,0.0,0.0,0.0728,49,22,20,31,29,1385,0,1,0,0,0,1
"Zuniga, Marco",0.0017,0.0,5248.5,0.1051,63,22,22,34,30,3655,0,0,0,0,0,2
"Almeida, José Bacelar",0.0031,0.0,2.0476,0.0637,61,15,11,19,11,514,0,0,0,0,0,2
"Thottethodi, Mithuna",0.0023,0.0,0.0,0.0916,92,19,17,25,22,1923,0,0,0,0,0,1
"Cao, Qiang",0.0026,0.0,107263.1691,0.1152,,,,,,,0,0,0,0,0,1
"Peng, Ivy Bo",0.0011,0.0,0.0,0.0934,,,,,,,,,,,,
"Dharmdasani, Hitesh",0.002,0.0,0.0,0.1087,,,,,,,,,,,,
"Zahavi, Eitan",0.0006,0.0,0.0,0.1087,43,11,11,12,12,428,0,0,2,0,0,1
"Jin, Zhongjun",0.0009,0.0,0.0,0.0815,4,1,1,0,0,4,0,0,0,0,0,1
"Li, Wei",0.0017,0.0,31500.0,0.0707,,,,,,,0,0,0,0,0,3
"Peter, Simon",0.0026,0.0,15278.7175,0.1214,39,11,11,12,11,1343,0,2,0,0,0,2
"Xiao, Yuan",0.0009,0.0,0.0,0.0841,2,2,2,2,2,27,0,0,0,0,0,1
"Wang, Kai",0.0023,0.0,14023.0,0.0823,,,,,,,0,0,0,0,0,1
"Martins, Ruben",0.0017,0.0,2332.6667,0.0711,35,9,9,9,9,273,0,0,0,0,0,2
"Subramoni, Hari",0.0028,0.0,1614.317,0.1097,78,19,18,26,23,1038,0,3,0,0,0,7
"Jain, Vivek",0.0014,0.0,0.0,0.085,,,,,,,0,0,0,0,0,1
"Li, Juanru",0.0017,0.0,0.0,0.0951,433,30,25,124,93,4441,0,0,0,0,0,1
"Supinski, Bronis R. De",0.0009,0.0006,0.0,0.0942,,,,,,,1,3,4,1,0,1
"Aken, Dana Van",0.0054,0.0001,12749.1903,0.1219,,,,,,,0,0,0,0,0,2
"Hill, Mason",0.0023,0.0,0.0,0.0821,,,,,,,0,0,0,0,0,1
"Lao, Xun",0.0011,0.0,0.0,0.1184,,,,,,,0,0,0,0,0,1
"Hopcroft, Michael",0.0017,0.0,0.0,0.1008,,,,,,,0,0,0,0,0,1
"Chen, Wuji",0.0014,0.0,0.0,0.0899,,,,,,,0,0,0,0,0,1
"Liu, Junming",0.0014,0.0,0.0,0.1051,8,3,3,1,1,54,0,0,0,0,0,1
"Kim, Sungmin",0.0023,0.0,0.0,0.1044,26,14,14,17,16,726,0,0,0,0,0,1
"Yin, Hongzhi",0.0014,0.0001,0.0,0.0985,70,14,14,18,18,862,0,1,0,0,0,1
