author_id,author_name,author_email
2067821,"('Takizawa, Hiroyuki', '')"
9146911,"('Gharghabi, Shaghayegh', '@ucr.edu')"
8844408,"('Ding, Yifei', '')"
32728466,"('Kamgar, Kaveh', '')"
3335706,"('Ulanova, Liudmila', '@ucr.edu')"
11960766,"('Krishnan, Akhil', '')"
32847772,"('Markov, Mikhail', '')"
1746401,"('Bonakdarpour, Borzoo', '@mcmaster.ca')"
2357970,"('Sultana, Nik', '')"
40124142,"('Galea, Salvator', '@cl.cam.ac.uk')"
4804229,"('Greaves, David', '@cl.cam.ac.uk')"
3041844,"('Shipton, Jonny', '')"
32214483,"('Mai, Luo', '@imperial.ac.uk')"
3407998,"('Bressana, Pietro', '@usi.ch')"
1679929,"('Mortier, Richard', '@cl.cam.ac.uk')"
1912518,"('Costa, Paolo', '@microsoft.com')"
1726850,"('Crowcroft, Jon', '@cl.cam.ac.uk')"
2447168,"('Zilberman, Noa', '@cl.cam.ac.uk')"
21155239,"('Jeong, Wookhan', '')"
7752212,"('Cho, Hyunsoo', '')"
3378728,"('Lee, Yongmyung', '')"
21094294,"('Lee, Jaegyu', '@intel.com')"
3347382,"('Yoon, Songho', '')"
2089649,"('Haas, Andreas', '@cs.uni-salzburg.at')"
1987677,"('Rossberg, Andreas', '')"
2982459,"('Titzer, Ben L.', '')"
2767220,"('Holman, Michael', '')"
3363743,"('Gohman, Dan', '')"
31940212,"('Wagner, Luke', '')"
2844522,"('Zakai, Alon', '')"
1760272,"('Lauinger, Tobias', '')"
34982211,"('Chaabane, Abdelberi', '@inrialpes.fr')"
2786583,"('Arshad, Sajjad', '@ccs.neu.edu')"
37894036,"('Robertson, William', '@ccs.neu.edu')"
1707794,"('Kirda, Engin', '@ccs.neu.edu')"
39586948,"('Li, Guanpeng', '@ece.ubc.ca')"
2708722,"('Hari, Siva Kumar Sastry', '@nvidia.com')"
40489216,"('Tsai, Timothy', '@byu.net')"
1715185,"('Pattabiraman, Karthik', '@ece.ubc.ca')"
1700573,"('Huang, Peng', '@cs.ucsd.edu')"
2902416,"('Zhou, Lidong', '@microsoft.com')"
1855395,"('Lorch, Jacob R.', '')"
34402895,"('Dang, Yingnong', '@microsoft.com')"
22795910,"('Chintalapati, Murali', '')"
22736499,"('Yao, Randolph', '')"
10736478,"('Yang, Zibin', '')"
1731999,"('Ganjali, Yashar', '@cs.toronto.edu')"
1875109,"('Firoozshahian, Amin', '@hicampsystems.com')"
1807924,"('Bourhis, Pierre', '@univ-lille1.fr')"
2478931,"('Reutter, Juan L.', '@ing.puc.cl')"
2434366,"('Vrgoc, Domagoj', '@ing.puc.cl')"
40022491,"('Gokhale, Pranav', '')"
39813089,"('Holmes, Adam', '@cornell.edu')"
7875262,"('Franklin, Diana', '@cs.ucsb.edu')"
1912190,"('Brown, Kenneth R.', '@chemistry.gatech.edu')"
1710738,"('Bar-Yehuda, Reuven', '')"
1785299,"('Censor-Hillel, Keren', '@cs.technion.ac.il')"
3384620,"('Schwartzman, Gregory', '@cs.technion.ac.il')"
1737553,"('Xu, Jian', '@cs.ucsd.edu')"
31961604,"('Cao, Qingqing', '@cs.stonybrook.edu')"
39259723,"('Prakash, Aditya', '')"
1709514,"('Bosilca, George', '@icl.utk.edu')"
32974771,"('Foyer, Clément', '@inria.fr')"
39868021,"('Mercier, Guillaume', '')"
31917146,"('Papauré, Guillaume', '')"
35474778,"('Yang, Renchi', '@e.ntu.edu.sg')"
33285410,"('Xiao, Xiaokui', '@ntu.edu.sg')"
7391053,"('Wei, Zhewei', '@ruc.edu.cn')"
3018083,"('Yang, Yin', '@qf.org.qa')"
2607427,"('Walulya, Ivan', '@chalmers.se')"
1701362,"('Tsigas, Philippas', '@chalmers.se')"
32008801,"('Noel, Ridwan Rashid', '@my.utsa.edu')"
34718613,"('Lama, Palden', '@utsa.edu')"
3142083,"('Hoang, Thang', '@eecs.oregonstate.edu')"
26974903,"('Ozkaptan, Ceyhun D.', '@osu.edu')"
40645384,"('Yavuz, Attila A.', '@oregonstate.edu')"
1721572,"('Guajardo, Jorge', '')"
1997544,"('Nguyen, Tam', '')"
3051271,"('Zhang, Zijun', '')"
1757079,"('Guz, Zvika', '')"
1786575,"('Shayesteh, Anahita', '')"
34866701,"('Balakrishnan, Vijay', '')"
2184366,"('Xu, Lianghong', '@andrew.cmu.edu')"
8939217,"('Lim, Hyeontaek', '@cs.cmu.edu')"
1762920,"('Kaminsky, Michael', '@intel.com')"
1943226,"('Karpathiotakis, Manos', '@epfl.ch')"
2327080,"('Floratou, Avrilia', '@microsoft.com')"
1728318,"('Ailamaki, Anastasia', '@epfl.ch')"
1747521,"('Duck, Gregory J.', '')"
1713932,"('Yap, Roland H. C.', '@comp.nus.edu.sg')"
2189170,"('Cavallaro, Lorenzo', '@rhul.ac.uk')"
2470974,"('Basin, Dmitry', '')"
3060519,"('Braginsky, Anastasia', '')"
2719320,"('Sulamy, Moshe', '')"
21599687,"('Chuo, Li-Xuan', '@umich.edu')"
2124955,"('Luo, Zhihong', '')"
1692316,"('Sylvester, Dennis', '@umich.edu')"
2325469,"('Kim, Hun-Seok', '@umich.edu')"
9646877,"('Quach, Alan', '')"
2893798,"('Cao, Chun', '')"
2662643,"('Wang, Weiyi', '')"
1695090,"('Ma, Xiaoxing', '@nju.edu.cn')"
3422911,"('Si, Si', '@cs.utexas.edu')"
2741053,"('Kang, Wang-Cheng', '@ucsd.edu')"
2442612,"('Fang, Chen', '@adobe.com')"
8056043,"('Wang, Zhaowen', '@adobe.com')"
1814008,"('Mcauley, Julian', '@eng.ucsd.edu')"
2398441,"('Arndt, Oliver Jakob', '')"
32893656,"('Moß, Tobias', '')"
1766866,"('Blume, Holger', '@ims.uni-hannover.de')"
1929857,"('Jeong, Sehun', '@korea.ac.kr')"
26944840,"('Jeon, Minseok', '')"
39476651,"('Oh, Hakjoo', '@korea.ac.kr')"
2793795,"('Kastrati, Fisnik', '@informatik.uni-mannheim.de')"
1809585,"('Moerkotte, Guido', '@informatik.uni-mannheim.de')"
3341348,"('Zhang, Pengyu', '@stanford.edu')"
39122747,"('Josephson, Colleen', '@stanford.edu')"
2061177,"('Bharadia, Dinesh', '@ucsd.edu')"
2546322,"('Katti, Sachin', '@stanford.edu')"
40798476,"('Teich, Samuel', '')"
34517382,"('Chatterjee, Rahul', '@cs.cornell.edu')"
3413116,"('Woodage, Joanne', '@rhul.ac.uk')"
26904394,"('Pnueli, Yuval', '')"
39509142,"('Chowdhury, Anusha', '')"
35221280,"('Dhulipala, Laxman', '@cs.cmu.edu')"
2045944,"('Shun, Julian', '@mit.edu')"
1830497,"('Wang, Yaqing', '')"
2988239,"('Ma, Fenglong', '@buffalo.edu')"
2170726,"('Su, Lu', '@buffalo.edu')"
1806102,"('Haber, Tom', '@uhasselt.be')"
1775641,"('Lamotte, Wim', '@uhasselt.be')"
39602632,"('Rapoport, Marianna', '')"
36862800,"('Kabir, Ifaz', '')"
19205604,"('He, Paul', '@edu.uwaterloo.ca')"
38328797,"('Ravindra, Sajith', '')"
2741023,"('Dayarathna, Miyuru', '@wso2.com')"
1971912,"('Jayasena, Sanath', '@cse.mrt.ac.lk')"
8182449,"('Xu, Shichang', '@umich.edu')"
26341484,"('Jang, Hyeongwon', '')"
26323645,"('Rhee, Sang Youp', '')"
6337598,"('Kim, Jae Eun', '')"
2393820,"('Kang, Sooyong', '')"
1747885,"('Han, Hyuck', '@dongduk.ac.kr')"
1692265,"('Jung, Hyungsoo', '@hanyang.ac.kr')"
3083814,"('Mohan, Jayashree', '@cs.utexas.edu')"
20426378,"('Purohith, Dhathri', '')"
3069452,"('Halpern, Matthew', '@utexas.edu')"
1805668,"('Reddi, Vijay Janapa', '@ece.utexas.edu')"
1964738,"('Zhai, Yan', '')"
1767703,"('Chase, Jeffrey S.', '')"
2488489,"('Trivedi, Animesh', '@zurich.ibm.com')"
33372120,"('Ioannou, Nikolas', '@zurich.ibm.com')"
2089988,"('Metzler, Bernard', '')"
2840980,"('Stuedi, Patrick', '@zurich.ibm.com')"
3205436,"('Pfefferle, Jonas', '')"
1714355,"('Koltsidas, Ioannis', '')"
7975384,"('Kourtis, Kornilios', '@zurich.ibm.com')"
3355833,"('Liu, Liyuan', '@mail.ustc.edu.cn')"
27365673,"('Lei, Dongming', '')"
2333607,"('Cao, Lianjie', '@purdue.edu')"
36001316,"('Sharma, Puneet', '@hpe.com')"
1680676,"('Fahmy, Sonia', '')"
39095207,"('Saxena, Vinay', '@kisanpgcollege.ac.in')"
37612847,"('Song, Zhenyu', '')"
3015446,"('Shangguan, Longfei', '@cs.princeton.edu')"
1750056,"('Jamieson, Kyle', '@cs.princeton.edu')"
1745852,"('Bauereiß, Thomas', '')"
3225083,"('Gritti, Armando Pesenti', '')"
1766791,"('Popescu, Andrei', '@mdx.ac.uk')"
2342981,"('Raimondi, Franco', '@mdx.ac.uk')"
9187969,"('Krause, Alexander', '')"
2162217,"('Kissinger, Thomas', '')"
1694689,"('Habich, Dirk', '@tu-dresden.de')"
3320376,"('Voigt, Hannes', '@tu-dresden.de')"
7337091,"('Lehner, Wolfgang', '@tu-dresden.de')"
3170313,"('Subramanyan, Pramod', '@berkeley.edu')"
40436310,"('Sinha, Rohit', '@eecs.berkeley.edu')"
3415413,"('Ramnarayan, Jags', '')"
3415450,"('Menon, Sudhir', '')"
7587970,"('Mahajan, Yogesh', '')"
33801198,"('Chakraborty, Soubhik', '')"
3415563,"('Bhanawat, Hemant', '')"
3416102,"('Bachhav, Kishor', '')"
14707986,"('Canino, Anthony', '')"
39584086,"('Liu, Yu David', '@cs.binghamton.edu')"
2599594,"('Yu, Leiming', '@ece.neu.edu')"
2213925,"('Sun, Yifan', '@coe.neu.edu')"
39192990,"('Fang, Qianqian', '')"
3289910,"('Idgunji, Sachin', '')"
2492241,"('Ma, Lingxiao', '')"
20570336,"('Yang, Zhi', '@net.pku.edu.cn')"
3029186,"('Chen, Han', '')"
2870618,"('Xue, Jilong', '@microsoft.com')"
34889832,"('Dai, Yafei', '@pku.edu.cn')"
3414165,"('Meng, Jinghan', '')"
1891854,"('Diao, Yanlei', '@cs.umass.edu')"
10776562,"('Evani, Uday', '@nygenome.org')"
31890802,"('Howarth, Clinton', '')"
1707880,"('Bloom, Toby', '@nygenome.org')"
33374965,"('Datta, Anupam', '@cmu.edu')"
34171852,"('Ko, Gihyuk', '@andrew.cmu.edu')"
3251561,"('Mardziel, Piotr', '@cmu.edu')"
1774073,"('Sen, Shayak', '')"
10424754,"('Bajunaid, Noor', '')"
3182868,"('Kumar, Harendra', '')"
35153920,"('Makam, Sumith', '')"
38155806,"('Cohen, Reuven', '')"
2365417,"('Katzir, Liran', '@cs.technion.ac.il')"
2491608,"('Yehezkel, Aviv', '@cs.technion.ac.il')"
10660223,"('Wermke, Dominik', '')"
39048620,"('Weir, Charles', '@lancaster.ac.uk')"
1679234,"('Oliveira, Rui', '@di.uminho.pt')"
37785191,"('Wu, Xi', '@cs.wisc.edu')"
9539166,"('Li, Fengan', '')"
36812927,"('Kumar, Arun', '')"
1680133,"('Jha, Somesh', '@cs.wisc.edu')"
3343449,"('Gao, Yangyang', '')"
1758209,"('Zhang, Haitao', '')"
25064171,"('Zhu, Yanpei', '')"
25092963,"('Tang, Bingchang', '')"
2269883,"('Ma, Huadong', 'MISSING')"
1919517,"('Ueda, Yohei', '')"
3165589,"('Ohara, Moriyoshi', '@jp.ibm.com')"
2834988,"('Xie, Xiaohui', 'MISSING')"
1783406,"('Liu, Yiqun', '')"
31278837,"('Wang, Xiaochuan', '')"
1731598,"('Wang, Meng', '')"
9273006,"('Wu, Zhijing', '')"
4942149,"('Wu, Yingying', '')"
1700777,"('Zhang, Min', '@tsinghua.edu.cn')"
8093158,"('Ma, Shaoping', '')"
33911355,"('Wu, Haoyang', '')"
3013173,"('Yuan, Zengwen', '@cs.ucla.edu')"
1798566,"('Peng, Chunyi', '@purdue.edu')"
1726570,"('Li, Zhiwei', '')"
3385382,"('Tan, Zhaowei', '@cs.ucla.edu')"
8818286,"('Ding, Boyan', '')"
7823216,"('Li, Xiaoguang', '@ustc.edu.cn')"
2864629,"('Li, Yuanjie', '@cs.ucla.edu')"
9756930,"('Liu, Jun', '')"
2014352,"('Lu, Songwu', '@cs.ucla.edu')"
2302342,"('Cosenza, Biagio', '@tu-berlin.de')"
21490411,"('Durillo, Juan J.', '@dps.uibk.ac.at')"
2490652,"('Ermon, Stefano', '')"
3007449,"('Saemundsson, Trausti', '@ru.is')"
1798526,"('Ahmad, Irfan', '')"
2233275,"('Park, Nohhyun', '@umn.edu')"
32116342,"('Dong, Han', '')"
1726351,"('Li, Tao', '')"
9787716,"('Leng, Jiabing', '')"
7017729,"('Kong, Lingyan', '')"
2043040,"('Bai, Gang', '')"
35719711,"('Makkar, Devavret', '@gatech.edu')"
1713030,"('Bader, David A.', '@cc.gatech.edu')"
1723013,"('Green, Oded', '@gatech.edu')"
17794267,"('Davatz, Christian', '')"
1715103,"('Inzinger, Christian', '@ifi.uzh.ch')"
2383382,"('Scheuner, Joel', '@uzh.ch')"
1910406,"('Leitner, Philipp', '@ifi.uzh.ch')"
2751331,"('Wang, Yipeng', '@ncsu.edu')"
1824115,"('Shands, Deborah', '')"
1914477,"('Huang, Jianyu', '@cs.utexas.edu')"
39967103,"('Rice, Leslie', '')"
1799006,"('Sur, Sanjib', '@wisc.edu')"
2285687,"('Pefkianakis, Ioannis', '@hpe.com')"
24020529,"('Chen, Zhanhao', '')"
1806013,"('Li, Song', '@lehigh.edu')"
24066743,"('Wu, Shujiang', '')"
35238443,"('Friedman, Michal', '')"
17273699,"('Anderton, William C.', '')"
1832296,"('Young, Maxwell', '@cse.msstate.edu')"
32326766,"('Shin, Dear Sungbok', '')"
1952581,"('Choi, Minsuk', '')"
40007192,"('Choi, Jinho', '')"
2255938,"('Langevin, Scott', '')"
39229386,"('Bethune, Christopher', '')"
39848947,"('Horne, Philippe', '')"
3207968,"('Kronenfeld, Nathan', '')"
34058303,"('Kannan, Ramakrishnan', '')"
1685928,"('Park, Haesun', '@cc.gatech.edu')"
1795455,"('Choo, Jaegul', '@korea.ac.kr')"
2114364,"('Kathpal, Atish', '@netapp.com')"
2449395,"('Sehgal, Priya', '@netapp.com')"
34856432,"('Yin, Changchang', '')"
39835284,"('Qian, Buyue', '')"
39367158,"('Cao, Shilei', '')"
1972958,"('Li, Xiaoyu', '')"
39791510,"('Wei, Jishang', '')"
33992264,"('Zheng, Qinghua', '')"
38673135,"('Davidson, Ian', '@cs.ucdavis.edu')"
2682449,"('Bilal, Muhammad', '')"
2238137,"('Delignat-Lavaud, Antoine', '@microsoft.com')"
1694521,"('Fournet, Cédric', '@microsoft.com')"
2163632,"('Kohlweiss, Markulf', '@microsoft.com')"
2975058,"('Protzenko, Jonathan', '@ens-lyon.org')"
3351977,"('Rastogi, Aseem', '@microsoft.com')"
2202482,"('Swamy, Nikhil', '@microsoft.com')"
5516094,"('Pan, Jianyang', '')"
2812070,"('Su, Chunzhi', '')"
40499672,"('Ding, Cong', '@cs.cornell.edu')"
35386249,"('Xie, Chao', '')"
39962143,"('Kassab, Ayham', '')"
36857415,"('Nicod, Jean-Marc', '')"
2005060,"('Philippe, Laurent', '@univ-fcomte.fr')"
1905182,"('Rehn-Sonigo, Veronika', '')"
3300963,"('Maglalang, Jordyn', '@wustl.edu')"
1783012,"('Sun, Jiawen', '')"
2459579,"('Vandierendonck, Hans', '@qub.ac.uk')"
38439596,"('Fang, Bo', '@ece.ubc.ca')"
1747805,"('Ripeanu, Matei', '@ece.ubc.ca')"
3344221,"('Ewart, Timothée', '@epfl.ch')"
27872289,"('Planas, Judit', 'MISSING')"
2758723,"('Cremonesi, Francesco', '')"
17115203,"('Langen, Kai', '')"
2984713,"('Schürmann, Felix', '')"
3032993,"('Delalondre, Fabien', '')"
1776259,"('Wan, Jiguang', '')"
1721131,"('Wu, Wei', '')"
6540942,"('Zhan, Ling', '')"
34330412,"('Yang, Qing', '')"
2624637,"('Qu, Xiaoyang', '')"
8280915,"('Song, Yunpeng', '')"
35655261,"('Cai, Zhongmin', '@sei.xjtu.edu.cn')"
1708494,"('Zhang, Zhi-Li', '@cs.umn.edu')"
3407813,"('Dräxler, Sevil', '@uni-paderborn.de')"
2574950,"('Karl, Holger', '@uni-paderborn.de')"
34260068,"('Orr, Michael', '')"
1691681,"('Sinnen, Oliver', '@auckland.ac.nz')"
2031247,"('Ecarot, Thibaud', '')"
1711563,"('Zeghlache, Djamal', '@it-sudparis.eu')"
9879478,"('Brandily, Cedric', '')"
7468259,"('Feldkord, Björn', '')"
1732130,"('Heide, Friedhelm Meyer Auf Der', '@upb.de')"
33625333,"('Nazari, Alireza', 'MISSING')"
2478114,"('Sehatbakhsh, Nader', '@gatech.edu')"
37093404,"('Alam, Monjur', '@gatech.edu')"
1747749,"('Prvulovic, Milos', '@cc.gatech.edu')"
3433542,"('Rindal, Peter', '@oregonstate.edu')"
2524585,"('Rosulek, Mike', '@eecs.oregonstate.edu')"
9527615,"('Cui, Weilong', '')"
1784473,"('Sherwood, Timothy', '@cs.ucsb.edu')"
34316056,"('Khan, Shahbaz', '@cse.iitk.ac.in')"
1715454,"('Jouppi, Norman P.', '')"
39660914,"('Young, Cliff', '')"
2020474,"('Patil, Nishant', '')"
2861543,"('Patterson, David', '@cs.berkeley.edu')"
7012376,"('Agrawal, Gaurav', '@google.com')"
36843389,"('Bajwa, Raminder', '')"
4823686,"('Bates, Sarah', '')"
6287510,"('Bhatia, Suresh', '@uq.edu.au')"
14950646,"('Boden, Nan', '')"
34093825,"('Borchers, Al', '')"
2230969,"('Boyle, Rick', '')"
39717385,"('Cantin, Pierre-Luc', '')"
10599460,"('Chao, Clifford', '')"
2157243,"('Clark, Chris', '')"
10798325,"('Coriell, Jeremy', '')"
40504585,"('Daley, Mike', '')"
10745330,"('Dau, Matt', '')"
1796515,"('Dean, Jeffrey', '@google.com')"
8732659,"('Gelb, Ben', '')"
10750186,"('Ghaemmaghami, Tara Vazir', '')"
40301682,"('Gottipati, Rajendra', '')"
10703669,"('Gulland, William', '')"
39066904,"('Hagmann, Robert', '')"
40582433,"('Ho, C. Richard', '')"
9134643,"('Hogberg, Doug', '')"
2805999,"('Hu, John', '')"
1701671,"('Hundt, Robert', '@google.com')"
40535278,"('Hurt, Dan', '')"
2475342,"('Ibarz, Julian', '@google.com')"
10433955,"('Jaffey, Aaron', '')"
40449051,"('Jaworski, Alek', '')"
29793267,"('Kaplan, Alexander', '')"
10715238,"('Khaitan, Harshit', '')"
35002044,"('Killebrew, Daniel', '')"
35738359,"('Koch, Andy', '')"
1715147,"('Kumar, Naveen', '')"
40476752,"('Lacy, Steve', '')"
2926266,"('Laudon, James', '')"
38508422,"('Law, James', '')"
32249701,"('Le, Diemthu', '')"
3362246,"('Leary, Chris', '')"
8847026,"('Liu, Zhuyuan', '')"
3162843,"('Lucke, Kyle', '')"
9620331,"('Lundin, Alan', '')"
10803508,"('Mackean, Gordon', '')"
1973715,"('Maggiore, Adriana', '')"
34457217,"('Mahony, Maire', '')"
33731706,"('Miller, Kieran', '')"
32445120,"('Nagarajan, Rahul', '')"
34602886,"('Narayanaswami, Ravi', '')"
39761104,"('Ni, Ray', '')"
13805826,"('Nix, Kathy', '')"
3222376,"('Norrie, Thomas', '')"
3175815,"('Omernick, Mark', '')"
10686924,"('Penukonda, Narayana', '')"
35743099,"('Phelps, Andy', '')"
14022616,"('Ross, Jonathan', '')"
2141029,"('Ross, Matt', '')"
40405690,"('Salek, Amir', '@google.com')"
9364218,"('Samadiani, Emad', '')"
2219487,"('Severn, Chris', '')"
2473816,"('Sizikov, Gregory', 'MISSING')"
10665586,"('Snelham, Matthew', '')"
10692866,"('Souter, Jed', '')"
39566019,"('Steinberg, Dan', '')"
10779387,"('Swing, Andy', '')"
1918916,"('Tan, Mercedes', '')"
3128076,"('Thorson, Gregory', '')"
1998839,"('Tian, Bo', '')"
5055423,"('Toma, Horia', '')"
35916116,"('Tuttle, Erick', '')"
38062095,"('Vasudevan, Vijay', '@cs.cmu.edu')"
34922221,"('Walter, Richard', '')"
2935275,"('Wang, Walter', '')"
1925527,"('Wilcox, Eric', '@dri.edu')"
1712426,"('Yoon, Doe Hyun', '@google.com')"
34751507,"('Zolfaghari, Hadi', '@artorg.unibe.ch')"
2669515,"('Jiang, Zhengbao', '')"
2259699,"('Wen, Ji-Rong', '@ruc.edu.cn')"
1897235,"('Dou, Zhicheng', '@ruc.edu.cn')"
2542603,"('Zhao, Wayne Xin', '@ruc.edu.cn')"
1807485,"('Nie, Jian-Yun', '@iro.umontreal.ca')"
32916805,"('Yue, Ming', '')"
3180418,"('Markomanolis, George S.', '@kaust.edu.sa')"
3083117,"('Ibeid, Huda', '@illinois.edu')"
3294888,"('Jung, Minyoung', '')"
1727224,"('Park, Jinwoo', '')"
1723281,"('Wang, Lu', '@umich.edu')"
39895985,"('Zhu, Dongxiao', '')"
1750856,"('Benedikt, Michael', '@cs.ox.ac.uk')"
40404585,"('Konstantinidis, George', '@cs.ox.ac.uk')"
1785690,"('Mecca, Giansalvatore', '@unibas.it')"
1703160,"('Motik, Boris', '@cs.ox.ac.uk')"
1802817,"('Papotti, Paolo', '@asu.edu')"
2292020,"('Santoro, Donatello', '@unibas.it')"
2181980,"('Tsamoura, Efthymia', '')"
1782350,"('Douglis, Fred', '@dell.com')"
32331661,"('Duggal, Abhinav', '')"
1816098,"('Shilane, Philip', '@emc.com')"
31934385,"('Wong, Tony', '')"
39922425,"('Thomas, Daniel R.', '@cl.cam.ac.uk')"
1794388,"('Pastrana, Sergio', '@cam.ac.uk')"
36106268,"('Hutchings, Alice', '@cl.cam.ac.uk')"
1892117,"('Clayton, Richard', 'MISSING')"
1751385,"('Han, Li', '')"
2180844,"('Canon, Louis-Claude', '@univ-fcomte.fr')"
1736346,"('Vivien, Frédéric', '@inria.fr')"
2747035,"('Berrang, Pascal', '@cs.uni-saarland.de')"
4356930,"('Bieg, Matthias', '')"
1805740,"('Eils, Roland', '@dkfz.de')"
38189358,"('Herrmann, Carl', '@uni-heidelberg.de')"
34563314,"('Lehmann, Irina', '')"
34707388,"('Yu, Dongxiao', '@cs.hku.hk')"
7708260,"('Wang, Yuexuan', '')"
2104997,"('Tonoyan, Tigran', '@ru.is')"
2324985,"('Le, Trung', '@deakin.edu.au')"
1685912,"('Nguyen, Khanh', '')"
3314511,"('Nguyen, Tu Dinh', '@deakin.edu.au')"
1866157,"('Vanhoef, Mathy', '@cs.kuleuven.be')"
1739936,"('Piessens, Frank', '@cs.kuleuven.be')"
3192287,"('Jajoo, Akshay', '@purdue.edu')"
39655582,"('Gandhi, Rohan', '@purdue.edu')"
2981910,"('Hu, Y. Charlie', '@purdue.edu')"
4093554,"('Koh, Cheng-Kok', '')"
1702112,"('Giannakis, Georgios B.', '@umn.edu')"
2690018,"('Kim, Changsu', '')"
2563077,"('Kim, Juhyun', '')"
35518579,"('Kang, Juwon', '')"
2363315,"('Kim, Hanjun', '@postech.ac.kr')"
1769333,"('Bastoul, Cédric', '@unistra.fr')"
1686527,"('Loechner, Vincent', '@unistra.fr')"
32577227,"('Thiessen, Rei', '')"
39572993,"('Sun, Peng', '@ntu.edu.sg')"
40096128,"('Wen, Yonggang', '@ntu.edu.sg')"
1767765,"('Duong, Ta Nguyen Binh', '@ihpc.a-star.edu.sg')"
1931413,"('Narayana, Srinivas', '@cs.princeton.edu')"
39118448,"('Sivaraman, Anirudh', '@mit.edu')"
2335477,"('Nathan, Vikram', '')"
1688438,"('Goyal, Prateesh', '@mit.edu')"
39685882,"('Arun, Venkat', '@unh.newhaven.edu')"
32317135,"('Jeyakumar, Vimalkumar', '@cs.stanford.edu')"
2467321,"('Sivakumar, Ashiwan', '@andrew.cmu.edu')"
2107248,"('Jiang, Chuan', '')"
2249019,"('Nam, Yun Seong', '')"
3232007,"('Narayanan, Shankaranarayanan Puzhavakath', '@research.att.com')"
34945576,"('Gopalakrishnan, Vijay', '')"
1790166,"('Thottethodi, Mithuna', '@purdue.edu')"
1717864,"('Vijaykumar, T. N.', '@ecn.purdue.edu')"
3214124,"('Jung, Jinhong', '')"
2867343,"('Park, Namyong', '')"
2538633,"('Lyubashevsky, Vadim', '@zurich.ibm.com')"
1788020,"('Neven, Gregory', '@zurich.ibm.com')"
33308902,"('Seiler, Gregor', '')"
1722599,"('Rzayev, Tayyar', '@cornell.edu')"
1808537,"('Manohar, Rajit', '@yale.edu')"
1831764,"('Kihm, Jaeyeon', '')"
2543728,"('Sivakorn, Suphannee', '@columbia.edu')"
1729224,"('Argyros, George', '')"
1856525,"('Conte, Alessio', '@di.unipi.it')"
1728335,"('Firmani, Donatella', '@uniroma3.it')"
22598405,"('Mordente, Caterina', '')"
1737726,"('Patrignani, Maurizio', '@dia.uniroma3.it')"
1718274,"('Torlone, Riccardo', '@dia.uniroma3.it')"
35410424,"('Kumar, Rakesh', '@illinois.edu')"
3091010,"('Brankovic, Aleksandar', '')"
1930410,"('Pavlou, Demos', '')"
2781082,"('Stavrou, Kyriakos', '')"
2129996,"('Gibert, Enric', '')"
40430154,"('Gonzalez, Antonio', '@ac.upc.edu')"
2538457,"('Shirvanian, Maliheh', '@uab.edu')"
1707411,"('Saxena, Nitesh', '@uab.edu')"
22253682,"('Raifer, Nimrod', '')"
2625830,"('Raiber, Fiana', '')"
1708847,"('Tennenholtz, Moshe', '')"
1779654,"('Kurland, Oren', '')"
7604095,"('Liao, Chunhua', '')"
1905021,"('Lin, Pei-Hung', '@llnl.gov')"
39557429,"('Asplund, Joshua', '')"
1736921,"('Schordan, Markus', '@llnl.gov')"
1788404,"('Pradhan, Swadhin', '@cs.utexas.edu')"
40219427,"('Qiu, Lili', '@cs.utexas.edu')"
2436656,"('Wu, Daoyuan', '@smu.edu.sg')"
1743225,"('Li, Weichao', '@comp.polyu.edu.hk')"
28076389,"('Cheng, Eric K. T.', '')"
39763956,"('Laine, Kim', '')"
3353863,"('Mukerjee, Matthew K.', '@cs.cmu.edu')"
2238966,"('Bozkurt, Ilker Nadi', '@cs.duke.edu')"
33878552,"('Ray, Devdeep', '@cs.cmu.edu')"
1688592,"('Zhang, Hui', '')"
1962254,"('Sun, Haiyang', '@usi.ch')"
2010862,"('Birke, Robert', '')"
1727830,"('Binder, Walter', '@usi.ch')"
2075868,"('Chen, Lydia Y.', '@zurich.ibm.com')"
2565726,"('Kincaid, Zachary', '@cs.princeton.edu')"
3097337,"('Breck, Jason', '')"
17786569,"('Boroujeni, Ashkan Forouhi', '')"
7266659,"('Lee, Eojin', '@snu.ac.kr')"
2550204,"('Jung, Daejin', '@daejin.ac.kr')"
2380767,"('Zhao, Shangqing', '@mail.usf.edu')"
9095564,"('Luo, Zhengping', '@mail.usf.edu')"
1777472,"('Lu, Zhuo', '@usf.edu')"
3113451,"('Lu, Xiang', '')"
1778865,"('Liu, Yao', '@cse.usf.edu')"
37852689,"('Kumar, Snehasish', '@sfu.ca')"
1807593,"('Shriraman, Arrvindh', '@cs.sfu.ca')"
27054917,"('Roghanchi, Sepideh', '')"
34186349,"('Eriksson, Jakob', '@uic.edu')"
3608529,"('Basu, Nilanjana', '')"
2869098,"('Zhang, Xuechen', '@wsu.edu')"
37613610,"('Cheng, Long', '@tue.nl')"
2153832,"('Jindal, Alekh', '@microsoft.com')"
1808412,"('Wang, Chuan-Ju', '@citi.sinica.edu.tw')"
22262834,"('Wang, Ting-Hsiang', '')"
22171670,"('Yang, Hsiu-Wei', '')"
22176147,"('Chang, Bo-Sin', '')"
1793168,"('Tsai, Ming-Feng', '@nccu.edu.tw')"
37770113,"('Fouladi, Sadjad', '')"
9751328,"('Shacklett, Brennan', '')"
