author_id,author_name,author_email
12217448,"('Liu, Fang', '')"
3041710,"('Zhang, Qizhen', '')"
2777062,"('Chen, Hongzhi', '')"
2127614,"('Yan, Da', '@uab.edu')"
1717691,"('Cheng, James', '')"
35206168,"('Loo, Boon Thau', '@cis.upenn.edu')"
2249549,"('Bangalore, Purushotham', '')"
2289351,"('Silberstein, Mark', '@ee.technion.ac.il')"
1815239,"('Zhao, Huan', '@cse.ust.hk')"
3259992,"('Yao, Quanming', '@cse.ust.hk')"
2099949,"('Li, Jianda', '')"
1809614,"('Song, Yangqiu', '@cse.ust.hk')"
1692152,"('Lee, Dik Lun', '@cse.UST.hk')"
39637073,"('Sampé, Josep', '@urv.cat')"
2888002,"('Moatti, Yosef', '')"
3318516,"('Rom, Eran', '')"
34854131,"('Smith, Shaden', '@cs.umn.edu')"
1686843,"('Park, Jongsoo', '@intel.com')"
1681616,"('Karypis, George', '@umn.edu')"
1940437,"('Li, Huiba', 'MISSING')"
1908353,"('Zhang, Yiming', '')"
1711631,"('Zhang, Zhiming', '')"
1789188,"('Liu, Shengyun', '')"
1718853,"('Li, Dongsheng', '@nudt.edu.cn')"
1767061,"('Liu, Xiaohui', '')"
2653582,"('Peng, Yuxing', '')"
31452614,"('Zhang, Ren', '@esat.kuleuven.be')"
1718124,"('Preneel, Bart', '@esat.kuleuven.be')"
36736387,"('Mishra, Nikita', '@cs.uchicago.edu')"
40085771,"('Hoffmann, Henry', '@cs.uchicago.edu')"
1792031,"('Lu, Tao', '@njit.edu')"
7920553,"('Suchyta, Eric', '@ornl.gov')"
2193258,"('Pugmire, David', '@ornl.gov')"
1736095,"('Klasky, Scott', '@ornl.gov')"
1734819,"('Podhorszki, Norbert', '@ornl.gov')"
2942322,"('Ainsworth, Mark', '@brown.edu')"
4003076,"('Wolf, Matthew', '@ornl.gov')"
2061231,"('Trippel, Caroline', '@princeton.edu')"
2851729,"('Manerkar, Yatin A.', '')"
3583740,"('Lustig, Daniel', '@nvidia.com')"
1790200,"('Pellauer, Michael', '')"
1708269,"('Martonosi, Margaret', '@princeton.edu')"
1740068,"('Zhu, Yan', '@ucr.edu')"
8886175,"('Imamura, Makoto', '')"
2965906,"('Nikovski, Daniel', '@merl.com')"
1732516,"('Keogh, Eamonn', '@cs.ucr.edu')"
36197595,"('Naim, Md.', '')"
2296505,"('Manne, Fredrik', '@ii.uib.no')"
3285377,"('Halappanavar, Mahantesh', '@pnnl.gov')"
1765867,"('Carastan-Santos, Danilo', '')"
2699080,"('Camargo, Raphael Y. De', '@ufabc.edu.br')"
14234252,"('Todd, Andrew', '')"
29359708,"('Nourian, Marziyeh', '@ncsu.edu')"
2948456,"('Becchi, Michela', '@ncsu.edu')"
3039546,"('Mavroudis, Vasilios', '@cs.ucl.ac.uk')"
40036643,"('Cerulli, Andrea', '@ucl.ac.uk')"
1722262,"('Danezis, George', '@ucl.ac.uk')"
1699598,"('Di, Sheng', '@anl.gov')"
3265548,"('Gupta, Rinku', '@mcs.anl.gov')"
1699887,"('Snir, Marc', '@illinois.edu')"
17871303,"('Pershey, Eric', '')"
1835783,"('Li, Runhui', '@cse.cuhk.edu.hk')"
2163260,"('Li, Xiaolu', '')"
33431705,"('Lee, Patrick P. C.', '@cse.cuhk.edu.hk')"
1793192,"('Huang, Qun', '@cse.cuhk.edu.hk')"
37811136,"('Wilkerson, Chris', '')"
1734498,"('Chen, Xu', '@mails.tsinghua.edu.cn')"
1739818,"('Zhang, Yongfeng', '@cs.umass.edu')"
35531065,"('Ai, Qingyao', '@cs.umass.edu')"
2468306,"('Xu, Hongteng', '@gatech.edu')"
3063894,"('Yan, Junchi', '@cn.ibm.com')"
1685620,"('Qin, Zheng', '@ihpc.a-star.edu.sg')"
5597426,"('Handley, Mark', '@cs.ucl.ac.uk')"
1758591,"('Raiciu, Costin', '@cs.pub.ro')"
2015053,"('Agache, Alexandru', '')"
2926206,"('Voinescu, Andrei', '@cs.pub.ro')"
31755529,"('Moore, Andrew W.', '@cl.cam.ac.uk')"
2022218,"('Antichi, Gianni', '@cl.cam.ac.uk')"
38358360,"('Wójcik, Marcin', '@cs.bris.ac.uk')"
3113990,"('Hahn, Sangwook Shane', '@snu.ac.kr')"
1744734,"('Lee, Sungjin', '@csail.mit.edu')"
3455892,"('Ji, Cheng', '')"
38849152,"('Chang, Li-Pin', '@cs.nctu.edu.tw')"
37768059,"('Yee, Inhyuk', '')"
1761924,"('Shi, Liang', '@cqu.edu.cn')"
2297316,"('Xue, Chun Jason', '')"
2086951,"('Kim, Jihong', '@davinci.snu.ac.kr')"
2559102,"('Fang, Aiman', '@cs.uchicago.edu')"
2425932,"('Cavelan, Aurélien', '@ens-lyon.fr')"
1735015,"('Robert, Yves', '@ens-lyon.fr')"
1695232,"('Chien, Andrew A.', '@cs.uchicago.edu')"
1999637,"('Kim, Doowon', '@cs.umd.edu')"
2457887,"('Kwon, Bum Jun', '@umd.edu')"
3343194,"('Dumitras, Tudor', '@umiacs.umd.edu')"
40270373,"('Aken, Dana Van', '')"
1774210,"('Pavlo, Andrew', '@cs.cmu.edu')"
2903546,"('Zhang, Bohan', '')"
3426485,"('Han, Xueyuan', '@g.harvard.edu')"
2191192,"('Ranjan, Tanvi', '@g.harvard.edu')"
39922558,"('Goldstein, Mark', '@g.harvard.edu')"
3236398,"('Razaghpanah, Abbas', '@cs.stonybrook.edu')"
28931849,"('Niaki, Arian Akhavan', '@cs.umass.edu')"
2560825,"('Vallina-Rodriguez, Narseo', '@imdea.org')"
1811289,"('Amann, Johanna', '')"
36757962,"('Gill, Phillipa', '@cs.umass.edu')"
7549792,"('Zhang, Yunhao', '')"
40576767,"('Chen, Rong', '@sjtu.edu.cn')"
3363560,"('Phan, Nhathai', '@njit.edu')"
7916525,"('Wu, Xintao', '@uark.edu')"
5064202,"('Hu, Han', '')"
1721158,"('Dou, Dejing', '@cs.uoregon.edu')"
2712026,"('Khandelwal, Anurag', '@berkeley.edu')"
1867996,"('Yang, Zongheng', '@berkeley.edu')"
10771670,"('Ye, Evan', '@cs.ubc.ca')"
34292316,"('Agarwal, Rachit', '@cs.cornell.edu')"
1852063,"('Yasin, Muhammad', '@nyu.edu')"
32173503,"('Sengupta, Abhrajit', '@nyu.edu')"
26939526,"('Nabeel, Mohammed Thari', '')"
11864529,"('Ashraf, Mohammed', '')"
1977116,"('Rajendran, Jeyavijayan', '@tamu.edu')"
1732778,"('Sinanoglu, Ozgur', '@nyu.edu')"
2133038,"('Espitau, Thomas', '@lip6.fr')"
1740168,"('Fouque, Pierre-Alain', '@ens.fr')"
1678628,"('Tibouchi, Mehdi', '@normalesup.org')"
2688640,"('Prabhakar, Raghu', '@stanford.edu')"
1834695,"('Zhang, Yaqi', '@brown.edu')"
2179980,"('Koeplinger, David', '@stanford.edu')"
9232666,"('Zhao, Tian', '')"
2543429,"('Hadjis, Stefan', '@stanford.edu')"
9182159,"('Pedram, Ardavan', '@stanford.edu')"
31274102,"('Yeh, Tsung Tai', '')"
1693799,"('Sakdhnagool, Putt', '')"
1727592,"('Eigenmann, Rudolf', '')"
32632026,"('Rogers, Timothy G.', '@purdue.edu')"
1825407,"('Pascual, Fanny', '')"
1780581,"('Rzadca, Krzysztof', '@mimuw.edu.pl')"
1797601,"('Qiang, Weizhong', '')"
1744732,"('Cao, Yong', '')"
16208520,"('Dai, Weiqi', '@hust.edu.cn')"
2068865,"('Zou, Deqing', '')"
2156156,"('Jin, Hai', '@hust.edu.cn')"
2062558,"('Genkin, Daniel', '@cis.upenn.edu')"
2620997,"('Katz, Jonathan', '@cs.umd.edu')"
1714848,"('Papadopoulos, Dimitrios', '@cse.ust.hk')"
1790969,"('Papamanthou, Charalampos', '@umd.edu')"
28877895,"('Silvestri, Emiliano', '')"
7949965,"('Economo, Simone', '@dis.uniroma1.it')"
1886962,"('Sanzo, Pierangelo Di', '@dis.uniroma1.it')"
39222438,"('Pellegrini, Alessandro', '@dis.uniroma1.it')"
1714807,"('Quaglia, Francesco', '@uniroma2.it')"
35302900,"('Rajagopal, Dineshkumar', '')"
2858300,"('Tafani, Daniele', '')"
3262245,"('Georgiou, Yiannis', '')"
2247963,"('Glesser, David', '')"
39096075,"('Ott, Michael', '')"
1686211,"('Liu, Ming', '')"
37086638,"('Luo, Liang', '')"
14826944,"('Atreya, Kishore', '')"
38393834,"('Vega, Carlos', '')"
38607554,"('Zazo, Jose Fernando', '')"
2932785,"('Meyer, Hugo', '@uva.nl')"
1714970,"('Aracil, Javier', '@etsi.us.es')"
2201537,"('Chiu, Chui-Hui', 'MISSING')"
11009181,"('Singh, Dipak Kumar', '')"
34660837,"('Wang, Qingyang', '@csc.lsu.edu')"
1899648,"('Lee, Kisung', '@lsu.edu')"
2794114,"('Park, Seung-Jong', '@cct.lsu.edu')"
1944074,"('Lumpe, Markus', '')"
1750430,"('Chhetri, Mohan Baruwal', '@swin.edu.au')"
1722005,"('Kowalczyk, Ryszard', '@swin.edu.au')"
39454579,"('Singh, Rohit', '')"
9762022,"('Grusecki, Travis', '')"
40604671,"('Patel, Yuvraj', '')"
33396960,"('Kaminski, Ted', '')"
39433275,"('Kramer, Lucas', '')"
26946268,"('Carlson, Travis', '')"
2777290,"('Wyk, Eric Van', '')"
18772848,"('Rude, Cody M.', '')"
33571655,"('Blair, David M.', '')"
10660562,"('Li, Justin D.', '')"
1682906,"('Pankratius, Victor', '')"
2028147,"('Berenbrink, Petra', '')"
1704036,"('Kling, Peter', '@sfu.ca')"
3382597,"('Liaw, Christopher', '')"
1685567,"('Mehrabian, Abbas', '@cs.ubc.ca')"
2691450,"('Muller, Stefan K.', '@bioss.uni-freiburg.de')"
33486652,"('Harper, Robert', '')"
27081950,"('Tirukkovalluri, Satish Kumar', '@ncsu.edu')"
1799329,"('Ryoo, Jee Ho', '@oracle.com')"
2543676,"('Meswani, Mitesh R.', '')"
2130920,"('Panda, Reena', '@utexas.edu')"
3114123,"('Cormack, Gordon V.', '@plg.uwaterloo.ca')"
2637161,"('Grossman, Maura R.', '')"
3445724,"('Ajay, Jerry', '@buffalo.edu')"
37712692,"('Song, Chen', '@buffalo.edu')"
32775344,"('Rathore, Aditya Singh', '@buffalo.edu')"
1749211,"('Zhou, Chi', '@buffalo.edu')"
1741866,"('Li, Hongliang', '')"
36416867,"('Wu, Jie', '@temple.edu')"
1764407,"('Jiang, Zhen', '@wcupa.edu')"
1737850,"('Li, Xiang', '')"
2094025,"('Wei, Xiaohui', '')"
34739391,"('Grubbs, Paul', '@cornell.edu')"
1707461,"('Ristenpart, Thomas', '@cornell.edu')"
1723945,"('Shmatikov, Vitaly', '')"
1729559,"('Islam, Mohammad A.', '')"
1691652,"('Ren, Shaolei', '')"
1706859,"('Wierman, Adam', '@caltech.edu')"
1814141,"('Tabuchi, Akihiro', '')"
2814225,"('Nakao, Masahiro', 'MISSING')"
2575510,"('Murai, Hitoshi', '')"
2616076,"('Boku, Taisuke', '')"
1744801,"('Sato, Mitsuhisa', '')"
40044088,"('Tumanov, Alexey', '@berkeley.edu')"
33984867,"('Chung, Andrew', '@andrew.cmu.edu')"
39941616,"('Ghorbani, Soudeh', '@illinois.edu')"
1758273,"('Godfrey, Brighten', '@illinois.edu')"
40400989,"('Martineau, Matt', '@bristol.ac.uk')"
2080824,"('Mcintosh-Smith, Simon', '@cs.bris.ac.uk')"
1779706,"('Liu, Zemin', '@zju.edu.cn')"
2491583,"('Chang, Kevin Chen-Chuan', '@illinois.edu')"
26631698,"('Du, Lian', '')"
2592610,"('Wo, Tianyu', '')"
1894612,"('Yang, Renyu', '@act.buaa.edu.cn')"
1767378,"('Hu, Chunming', '')"
3446403,"('Doerner, Jack', '@virginia.edu')"
38816279,"('Maas, Martin', '@eecs.berkeley.edu')"
1717872,"('Kubiatowicz, John', '@cs.berkeley.edu')"
2825891,"('Georgakoudis, Giorgis', '@qub.ac.uk')"
1696759,"('Laguna, Ignacio', '@llnl.gov')"
1698312,"('Nikolopoulos, Dimitrios S.', '@qub.ac.uk')"
1772965,"('Schulz, Martin', '@llnl.gov')"
2103014,"('Malavolta, Giulio', '')"
4436634,"('Maffei, Matteo', '@tuwien.ac.at')"
40020483,"('Ravi, Srivatsan', '@isi.edu')"
2691974,"('Binnig, Carsten', '@brown.edu')"
34627565,"('Stefani, Lorenzo De', '')"
1746961,"('Kraska, Tim', '@cs.berkeley.edu')"
1735099,"('Upfal, Eli', '@brown.edu')"
1945956,"('Zgraggen, Emanuel', '@brown.edu')"
3361009,"('Zhao, Zheguang', '@brown.edu')"
36224817,"('Isaacs, Rebecca', '@acm.org')"
17927692,"('Welch, Brent', 'MISSING')"
3427189,"('Maass, Steffen', '@gatech.edu')"
39510203,"('Kumar, Mohan', '')"
39889004,"('Adams, Michael D.', '@utah.edu')"
1993034,"('Might, Matthew', '@uab.edu')"
2159885,"('Li, Yuchen', '@comp.nus.edu.sg')"
3232294,"('Fan, Ju', '@ruc.edu.cn')"
2712862,"('Zhang, Dongxiang', '@uestc.edu.cn')"
1688848,"('Tan, Kian-Lee', '')"
6632192,"('Young, Vinson', '@gatech.edu')"
1936310,"('Nair, Prashant J.', '@ibm.com')"
2649174,"('Nanavati, Mihir', '')"
3251920,"('Huang, Zengfeng', '@unsw.edu.au')"
2873542,"('Lin, Xuemin', '@cse.unsw.edu.au')"
19262604,"('Zhang, Wenjie', '@cse.unsw.edu.au')"
38722980,"('Rangel, Esteban', '@u.northwestern.edu')"
2879411,"('Frontiere, Nicholas', '')"
2675615,"('Habib, Salman', '')"
2306356,"('Heitmann, Katrin', '')"
34706774,"('Ugawa, Tomoharu', '')"
1959352,"('Abe, Tatsuya', '')"
35219029,"('Maeda, Toshiyuki', '')"
2520493,"('Shokri, Reza', '@comp.nus.edu.sg')"
34828439,"('Stronati, Marco', '')"
3469125,"('Song, Congzheng', '@cornell.edu')"
20652154,"('Mehdi, Syed Akbar', '@cs.utexas.edu')"
2935796,"('Littley, Cody', '')"
2174285,"('Crooks, Natacha', '@cs.utexas.edu')"
3155879,"('Bronson, Nathan', '@fb.com')"
37931585,"('Nelson, Luke', '')"
3133276,"('Sigurbjarnarson, Helgi', '')"
27739949,"('Johnson, Dylan', '')"
3211657,"('Bornholt, James', '@cs.washington.edu')"
1833123,"('Torlak, Emina', '@alum.mit.edu')"
9561490,"('Peng, Yanghua', '')"
2473452,"('Yang, Ji', '')"
1726963,"('Wu, Chuan', '@cs.hku.hk')"
39152478,"('Guo, Chuanxiong', '@ieee.org')"
1736449,"('Hu, Chengchen', '@ieee.org')"
1744839,"('Li, Zongpeng', '@ucalgary.ca')"
33278013,"('Mahajan, Divya', '@gatech.edu')"
36491005,"('Zong, Ziliang', '')"
2166550,"('Hack, Michel', '')"
1713016,"('Li, Min', '@cn.ibm.com')"
4145819,"('Wang, Yifan', '')"
3255571,"('Zhang, Xingzhou', '@ict.ac.cn')"
9073585,"('Chao, Lu', '@ict.ac.cn')"
40339410,"('Wu, Lang', '')"
13664102,"('Peng, Xiaohui', '')"
2039588,"('Bonawitz, Keith', '@google.com')"
3395858,"('Ivanov, Vladimir', '')"
4908509,"('Kreuter, Ben', '')"
2212030,"('Marcedone, Antonio', '@cs.cornell.edu')"
2190183,"('Mcmahan, H. Brendan', '@google.com')"
34521172,"('Patel, Sarvar', '')"
1878835,"('Ramage, Daniel', '@cs.stanford.edu')"
40627391,"('Segal, Aaron', '')"
34185195,"('Seth, Karn', '@cornell.edu')"
1691086,"('Li, Ang', '@pnnl.gov')"
40474862,"('Liu, Weifeng', '@ntnu.no')"
1886041,"('Kristensen, Mads Ruben Burgdorff', '@nbi.dk')"
1750748,"('Vinter, Brian', '')"
1971458,"('Hou, Kaixi', '@vt.edu')"
2211379,"('Choi, Jungsik', '@skku.edu')"
3968500,"('Kim, Jiwon', '')"
1780653,"('Han, Hwansoo', '@skku.edu')"
31884444,"('Beri, Alec', '')"
39326009,"('Awad, Amro', '@sandia.gov')"
1699757,"('Basu, Arkaprava', '@amd.com')"
2210762,"('Blagodurov, Sergey', '@sfu.ca')"
3308405,"('Loh, Gabriel H.', '@amd.com')"
2717484,"('Cidon, Asaf', '@stanford.edu')"
17314133,"('Rushton, Daniel', '')"
2224644,"('Rumble, Stephen M.', '@cs.stanford.edu')"
3087426,"('Stutsman, Ryan', '@cs.utah.edu')"
5947982,"('Seo, Jihye', '@kaist.ac.kr')"
3356158,"('Kim, Wook-Hee', '@unist.ac.kr')"
2692944,"('Baek, Woongki', '@unist.ac.kr')"
1719212,"('Noh, Sam H.', '@unist.ac.kr')"
3298489,"('Ge, Xinyang', '@microsoft.com')"
2694341,"('Payer, Mathias', '@nebelwelt.net')"
1699210,"('Jaeger, Trent', 'MISSING')"
34441280,"('Boos, Kevin', '@rice.edu')"
32467844,"('Vecchio, Emilio Del', '')"
1766339,"('Zhong, Lin', '@rice.edu')"
1997092,"('Hu, Yige', '')"
1716807,"('Kwon, Youngjin', '@cs.utexas.edu')"
1683338,"('Witchel, Emmett', '@cs.utexas.edu')"
1804097,"('Turk, Ata', '@bu.edu')"
29839844,"('Warrior, Marc Anthony', '')"
3390049,"('Klarman, Uri', '')"
34400673,"('Flores, Marcel', '')"
1718392,"('Kuzmanovic, Aleksandar', '@northwestern.edu')"
7494341,"('Zheng, Wenting', '@eecs.berkeley.edu')"
34825255,"('Hu, Xiaohe', '@tsinghua.edu.cn')"
39997022,"('Kenyon, Richard Wallace', '')"
5679382,"('Mickelson, Alan', '@colorado.edu')"
2822949,"('Shimokawabe, Takashi', '')"
39045319,"('Endo, Toshio', '@is.titech.ac.jp')"
6765406,"('Onodera, Naoyuki', '')"
2584629,"('Aoki, Takayuki', '')"
1697444,"('Bastani, Osbert', '@cs.stanford.edu')"
37529085,"('Sharma, Rahul', '@microsoft.com')"
40085065,"('Liang, Percy', '@cs.stanford.edu')"
26904843,"('Guo, Yihua Ethan', '@umich.edu')"
2440972,"('Nikravesh, Ashkan', '@umich.edu')"
35049639,"('Sen, Subhabrata', '')"
35164008,"('Subramanian, Lavanya', '@intel.com')"
3148716,"('Clemente-Castelló, Francisco J.', '@uji.es')"
2555685,"('Nicolae, Bogdan', '@acm.org')"
2685262,"('Rafique, M. Mustafa', '')"
1682796,"('Wang, Frank', '@mit.edu')"
4225110,"('Yun, Catherine', '')"
1706681,"('Goldwasser, Shafi', '')"
1749858,"('Vaikuntanathan, Vinod', '@csail.mit.edu')"
8362396,"('Hao, Yuchen', '@cs.ucla.edu')"
3331952,"('Fang, Zhenman', '@cs.ucla.edu')"
1718128,"('Reinman, Glenn', '@cs.ucla.edu')"
2259796,"('Cong, Jason', '@cs.ucla.edu')"
28012900,"('Nguyen, Hung T.', '@mymail.vcu.edu')"
17849115,"('Chai, Anchen', '')"
1975196,"('Glatard, Tristan', '@concordia.ca')"
1771013,"('Benoit-Cattin, Hugues', '')"
1790279,"('Mazouz, Abdelhafid', 'MISSING')"
31201708,"('Wong, David C.', '@i2r.a-star.edu.sg')"
1704285,"('Jalby, William', '@uvsq.fr')"
3418470,"('Vangoor, Bharath Kumar Reddy', '')"
28670096,"('Tarasov, Vasily', '@us.ibm.com')"
1708491,"('Zadok, Erez', '@cs.stonybrook.edu')"
1703441,"('Bellare, Mihir', '@eng.ucsd.edu')"
39869181,"('Hoang, Viet Tung', '@cs.fsu.edu')"
35068009,"('Ramesh, Srinivasan', '@cs.uoregon.edu')"
1800485,"('Bardin, Sébastien', '@cea.fr')"
39104126,"('David, Robin', '@lbl.gov')"
2287203,"('Marion, Jean-Yves', '')"
17897978,"('Geda, Robel', '')"
17974030,"('Chaudhari, Pranav', '')"
1686872,"('Szegedy, Mario', '')"
29235446,"('Khare, Alind', '')"
1744939,"('Goyal, Vikram', '@iiitd.ac.in')"
1710248,"('Prasad, Sushil K.', '@gsu.edu')"
35215647,"('Mcdermott, Michael', '@student.gsu.edu')"
4459907,"('Shah, Dhara', '')"
3112894,"('Siadati, Hossein', '@nyu.edu')"
2856081,"('Clark, Alexandra', '')"
1697120,"('Fu, Bo', '@purdue.edu')"
9383523,"('Kurniawan, Daniar H.', '@std.stei.itb.ac.id')"
40116925,"('Martin, Vincentius', '@cs.duke.edu')"
2565863,"('Fourtounis, George', '')"
1771411,"('Francalanza, Adrian', '@um.edu.mt')"
2138184,"('Sampson, Adrian', '@cornell.edu')"
1731438,"('Mytkowicz, Todd', '@microsoft.com')"
1694403,"('Xu, Cheng', '')"
1683114,"('Huang, Xiaohong', '')"
1699139,"('Ma, Maode', 'MISSING')"
2090806,"('Bao, Hong', '')"
3194878,"('Zhang, Chaoyun', '@sms.ed.ac.uk')"
39906431,"('Ouyang, Xi', '@hust.edu.cn')"
2976321,"('Patras, Paul', '@ieee.org')"
3376608,"('Vooturi, Dharma Teja', '')"
3235932,"('Kothapalli, Kishore', '@iiit.ac.in')"
3174343,"('Heilman, Ethan', '@bu.edu')"
3413078,"('Alshenibr, Leen', '')"
1781543,"('Baldimtsi, Foteini', '@gmu.edu')"
1775686,"('Scafuro, Alessandra', '@bu.edu')"
1743586,"('Goldberg, Sharon', '@cs.bu.edu')"
1792062,"('Malicevic, Jasmina', '@epfl.ch')"
2526126,"('Lepers, Baptiste', '@epfl.ch')"
2540772,"('Chang, Ting-Jung', '')"
26882130,"('Yao, Zhuozhi', '')"
2097585,"('Jackson, Paul J.', '')"
3378176,"('Rand, Barry P.', '@princeton.edu')"
1752172,"('Wentzlaff, David', '@princeton.edu')"
2212753,"('Cui, Xuewen', '@vt.edu')"
1687845,"('Supinski, Bronis R. De', '')"
13167100,"('Cheng, Zhiyong', '@smu.edu.sg')"
38203359,"('Shen, Jialie', 'MISSING')"
1743245,"('Nie, Liqiang', '@sdu.edu.cn')"
1684968,"('Chua, Tat-Seng', '@comp.nus.edu.sg')"
38751321,"('Saeed, Ahmed', '@gatech.edu')"
2328708,"('Dukkipati, Nandita', '')"
2591679,"('Valancius, Vytautas', '@gatech.edu')"
37427906,"('Lam, Vinh The', '')"
9753146,"('Contavalli, Carlo', '')"
1718754,"('Vahdat, Amin', '@cs.ucsd.edu')"
7792071,"('He, Xiangnan', '@comp.nus.edu.sg')"
14653047,"('Aksenov, Vitaly', '')"
3345053,"('Gramoli, Vincent', '@sydney.edu.au')"
5620508,"('Kuznetsov, Petr', '@telecom-paristech.fr')"
2039113,"('Malova, Anna', '')"
3109338,"('Ebrahimi, Masoumeh', '@kth.se')"
1807163,"('Daneshtalab, Masoud', '@kth.se')"
33734396,"('Zhou, Dawei', '@asu.edu')"
35799000,"('Zhang, Si', '@asu.edu')"
19225584,"('Yildirim, Mehmet Yigit', '@asu.edu')"
31871077,"('Alcorn, Scott', '')"
1789798,"('Davulcu, Hasan', '@asu.edu')"
37395525,"('He, Jingrui', '@asu.edu')"
1917004,"('Chau, Vincent', 'MISSING')"
33099410,"('Li, Minming', '')"
3055569,"('Mccauley, Samuel', '@itu.dk')"
1728316,"('Wang, Kai', '')"
1789625,"('Wang, Binghui', '')"
1990973,"('Gong, Neil Zhenqiang', '@iastate.edu')"
1690222,"('Fu, Hao', '@mail.ustc.edu.cn')"
2802655,"('Alipourfard, Omid', '@yale.edu')"
1925072,"('Liu, Hongqiang Harry', '@microsoft.com')"
1720246,"('Chen, Jianshu', '@ucla.edu')"
2697906,"('Venkataraman, Shivaram', '@eecs.berkeley.edu')"
1914822,"('Yu, Minlan', '@yale.edu')"
1720939,"('Zhang, Ming', '@microsoft.com')"
7029133,"('Kulkarni, Chinmay', '@cs.utah.edu')"
3166590,"('Kesavan, Aniraj', '@cs.utah.edu')"
39345318,"('Zhang, Tian', '')"
35604156,"('Ricci, Robert', '@cs.utah.edu')"
1778215,"('Venkataramani, Swagath', '@purdue.edu')"
1764271,"('Ranjan, Ashish', '@purdue.edu')"
17821157,"('Banerjee, Subarno', '@cse.iitk.ac.in')"
38858451,"('Das, Dipankar', '')"
1777558,"('Avancha, Sasikanth', '')"
1688089,"('Jagannathan, Ashok', '')"
17854422,"('Durg, Ajaya', '')"
2815769,"('Nagaraj, Dheemanth', '')"
40279588,"('Kaul, Bharat', '')"
1719384,"('Dubey, Pradeep', '@intel.com')"
3256965,"('Utterback, Robert', '@wustl.edu')"
3379439,"('Agrawal, Kunal', '@wustl.edu')"
37103946,"('Lee, I-Ting Angelina', '@wustl.edu')"
1700486,"('Kulkarni, Milind', '@purdue.edu')"
31264686,"('Raju, Pandian', '@cs.utexas.edu')"
22183919,"('Kadekodi, Rohan', '')"
1730671,"('Patra, Arpita', '@iisc.ac.in')"
39044260,"('Sarkar, Pratik', '@csa.iisc.ernet.in')"
29728149,"('Suresh, Ajith', '')"
2491442,"('Bae, Minho', '')"
9159307,"('Eum, Junho', '')"
9513414,"('Kim, Donghoon', '')"
1678752,"('Oh, Sangyoon', '@ajou.ac.kr')"
5060260,"('Yu, Ying-Ju', '')"
2797270,"('Wu, Carole-Jean', '@asu.edu')"
2279739,"('Späth, Johannes', '@iem.fraunhofer.de')"
2364480,"('Ali, Karim', '@ualberta.ca')"
1752222,"('Bodden, Eric', '@uni-paderborn.de')"
26642757,"('Agrawal, Nitin', '@cs.wisc.edu')"
3002190,"('Vulimiri, Ashish', '@illinois.edu')"
23144610,"('Velamuri, Varun', '')"
1729924,"('Fonseca, Pedro', '')"
9763760,"('Song, Hyunsub', '')"
34278137,"('Moon, Young Je', '')"
8568662,"('Lee, Se Kwon', '')"
2222498,"('Chung, Taejoong', '@neu.edu')"
1843219,"('Jeon, Yuseok', '@purdue.edu')"
10576707,"('Biswas, Priyam', '@purdue.edu')"
2767582,"('Lee, Byoungyoung', '@purdue.edu')"
8808077,"('Galon, Shay', '')"
3234334,"('Delimitrou, Christina', '@cornell.edu')"
8218893,"('Manne, Srilatha', '')"
2431591,"('Kim, Beom Heyn', '@cs.toronto.edu')"
2949536,"('Oh, Sukwon', '@mail.utoronto.ca')"
3383611,"('Lakhotia, Kartik', '@usc.edu')"
39078626,"('Kannan, Rajgopal', '@csc.lsu.edu')"
1694978,"('Wang, Cheng', '')"
10375507,"('Liang, Qianlin', '')"
1684443,"('Urgaonkar, Bhuvan', '@cse.psu.edu')"
39416427,"('Farooqi, Shehroze', '@uiowa.edu')"
1685939,"('Zaffar, Fareed', '')"
2984982,"('Leontiadis, Nektarios', '@fb.com')"
34616778,"('Shafiq, Zubair', '@uiowa.edu')"
1715309,"('Corrigan-Gibbs, Henry', '@cs.stanford.edu')"
2549020,"('Wu, Yang', '@cis.upenn.edu')"
2421465,"('Chen, Ang', '@cis.upenn.edu')"
1719236,"('Haeberlen, Andreas', '@cis.upenn.edu')"
33779522,"('Zhou, Wenchao', '@cs.georgetown.edu')"
2076127,"('Sodsong, Wasuwee', '@yonsei.ac.kr')"
2099519,"('Mittermayr, Robert', '@auto.tuwien.ac.at')"
38304641,"('Park, Yoojin', '')"
1894492,"('Burgstaller, Bernd', '')"
3260423,"('Blieberger, Johann', '')"
21061784,"('Gatla, Om Rameshwar', '@nmsu.edu')"
2441395,"('Zheng, Mai', '@nmsu.edu')"
2785094,"('Zhou, Yian', '@cise.ufl.edu')"
38108942,"('Chen, Min', '@cise.ufl.edu')"
7549121,"('Zhang, Yizhou', '@cs.cornell.edu')"
10995410,"('Maeng, Kiwan', '')"
19999240,"('Colin, Alexei', '@andrew.cmu.edu')"
2601423,"('Lucia, Brandon', '@ece.cmu.edu')"
34088725,"('Ahmed, Kishwar', '@fiu.edu')"
2123959,"('Liu, Jason', '@cis.fiu.edu')"
2133039,"('Wu, Xingfu', 'MISSING')"
2109345,"('Dursun, Kayhan', '@cs.brown.edu')"
1682679,"('Antonopoulos, Timos', '')"
2725205,"('Gazzillo, Paul', '@yale.edu')"
2895372,"('Hicks, Michael', '@cs.umd.edu')"
33681628,"('Koskinen, Eric', '')"
