paper_id,paper_key
03e89626cbb864fb1243b4ee8b4037020a9250eb,SOSP_17_018
03ff19babea1e67d2aba21e996af3695bbc87d0e,IPDPS_17_064
040e9e2ed720af8822080a6c3826172ad72e0c3e,HPDC_17_005
0418905a962864523b9d0283e5b1dfa940038cfe,Cluster_17_003
041b0d961c61265ba5529787d6c53ac2e9ec4b89,SPAA_17_013
04376a241d021461eb55b6a8a1391679a73cfa6e,PODS_17_024
04379477b31622586b3a632a5ac528c664f88d7a,ISPASS_17_018
0443f873f3b3a12bdb7819d16e45ae99cd616e86,SC_17_009
044d4f949759b602332d7d2408fb003108422e21,SIGMETRICS_17_027
044ef9a2b3f12a36cf4c01ff45b57fe6b414f2d9,CCS_17_009
0450987faf2baf11df986a6bf6d477c6ce4e9d93,CCS_17_124
045ed48ce9ab08cd8d89995ec6f61655be37f827,SLE_17_020
0460cd7935008dff7178a69b96bff952110bb6ad,ICPP_17_038
046a2418b45d8e4db8b42bc55f36f2f9331645b1,HotI_17_010
049a1ac1c022f7b800b185d313239ccb9b60bfed,ISC_17_022
04a1566de1fab63e4d5f4c3de2444189b2fffe3c,CLOUD_17_003
04aed47b71fd3a07a9a9d04ec9c9429a242299a6,CCS_17_087
04cceeb42618da0ebc534afba74ddc366885e82a,CLOUD_17_004
04ce88ca257c62db651478d02afbfd04187b568d,MobiCom_17_010
04dbddadc9b5e947a18cedd5e757829d958483ad,IMC_17_026
05313e1290182beb7e06f6f527d144cf70e77cdb,HotCloud_17_015
053dc612683a45783efd672f7a6803cce07372ef,HPDC_17_009
053f06b15e59aaec4cbb4ae56694590f0206ed12,NDSS_17_053
0550ea9c4fe35fe005cdbcf8b63ae18ae310960d,EuroPar_17_037
055359bf3807f067db7b3518540b719759df2388,ISC_17_016
055c7900c4ccaa621ebed2d946510849b98ad6f1,Middleware_17_018
05759b8b70b51f3fe0c302bf29c4f2d5315bcae5,EuroPar_17_029
0590d539e980c1b9dc33abb5c97e68cb6c39c3f9,IPDPS_17_109
05a1b746b03b729aa9c0679d6657a96382843159,KDD_17_041
05a1bad1ef2341339e18d636d78594226d4ee8e6,FAST_17_026
05a1dfc881760b4dd7a059b21afa753f198459ea,HPCC_17_032
05b073c44188946aeb9c410c1447262cbdf77b6d,SP_17_038
05b493cac86ef358ee4990429aaa1095a1315054,IPDPS_17_004
05b68f826366be34c52b7ab69e740d6845768080,CIDR_17_022
05bcf2245c8ee80fdf8d0e1d3e85bbe68fcf11a0,IISWC_17_024
05bd926844ffa89f668237a6836825c59d6377e9,HPCA_17_026
05be45c608ec0c6b6f2700188e28f55f1ea910a4,ATC_17_012
05c9330f261ed3f5aecbca28004206d9a029656d,IPDPS_17_068
05d6a284a55c07434325f8554e67741860e38c30,HotOS_17_026
05dacaee4f019fc54bd08de950bdbe97bda377ee,CCGrid_17_015
05f44cddc0884c5ae7ce6502a247c502d63c922f,SIGIR_17_060
06018aa08f70a2c10d51e51976eaf4c560918bb9,SIGCOMM_17_021
0631f1cdd062b257fdf8ca51728aa44f216edb64,ICPP_17_009
063d724a6f7a376f5c276cc2c7113c68c33fc1c1,SP_17_043
0646a88dfd7e7ce7233041eaad62076ccc55624c,SOSP_17_027
06479f0b9b71e8c0744ec7291ab0867ab9ec5059,MICRO_17_030
0665e1a0ca3fb7dec851eeaf830ed277fab26572,KDD_17_017
066ad1afcb6344a8b65d9249d694f5a2605247b4,ISCA_17_016
066e1cd75a4f37a3c58089e24ccf43eb5adf1f19,SIGMETRICS_17_022
0670ef42e5c9f28d547ba0dfb816fdb99ca2992f,NDSS_17_024
067b78da4dc2309510d4a74d4606cc1a46426581,OOPSLA_17_056
06885ce9502460e231c240bae121554cfd5209ee,ATC_17_006
069794b44b81c8b0651c8ea39594a91cd6081142,PLDI_17_006
06b5973d2fde715a6c5970ebac373a4009dd4963,EuroPar_17_036
06e97b3ea02af7274d659a420f94bc5da5e6d541,HPCA_17_002
06fd348d9388abfd880d3f207e3664e3180857cb,IMC_17_005
070771bdc55490cdcdadc63f815faf0cf23224fb,OOPSLA_17_005
071341873bf6755131dae4347a09996b29852c90,ICPP_17_048
071564baef078867847fc54a3a0b50dd22d29d62,HPCA_17_016
071ed5d381c0ab3a600f0ca8b5829c973ea3990a,ICDM_17_012
0734438fb61b5a1558b42e9156f800bb49aa6e26,MobiCom_17_030
075420f809aa1a9e5a56016ca4ae9d8cdb78b213,NDSS_17_067
075547a518e15af7e334fe66a845da4862d79af4,ATC_17_018
075ce944583b93b2dc7c2b3bbe53485780dfc7e2,CCGrid_17_070
075dfcf2d75023c51fdab755d747a3f9437883c1,SC_17_018
07901da32c40a5bb25c8a9a6137c261d7465eb8d,PPoPP_17_022
07917775e85ed02803f405b2fbf9d57a240e156e,SPAA_17_029
07987d8ef619891f8b9c41f7ac7519a62ad785f5,ISPASS_17_006
07a6c453adc7a5844180a10d111f1cc3ebfc7717,CoNEXT_17_012
07b381e7f6bba30abbc344963c3010d145f30e65,HPDC_17_004
07baaa2dad2fccb816073383ed32e46bab91c961,SPAA_17_005
07c6107c3e38c49729799054ca24586c905caa67,ATC_17_009
07d40084599302c18ef4498ac18e90162098b146,NSDI_17_026
07d639436125ee204202cb0b34a081cde31e5214,SIGCOMM_17_027
07db449c676fa6eb65890b9b3c87e47e13fb2ceb,ATC_17_014
07db4d7b141081644b9cbb3e6d1f34c1bc80db24,SP_17_017
0822500c8f7246f5abb6a57836e946d564a1f5ea,ICAC_17_001
082b402e28248a2a6bf8cf45dff08cdef3b71fe6,CCS_17_088
083ce125d8187fae52cfedfeaf01c3678d18ffd3,CIDR_17_015
0866accf3169ba838b77fbe8600ab0a0146e89d9,PACT_17_007
0869331a48cec49977a56ae489035c615a269fba,NDSS_17_011
087184c7ee33a6497ed5130615d1731559685f05,IPDPS_17_096
087767aa5daedbc7bd14289a92945d3eced61c79,ATC_17_020
0878137beb62b817af269c01039770745510c362,CCS_17_014
087f4fdb7d4473616a9cf764b5924a9b46f2c152,HPCC_17_061
0892fc02ed972ec5005c73fbe47db2d64db52628,SIGIR_17_039
08a76016f0864089ea6d5cdf535382fe3d8c97fd,SIGMOD_17_090
08ca316390729e26376836efb653e872f8184ec5,SIGMOD_17_005
08d0d3e3ecb7914e8b29edbca4ab70f39c3822b7,SP_17_011
08d0d71c779661eade1f4d857378ca819f46c434,MASCOTS_17_018
091fedd0f07244c568e2c654c7e2baf87c70d670,NDSS_17_017
093b8adeb29ee4c17b3528c1b9791f275630c8f2,NSDI_17_025
093e773f5bb6f6f19a93abcea315491e730472c1,SIGMETRICS_17_021
094484c9751fc774bbf6573abcd09eac944b71f5,SIGMOD_17_007
0954987dcb3d3e18ac9c66eeede5986c598d99a6,VEE_17_010
095b83cd48d1a8a4ff7a45cc8f21e018498374d5,SIGIR_17_021
09944142043338de285575751861728d4212fd1d,HPCA_17_035
09b6a3fcb9a7e76d8b5041b4b8f4fb39058889ba,EuroSys_17_037
09da9a22e89c5e3a2e6e9f1995fc6cd2b7e92a0b,ISCA_17_033
09dcfd29a20858cc11866778afdf53da4cb6459b,SIGMOD_17_094
09f67349e0779c565ab36b49b3aec09b8ab024b3,NDSS_17_058
0a029cb87a988ae5ad6ddd68df4e71cb44abdc98,OOPSLA_17_001
0a14b9ba6b3178c8a04cc3b618f101ab8951eb27,SP_17_004
0a34b4e799ee212768af6b50adb2f1854bd98c82,SLE_17_007
0a36d8472e77a036351006e4732834b50434b541,PLDI_17_031
0a3b20d8feea9d4017d0c5123bc37a2cf7f463d0,ATC_17_047
0a3ce42de0e5c126309ca3dfaf61ca1d259af5d7,MobiCom_17_029
0a55dab49eac9856e68bb62ebc50b98f2d0d7dc4,ATC_17_008
0a5e40e7f9b754882d2096598e0080ee2b40b2f1,SIGMOD_17_038
0a5ff7336879c99513dca6fce6ef44984ebf3f55,NSDI_17_035
0a6d2eeaa0b75b5a21583fbd75637a1541f30487,SIGIR_17_042
0a6fcd364bdbc911974ef9e775839e239d512e18,ATC_17_033
0a85b3afc89958583642b7fd39b37e745a053190,SOSP_17_033
0a896b93947d36632c13799ccd873006d4debfe5,PODS_17_016
0a92b75415121f5f9fed192c97b48959451a9072,Middleware_17_003
0aa2910baf6d3bc6735a63ad8b648c3b3fdbad8d,SC_17_045
0aa588e5e7a6253e548e55bf35c77128ee55963d,SC_17_032
0aa8488958c2ef93bf147ffb17b5e9727482d41f,CCS_17_062
0aa9b26b407a36ed62d19c8c1c1c6a26d75991af,SP_17_059
0ad4c28fcb7fb8497d2f23f5c7b53bc4245de23f,ICDM_17_017
0afb5d62cdde8056f6ba9ce6eed91c4cbc36c84e,MICRO_17_016
0b0061a140678e50fed0fca0204f398cdd4ffe82,ISPASS_17_001
0b1866b187148fed570809773111549684a0e68b,KDD_17_056
0b23e4be50e710dd9d339fc64f025ba89cc002d3,ATC_17_023
0b23f0ee49ed34443ca62cb085c0addd75eac6a9,SIGCOMM_17_018
0b360c6c2cf6933b690b55ae00672c552a31c0c6,ISCA_17_041
0b549912e5f111c7c60eadda634ef4484427b684,SP_17_030
0b5c1b6c8f40926aa04c34591f5453a3f61619ec,CoNEXT_17_001
0b6092ca9e92399b5509d8225d87c7672f884613,ICPE_17_018
0b6187649cc8af54897e2f46122edf5e814eb3cc,HPCA_17_029
0b643dc29fa5aca25d78d831f95009872f83cb26,ICPE_17_015
0b6ab61a4872ee95ea90ff8bd82d5b70d39d1072,HiPC_17_002
0b6ccddbd98fe274f9fb475565c1633518499549,ICDM_17_048
0b7cf947d6d9788c06a04b9c18ec03da8cf5b9d3,NDSS_17_066
0b86ab09a837281b2403fbd24b7f3aea3512dac5,NSDI_17_023
0b87b0ec9db31afc0b92e5c4fc12c3e1e3467d9c,HotOS_17_014
0ba344ff884030607fef6281e304e5bfe2be0e4f,OOPSLA_17_019
0bd77e0753180016a35491a181c2b59ec2a143e8,NDSS_17_047
0c02f8b36629b43e3825ab856b0a09e188e7355a,ATC_17_056
0c03c044f10c2d165468afeb0cb5718953c315ac,ISCA_17_038
0c09107ebcab25a5410cb00fa3458f7344d77f3b,MICRO_17_061
0c0994b08b790dc467b892d538321f9dbd10a3c2,CCS_17_150
0c2670b22448bfc1d1d537619d9041b6db7a45cb,NSDI_17_005
0c2cbc336b113a81933dce0e45736316d647eabe,CCS_17_048
0c3b1da050089cf8c701fa0cb4ddc18566d715e6,EuroSys_17_024
0c556f5a05f857d13ea7f56cb9ebb78166a0454b,ICDM_17_051
0c56c62813329bbf616f21eca675f7df796d025b,IPDPS_17_053
0c627783393b80ba4f9deaee0d87a743926e2df0,SIGMETRICS_17_001
0c6f81e60514edbc6a936a5f8593838f14658653,ISCA_17_046
0c862eb2eb56d0a28cd6f4ac7684ca624b7a6169,CCGrid_17_033
0c9fbe0ffae8c874fa826efa6ae3650a151afbff,ATC_17_054
0ca6a879ad1075869c96ac50b9cd7eaf15dfc666,IPDPS_17_083
0ca87ce21f3feeef9e25bc2714d6a64ebaf875ee,SC_17_029
0cb1d325cef6ebcd5671478e5447320e91dea623,SP_17_037
0ccb8f05b8550c6059c9dd0be4ae171576daab0f,NSDI_17_036
0cd2dd864b17f17daba6096fcdccc7cec0a68e52,Cluster_17_056
0cdb019ac6744475e73c41bedb9df7da53d59a8e,ATC_17_016
0cf19e8178bd4248e7c5b5ca87fb1babf2619651,ISCA_17_004
0cf98c174f2d72891e48015ac4ebbc39a88b52e5,PLDI_17_002
0d09a33fc88ffb35ef35b84d104c1cadc5802cb1,ISCA_17_013
0d0b89fa3caa4b403a5dca4e6ea02cba82e8d293,ASPLOS_17_015
0d1199cec94a61b379ccb90d3b0238a1b31ddade,SIGMOD_17_067
0d57c1222fd2bbf9842fff83ade3efa8b978c690,OOPSLA_17_036
0d5caaeb3f0a03bd396c556b9f422781b39dc5bb,SIGMOD_17_027
0d8609d9ded6c15f627dd54250a6845a2b3a2ec8,HotStorage_17_004
0d9ce32eb9ca08750bf03d01ac290e260bc4d127,PPoPP_17_015
0da73832dee2c9b3d4c0d039d8e714e6ff098e40,FAST_17_025
0db289e3a13a457c3600a61a1a24784e23d81840,CCS_17_045
0db63083b01483674cade02e1966824d4f9e483c,HPCC_17_064
0de06bf7929ce2190e04ea9e41980cff85c24ed4,CCS_17_008
0e02aaad36501e7930d126512e8f4a5c1c50323a,MICRO_17_050
0e03189871cd303b3438743f90232514dfa7885e,SP_17_053
0e0f7fa2de3f757a51e747399d93c570249e72ac,SIGCOMM_17_032
0e10e1485f71c9936afa6b40544466045b7bcc55,CCGrid_17_035
0e26086a5c3f3610382f092cf488744130310e52,SYSTOR_17_006
0e2baeca09fe10960c3ce9f1d27f11825fa5dba9,ISCA_17_043
0e35aaa88a68decc92c3e9322851718bf2139bce,IMC_17_025
0e39f2545eabda68cf197ab0a7df163a69e78186,PODC_17_023
0e80a25b12641468da87a5417fa128020a4dd2ef,KDD_17_032
0e8e838a2a13724b90354c159ddf427daae95a42,CCS_17_105
0e95d0ea7264a802451bd4deb52379721d388668,SIGIR_17_007
0ea7fa66bf25e143498f15a076f3637aa5a5fbff,CCS_17_006
0ebded786ff34a7c41c02f2b4494875de6e0c306,SIGMETRICS_17_016
0ec3cffef7fead78ecb3763a60c6269316d1219c,CCGrid_17_034
0ec62e028c2088f1aef01f2e65d167faf1d3569e,IISWC_17_025
0ef2a3c23a7e5304fe943b3ec8c404a76911153c,PODS_17_021
0f021ec0202875cbad964ac94d7990bd441962c7,IMC_17_016
0f0e89417b2c9f8dae2d9ca969ce50ed784bfdc9,IMC_17_020
0f2a463eece4960dc62da2df58a224ae85e1473b,SIGMOD_17_046
0f5239630861698b0b206eaf1adda737012aa636,EuroPar_17_021
0f6c10fe990f43e7b0efd29e8724ee6fd0b4aede,SPAA_17_011
0f6edbf18ee7630b351647739d37803be006ec14,ATC_17_060
0f7f5679615effcc4c9b98cf2deb17c30744a6d7,KDD_17_055
0f8ae60e5e1bcf549017f10883428ef957148b00,ISCA_17_050
0fd85ea4f3701f6baebffcaab39b858b7142b0dc,ICPP_17_027
0fe510a34db5421b4cd762cf207138c20f2af1cf,ICPE_17_007
0ff1d5159bcc590b7445af79342f98d785553119,SPAA_17_004
0ff3ac10e29f2d3aa37bb57f461f5cb0902d4801,NDSS_17_046
0ff8ae30a0815431d86df54da62d6305f4e7e22b,SOCC_17_043
101ffff36113f50ca9b46c91fe7b5aece268ecbf,SIGIR_17_073
10209181940b0af5edf534a6408f4bdfd661685f,ISCA_17_011
1031f70e9155dd956e04c01ebed5ef060dc722ef,IISWC_17_029
103baca878b17a15d148a684c0b0152e78591be1,HPCA_17_007
10427d3ef0fe1779441c50d70dd526c9f3d99bc2,PPoPP_17_016
104937eb97b25c72dd4444c5accc94a4f0c7d722,SOSP_17_002
105a350a77a19c2a1fa8f36b550823fe34e32ac5,OOPSLA_17_048
105c194b40f73c3f07068b15c813b01721375d9d,CCGrid_17_039
107d4303790bb03303bc7130f6b604b1fd2340f2,MobiCom_17_018
109408ba8dc33adaf94f9bc4f40200bfd16341c1,PODS_17_013
109ad34d70e35de4544a993ea2d71585a3d4cc6f,PODC_17_012
109f26c285d48ba8f7b5e259364fecef0b3273f6,ASPLOS_17_043
10a823e88a8902b8edb37c6c0c96b5e35c8438c5,PPoPP_17_025
10b141d7bf96e970ec6bca0a134c15ba712a06d1,CCGrid_17_021
10bfd5aed1410b88c5c1b5212f450a1994fc5afe,NSDI_17_007
1105f0bafa12ade41bbb22b4ba47f445f4a6982c,ICDM_17_042
111867082baba045e654f3925b58329b03fa0dc5,SIGIR_17_051
111e36157f3704f4c14fdf7126a5694537a29b08,PLDI_17_036
1130a13b74e11b99d5233dce7f157d54cfea4ed1,Cluster_17_048
11433bebdbb138fce1d40ef014efc252c53c08bc,HotOS_17_021
117025a430aaa984dd260bea97531da221b634a4,ATC_17_046
1171eecf13da9beb57b06a3c6e8a323e89b8e1ff,MICRO_17_013
1172aeb1c26e5a7226ecea213f5517bc1a1a4677,Middleware_17_010
1188cabcb873910161587c0b0592a069c2dd6166,CLOUD_17_023
1190febbdff90a6ded3832507a9dd17f5898b9c4,CCGrid_17_012
119386d04e88206a15a77a8f45fb27fc740aff65,ICPP_17_035
119e2f92baa9d2079f32f29089b29f4aa2ecaae7,SIGMOD_17_014
11c57b6e63184c35fd1999a19c7969170f038973,IPDPS_17_046
11dd2c169928711e46b84920fd3ef20c5b0f813b,OOPSLA_17_035
11f2a7da97ddc0c45b63c2b9a5b08e287c779381,CCGrid_17_048
11f5a54b9dfcaed90f69899d1bc9a85e54ce167f,SPAA_17_012
1210f11452d21c5bdc9261642b274b6cde0d7f55,CLOUD_17_017
122cb33c617ce2760f8b26dfd85857aa6c5dd691,CCGrid_17_001
1239eeb350a9d6c90006c8fc4f6e70adf0643ab2,Cluster_17_063
12418c86dee2ce9b95b0bf46d40fe66c762d0410,NSDI_17_020
124d11baf0059f0e385a4ef7646c60f047723f55,PODS_17_019
124d19e31749f93069415a13e68849af6df52ae8,Middleware_17_016
1263810e3ef778ff0a838a6da3ccdc3088f2ad03,HPDC_17_016
12b365394435a9ebaa9d47ac013495254a428457,ICDM_17_062
12db88fcf7cfee093c64e4e7737458e694a38181,ASPLOS_17_031
12de15f0e283f748af4f1820c9a3d4361c026561,NDSS_17_025
12f10f72e6aa43b37aa1289773f453e4af93516d,MobiCom_17_023
130299b5d0ec696208ad351b6c70559a30b2fc1b,SIGIR_17_062
130d2175a34112e3e69c8a40d9ea1a0df5d88417,ICDM_17_009
1315ea1bf8f92bc1773556f727af0f85605cb677,IPDPS_17_041
1317e1a203c9241ddfa0202acb91662b14ca2d7b,MASCOTS_17_011
13387166efd4f6d66b9ab19828855090586b16fd,IPDPS_17_030
1339ff7f37047f7e8517295b8542d99788e16497,IPDPS_17_071
133e90b28a98025587234656714c6298604b8d9c,CCS_17_122
133eba30fbd96f0551d692c76f4c851d4d2f9f27,CCS_17_129
133ed10cb6896bf3aa54a76e0c8f4609285ce4d0,NDSS_17_007
13467a8aff8ad6a2a7e5c242cb567e0e1cd6f6ec,Middleware_17_009
1358c52e9a3edc88c8bf41a9191a2321956710f1,KDD_17_014
137c11e359096580b08fd4f80a5e80c784d7bcd4,MICRO_17_032
137f027dff643b2a5f7f64234ec1359924fb6ebb,HPDC_17_007
1380a3d1e5d48c8c11b5df2e0f9487f9c70ccb88,PLDI_17_030
13d1da7777ac8908f1eed5c8f6fdb019f241104a,CCS_17_116
13e82aa82b2b1b4e3b9e3f92081447f9ab07273b,SIGIR_17_058
1418c58ccf2f85461dfff22f1a7ac0ce27e44f7b,SP_17_054
14206f58f77c80fa6ffd7ca76326a8df03e7588a,SP_17_050
142a51f57f3066efbb52d84ba1c43b068dc585b9,SIGMOD_17_035
144bc3accd625ed750593db4043d3e7334a659e5,SIGIR_17_068
1452e50e9bb6452fede80d3365104ba0da6e4058,CCGrid_17_062
1453a41861ae423b8375e29529be3ef88e6751e2,OOPSLA_17_065
147ff168c5512b8bee49f4a1374f6f25298d95bc,HotCloud_17_001
14ba7d28d6ee4c2dafe242e086575765e7cc5e06,SOCC_17_021
14c2ea2fade3324e72bdad6af5bdf5999826248e,CCS_17_102
14d341667c071ad3a4c8729e39c8d38b36e690e5,HotI_17_008
14e6b6a9745261166d8a1c16b481e336e812f924,CIDR_17_019
14ea23fe5d2ed2bc7d93e9f3e60e5d18ca209568,PACT_17_024
151b71d7365328e929d5dbe75529a73d4de700c0,ASPLOS_17_046
151caa8e687fbdeeef71723ca4eabbc07d6fa272,EuroSys_17_038
15388b06b42d9a61a1d083bc3bf140ef40f066fa,Cluster_17_016
1552f34f65ff71157275a23af374063a79e9a5d1,HiPC_17_010
1553ae06a47263ad3689211aaeb97eaf0a7a9bfc,KDD_17_031
1570141f259442faa0e6a9546be3ca631258d3b8,SIGMETRICS_17_025
1574575034358cc08e96b4bd5f0145286490ea49,MICRO_17_015
157810ccca1ab1acb815ca9c77afcd9040ecdd16,SOSP_17_001
157b439116e0dfb349f175d51c3793489355e08c,ASPLOS_17_010
159d2d0eb9553b405fbbfb01deabc8f7f4ce51aa,PLDI_17_017
15a7853875bf29a84b2d4e475029afaa032ccb76,SIGIR_17_061
15a80c22e9d71397ec36ab98c9c9fd7338149ad5,PPoPP_17_008
15aa9bdac48ab6c3b1c223a676240b3cbbd4c3d6,MICRO_17_001
15b3f5027614363581cd42cd2bd411aebcc983f0,CCS_17_040
15dafb010476a45afde19ee780f1816930672cb9,OOPSLA_17_063
15e3d493cffef853e478d188245a2b6eff4bd6c6,PLDI_17_025
15e660fdc5eff2accfaa22bf1fd77a92328a8772,ICPP_17_046
15f211eaafc6ce421a511a413613e1d2683879d2,CIDR_17_009
1600f441dc8c795f07cf1ee35c1e9deb788e482e,SIGIR_17_025
1603d035494395812a78f2cde1b9e1db8b2cc5a2,SIGIR_17_076
1624bfc7d972303f9c5faf7913e7f2d7494562c2,SIGIR_17_023
1625054c364a02597f8528c226ad0160ffe299c6,IPDPS_17_002
162be49582b29ed18775f089810fb8cdc2ed6808,Middleware_17_017
163b1068e22a1e4588dc7429a893c19ece344ef5,MICRO_17_045
16666c536b04035b013c718bd91aad3594b4b894,PACT_17_021
166f30c1eee33b4fd4aebee01b0117cfaeddd29c,PODC_17_015
168ff6d977c0e2267223f189cfa70555851def54,CIDR_17_017
16a0ff94b980d0ad9cd5ae3b9a3769c6f358842a,KDD_17_047
16b21c28b2de6c1f7786a6fde8eaa2e55f2f35d4,HiPC_17_026
16b4a0d02f844e27a30dd722811442dd8e6a580d,SP_17_002
16d0de1e3d3c8e6020a0a3bd3accabfd6a937497,PACT_17_012
16d377084c97f771efd193b1339f537f7fce42c8,SIGCOMM_17_023
16d7ab5f2956503d9c23f9963901b4003e5c5776,NDSS_17_031
17108842b3ccfa88ad436949549d33e6076e943e,IPDPS_17_019
172bdccfd9803f00d22577e45314981db2a25365,IPDPS_17_024
174d569fbaabcd296246090c9994750312a3edd2,MASCOTS_17_002
1776dc8987a210b2d78d9e0004546ab7cb57a0e2,PPoPP_17_026
17878e05d92fe05e156a6063f0a187a9e4e152cf,Middleware_17_012
1798e6ac7becadaa6fbfec78e3e363ee2f99636e,HotStorage_17_019
179d03589dcfd6dac2d0e68f867b1b7c49cc6620,SIGMETRICS_17_023
179d59854178accdb617e327c1e79636ea781e5a,IPDPS_17_112
17b1e371e58d0899154ad82e444873bdf3bb0176,HPCC_17_004
17b2426a7d87fa13f59370454b1c1a411fedd472,HotStorage_17_002
17c3b0eb0c0cdc146cae9e5b12d3b57a4346558c,OOPSLA_17_057
17d77d5e2db5b9aaf54b8240f829b1d4f077df29,Cluster_17_032
17dbf20b43563d1d39163108a0eded2cddffa03f,ISPASS_17_008
17e814bcc7e0b5d03245fe4975faa1b7f9e3dea9,HPCC_17_053
17ed47ae223da909afc9f7213f08146534b45ae9,VEE_17_008
1804e67480b9c46b377d0a102e26d3a9a1a9139b,SIGMETRICS_17_019
181b6916432d48489bad0692b0c4600d964684c0,PODC_17_036
182cf3f5cfe4a0fa1a4f405bc8a14fe99d098752,HPCC_17_033
18307d7fea0fed1067a5704f9aa13c93541e0142,CCS_17_112
18344f8daf595f91f18fdd6d2b2dff99423087b6,PLDI_17_011
