paper_key,paper_id
HPCA_17_012,00058354250940674c4117796a8f50b492d7879e
PACT_17_025,000f18a98b1a305d5ff07972b2a63849f9b26908
IPDPS_17_010,002fe9a7c5f0522279974faa4eeadc70838eb862
ISPASS_17_010,003269cbab91ddf9f86833883fafd6ddaa61b038
KDD_17_052,00388d4a976d40a182b2ad37e05f65b1def0afd1
SIGCOMM_17_013,003ee7658359e89867ae41397ccd8490e86f7a9c
ISCA_17_037,004c2345477eda977f12b4485ac24a9e41557439
OOPSLA_17_054,005b005eba413972ff1be3f102e229e730e051b0
PACT_17_020,00949bff493a83be184650c80e94a74b9e238b52
ISCA_17_006,00be8c5ef2a75a205172d0f2bfb24caabecbdefd
FAST_17_013,00caa4dea9216bec01b465f8a69d0e1becc07b7a
MICRO_17_023,00cc482570d739e7b733f45b6f8f1836b24056bd
SOSP_17_012,00d3d1554166ab1dd91089111dabac7ca456f5be
SYSTOR_17_016,00e534fdc29233aef6e44d5b716043d226b7b882
EuroPar_17_041,00fdad565f3bb86294580fc01664bdbe862f1b06
CIDR_17_005,011f7f9ba9e6f9bc7f05994271725bc0fc9c3b94
CCS_17_018,013ab8df817d07f52167163ce85519d64b85390e
CCS_17_058,014b09f5b1872a7aa70ec233c2746ee1cb93f7cd
ISCA_17_024,014d28ef6ad36b22c1a4edb43c1b34bc7981b2e3
HotOS_17_028,016bb661e767d8fa2491743d289b11cfc41e3efb
SOSP_17_026,016d1541f81655d3c193aafcfb3e9fab64dba2b3
ICDM_17_058,017424c0bd3f3208e109998c54db1d294022fe80
CCGrid_17_009,017c91abd8adf741a4e8b06daf93a964fc57a820
ASPLOS_17_037,01814d50f0a7699f264c21d986ccd1f390b101b2
PLDI_17_018,01cabaadb1da4f5fa0fba62bca31f7d70a9ab939
HPCC_17_077,01d83aa4653f1eefff1ea0f017b30423ff4f818f
NSDI_17_003,01d8f75b6382c7534a67637249122de28a780ce9
HPCC_17_040,01de7e8a5ec0c5de8c34ea2fc91d82b9db1c2715
OOPSLA_17_020,01e1cba36e403c5c620d49e3eda73b29fcfc616b
MICRO_17_043,01f42436042ddaa48998c87109cbe46cad6e7e52
ICPP_17_053,01f660b239de2a7d250315053170ee792a91f4b5
HPCC_17_002,0201403268e3aaa552165dfc53a86534151c3dd9
CCS_17_143,020af9e8d35b7f6ca563397a8e82778dfa7dac7b
SIGIR_17_037,022086e6eebbc7bd7210a5f1217577f384f343a7
PODS_17_014,022c3fa7794ba53e2d275a7e985f48cd0ee0ed7e
OOPSLA_17_003,026884b69b3d44c60312d339012e9733d4d631a7
SC_17_025,02700e7e0cdc291e55af704530e181e0da668c1e
IMC_17_023,027158a5050a09a0f66188372e2eb1584215fac5
VEE_17_005,027188ede13c9f29bea0710921f7c341f045a75b
ICPP_17_025,02904a446013931f3f3cd972c177dfcf841d6e16
CCGrid_17_055,02b045984643113792882d30f28c2245cfbcf0e6
CCS_17_080,02d5ee5a61cd68cf47ad71a4dd9ae889149a2553
EuroSys_17_013,02e0f4e418638f3edfa037b1aed46c432ab3ac4f
OOPSLA_17_052,02e770fe56cc33834c8e81e35ed39074471997f7
SP_17_006,02f036c820c1432a254895088a0d01abd4605449
NDSS_17_004,02fd71524e15de535d5e7aa6f79743352cac3992
Cluster_17_024,031048fe96d408fb5b0a245ebf2e313b51e4c90a
IPDPS_17_001,0327efc1d7628328c44b81f452f808d4fe05d955
PPoPP_17_024,0330b64dff62e2d537f3bbb5b5a882194066a481
ATC_17_007,033492cf9e4fdd36380065d7e6f31817ba561e57
SIGIR_17_024,033a16554eca0961d0f7002d0ef9515a01b18896
IISWC_17_010,0343ae9ab99d0cbd719baf0d2cc1b82425f3664a
OOPSLA_17_064,0359692cf53e0b484f1c2e7048c15cc7f3b5f605
CCS_17_119,036a89c1652d47ccdde91a5296de7c83042dbac5
OOPSLA_17_033,037070f1e362b008254f45467c861db0b7406b04
SIGMETRICS_17_004,0378a60ebb240f3de23e763ebabe4daef3f02fe8
CCS_17_049,038ec03e66ec8ed2593a4a7481b64e8f2bf1e9df
MobiCom_17_021,03a6e24e5423b4edbd1684779c60f3f70b57a7bb
ISCA_17_008,03a7ecb0a3f1eff43ef7db66991ca37c7189d81c
ATC_17_017,03a97821f3f77490f1c775501762985f10cd7be8
HPCA_17_030,03b95c1c6859ce4f792ac6995137a6cfab60670c
IPDPS_17_072,03c7a20c919dd3b6996124a96b199b0b2836d462
ICPP_17_001,03df9cfd3eb3c4f8a4230c8ee389ccd74dcb8ac9
PODS_17_007,03e82961baf648be80bfe8406660377b0b1feca7
SOSP_17_018,03e89626cbb864fb1243b4ee8b4037020a9250eb
IPDPS_17_064,03ff19babea1e67d2aba21e996af3695bbc87d0e
HPDC_17_005,040e9e2ed720af8822080a6c3826172ad72e0c3e
Cluster_17_003,0418905a962864523b9d0283e5b1dfa940038cfe
SPAA_17_013,041b0d961c61265ba5529787d6c53ac2e9ec4b89
PODS_17_024,04376a241d021461eb55b6a8a1391679a73cfa6e
ISPASS_17_018,04379477b31622586b3a632a5ac528c664f88d7a
SC_17_009,0443f873f3b3a12bdb7819d16e45ae99cd616e86
SIGMETRICS_17_027,044d4f949759b602332d7d2408fb003108422e21
CCS_17_009,044ef9a2b3f12a36cf4c01ff45b57fe6b414f2d9
CCS_17_124,0450987faf2baf11df986a6bf6d477c6ce4e9d93
SLE_17_020,045ed48ce9ab08cd8d89995ec6f61655be37f827
ICPP_17_038,0460cd7935008dff7178a69b96bff952110bb6ad
HotI_17_010,046a2418b45d8e4db8b42bc55f36f2f9331645b1
ISC_17_022,049a1ac1c022f7b800b185d313239ccb9b60bfed
CLOUD_17_003,04a1566de1fab63e4d5f4c3de2444189b2fffe3c
CCS_17_087,04aed47b71fd3a07a9a9d04ec9c9429a242299a6
CLOUD_17_004,04cceeb42618da0ebc534afba74ddc366885e82a
MobiCom_17_010,04ce88ca257c62db651478d02afbfd04187b568d
IMC_17_026,04dbddadc9b5e947a18cedd5e757829d958483ad
HotCloud_17_015,05313e1290182beb7e06f6f527d144cf70e77cdb
HPDC_17_009,053dc612683a45783efd672f7a6803cce07372ef
NDSS_17_053,053f06b15e59aaec4cbb4ae56694590f0206ed12
EuroPar_17_037,0550ea9c4fe35fe005cdbcf8b63ae18ae310960d
ISC_17_016,055359bf3807f067db7b3518540b719759df2388
Middleware_17_018,055c7900c4ccaa621ebed2d946510849b98ad6f1
EuroPar_17_029,05759b8b70b51f3fe0c302bf29c4f2d5315bcae5
IPDPS_17_109,0590d539e980c1b9dc33abb5c97e68cb6c39c3f9
KDD_17_041,05a1b746b03b729aa9c0679d6657a96382843159
FAST_17_026,05a1bad1ef2341339e18d636d78594226d4ee8e6
HPCC_17_032,05a1dfc881760b4dd7a059b21afa753f198459ea
SP_17_038,05b073c44188946aeb9c410c1447262cbdf77b6d
IPDPS_17_004,05b493cac86ef358ee4990429aaa1095a1315054
CIDR_17_022,05b68f826366be34c52b7ab69e740d6845768080
IISWC_17_024,05bcf2245c8ee80fdf8d0e1d3e85bbe68fcf11a0
HPCA_17_026,05bd926844ffa89f668237a6836825c59d6377e9
ATC_17_012,05be45c608ec0c6b6f2700188e28f55f1ea910a4
IPDPS_17_068,05c9330f261ed3f5aecbca28004206d9a029656d
HotOS_17_026,05d6a284a55c07434325f8554e67741860e38c30
CCGrid_17_015,05dacaee4f019fc54bd08de950bdbe97bda377ee
SIGIR_17_060,05f44cddc0884c5ae7ce6502a247c502d63c922f
SIGCOMM_17_021,06018aa08f70a2c10d51e51976eaf4c560918bb9
ICPP_17_009,0631f1cdd062b257fdf8ca51728aa44f216edb64
SP_17_043,063d724a6f7a376f5c276cc2c7113c68c33fc1c1
SOSP_17_027,0646a88dfd7e7ce7233041eaad62076ccc55624c
MICRO_17_030,06479f0b9b71e8c0744ec7291ab0867ab9ec5059
KDD_17_017,0665e1a0ca3fb7dec851eeaf830ed277fab26572
ISCA_17_016,066ad1afcb6344a8b65d9249d694f5a2605247b4
SIGMETRICS_17_022,066e1cd75a4f37a3c58089e24ccf43eb5adf1f19
NDSS_17_024,0670ef42e5c9f28d547ba0dfb816fdb99ca2992f
OOPSLA_17_056,067b78da4dc2309510d4a74d4606cc1a46426581
ATC_17_006,06885ce9502460e231c240bae121554cfd5209ee
PLDI_17_006,069794b44b81c8b0651c8ea39594a91cd6081142
EuroPar_17_036,06b5973d2fde715a6c5970ebac373a4009dd4963
HPCA_17_002,06e97b3ea02af7274d659a420f94bc5da5e6d541
IMC_17_005,06fd348d9388abfd880d3f207e3664e3180857cb
OOPSLA_17_005,070771bdc55490cdcdadc63f815faf0cf23224fb
ICPP_17_048,071341873bf6755131dae4347a09996b29852c90
HPCA_17_016,071564baef078867847fc54a3a0b50dd22d29d62
ICDM_17_012,071ed5d381c0ab3a600f0ca8b5829c973ea3990a
MobiCom_17_030,0734438fb61b5a1558b42e9156f800bb49aa6e26
NDSS_17_067,075420f809aa1a9e5a56016ca4ae9d8cdb78b213
ATC_17_018,075547a518e15af7e334fe66a845da4862d79af4
CCGrid_17_070,075ce944583b93b2dc7c2b3bbe53485780dfc7e2
SC_17_018,075dfcf2d75023c51fdab755d747a3f9437883c1
PPoPP_17_022,07901da32c40a5bb25c8a9a6137c261d7465eb8d
SPAA_17_029,07917775e85ed02803f405b2fbf9d57a240e156e
