paper_key,paper_id
ISPASS_17_006,07987d8ef619891f8b9c41f7ac7519a62ad785f5
CoNEXT_17_012,07a6c453adc7a5844180a10d111f1cc3ebfc7717
HPDC_17_004,07b381e7f6bba30abbc344963c3010d145f30e65
SPAA_17_005,07baaa2dad2fccb816073383ed32e46bab91c961
ATC_17_009,07c6107c3e38c49729799054ca24586c905caa67
NSDI_17_026,07d40084599302c18ef4498ac18e90162098b146
SIGCOMM_17_027,07d639436125ee204202cb0b34a081cde31e5214
ATC_17_014,07db449c676fa6eb65890b9b3c87e47e13fb2ceb
SP_17_017,07db4d7b141081644b9cbb3e6d1f34c1bc80db24
ICAC_17_001,0822500c8f7246f5abb6a57836e946d564a1f5ea
CCS_17_088,082b402e28248a2a6bf8cf45dff08cdef3b71fe6
CIDR_17_015,083ce125d8187fae52cfedfeaf01c3678d18ffd3
PACT_17_007,0866accf3169ba838b77fbe8600ab0a0146e89d9
NDSS_17_011,0869331a48cec49977a56ae489035c615a269fba
IPDPS_17_096,087184c7ee33a6497ed5130615d1731559685f05
ATC_17_020,087767aa5daedbc7bd14289a92945d3eced61c79
CCS_17_014,0878137beb62b817af269c01039770745510c362
HPCC_17_061,087f4fdb7d4473616a9cf764b5924a9b46f2c152
SIGIR_17_039,0892fc02ed972ec5005c73fbe47db2d64db52628
SIGMOD_17_090,08a76016f0864089ea6d5cdf535382fe3d8c97fd
SIGMOD_17_005,08ca316390729e26376836efb653e872f8184ec5
SP_17_011,08d0d3e3ecb7914e8b29edbca4ab70f39c3822b7
MASCOTS_17_018,08d0d71c779661eade1f4d857378ca819f46c434
NDSS_17_017,091fedd0f07244c568e2c654c7e2baf87c70d670
NSDI_17_025,093b8adeb29ee4c17b3528c1b9791f275630c8f2
SIGMETRICS_17_021,093e773f5bb6f6f19a93abcea315491e730472c1
SIGMOD_17_007,094484c9751fc774bbf6573abcd09eac944b71f5
VEE_17_010,0954987dcb3d3e18ac9c66eeede5986c598d99a6
SIGIR_17_021,095b83cd48d1a8a4ff7a45cc8f21e018498374d5
HPCA_17_035,09944142043338de285575751861728d4212fd1d
EuroSys_17_037,09b6a3fcb9a7e76d8b5041b4b8f4fb39058889ba
ISCA_17_033,09da9a22e89c5e3a2e6e9f1995fc6cd2b7e92a0b
SIGMOD_17_094,09dcfd29a20858cc11866778afdf53da4cb6459b
NDSS_17_058,09f67349e0779c565ab36b49b3aec09b8ab024b3
OOPSLA_17_001,0a029cb87a988ae5ad6ddd68df4e71cb44abdc98
SP_17_004,0a14b9ba6b3178c8a04cc3b618f101ab8951eb27
SLE_17_007,0a34b4e799ee212768af6b50adb2f1854bd98c82
PLDI_17_031,0a36d8472e77a036351006e4732834b50434b541
ATC_17_047,0a3b20d8feea9d4017d0c5123bc37a2cf7f463d0
MobiCom_17_029,0a3ce42de0e5c126309ca3dfaf61ca1d259af5d7
ATC_17_008,0a55dab49eac9856e68bb62ebc50b98f2d0d7dc4
SIGMOD_17_038,0a5e40e7f9b754882d2096598e0080ee2b40b2f1
NSDI_17_035,0a5ff7336879c99513dca6fce6ef44984ebf3f55
SIGIR_17_042,0a6d2eeaa0b75b5a21583fbd75637a1541f30487
ATC_17_033,0a6fcd364bdbc911974ef9e775839e239d512e18
SOSP_17_033,0a85b3afc89958583642b7fd39b37e745a053190
PODS_17_016,0a896b93947d36632c13799ccd873006d4debfe5
Middleware_17_003,0a92b75415121f5f9fed192c97b48959451a9072
SC_17_045,0aa2910baf6d3bc6735a63ad8b648c3b3fdbad8d
SC_17_032,0aa588e5e7a6253e548e55bf35c77128ee55963d
CCS_17_062,0aa8488958c2ef93bf147ffb17b5e9727482d41f
SP_17_059,0aa9b26b407a36ed62d19c8c1c1c6a26d75991af
ICDM_17_017,0ad4c28fcb7fb8497d2f23f5c7b53bc4245de23f
MICRO_17_016,0afb5d62cdde8056f6ba9ce6eed91c4cbc36c84e
ISPASS_17_001,0b0061a140678e50fed0fca0204f398cdd4ffe82
KDD_17_056,0b1866b187148fed570809773111549684a0e68b
ATC_17_023,0b23e4be50e710dd9d339fc64f025ba89cc002d3
SIGCOMM_17_018,0b23f0ee49ed34443ca62cb085c0addd75eac6a9
ISCA_17_041,0b360c6c2cf6933b690b55ae00672c552a31c0c6
SP_17_030,0b549912e5f111c7c60eadda634ef4484427b684
CoNEXT_17_001,0b5c1b6c8f40926aa04c34591f5453a3f61619ec
ICPE_17_018,0b6092ca9e92399b5509d8225d87c7672f884613
HPCA_17_029,0b6187649cc8af54897e2f46122edf5e814eb3cc
ICPE_17_015,0b643dc29fa5aca25d78d831f95009872f83cb26
HiPC_17_002,0b6ab61a4872ee95ea90ff8bd82d5b70d39d1072
ICDM_17_048,0b6ccddbd98fe274f9fb475565c1633518499549
NDSS_17_066,0b7cf947d6d9788c06a04b9c18ec03da8cf5b9d3
NSDI_17_023,0b86ab09a837281b2403fbd24b7f3aea3512dac5
HotOS_17_014,0b87b0ec9db31afc0b92e5c4fc12c3e1e3467d9c
OOPSLA_17_019,0ba344ff884030607fef6281e304e5bfe2be0e4f
NDSS_17_047,0bd77e0753180016a35491a181c2b59ec2a143e8
ATC_17_056,0c02f8b36629b43e3825ab856b0a09e188e7355a
ISCA_17_038,0c03c044f10c2d165468afeb0cb5718953c315ac
MICRO_17_061,0c09107ebcab25a5410cb00fa3458f7344d77f3b
CCS_17_150,0c0994b08b790dc467b892d538321f9dbd10a3c2
NSDI_17_005,0c2670b22448bfc1d1d537619d9041b6db7a45cb
CCS_17_048,0c2cbc336b113a81933dce0e45736316d647eabe
EuroSys_17_024,0c3b1da050089cf8c701fa0cb4ddc18566d715e6
ICDM_17_051,0c556f5a05f857d13ea7f56cb9ebb78166a0454b
IPDPS_17_053,0c56c62813329bbf616f21eca675f7df796d025b
SIGMETRICS_17_001,0c627783393b80ba4f9deaee0d87a743926e2df0
ISCA_17_046,0c6f81e60514edbc6a936a5f8593838f14658653
CCGrid_17_033,0c862eb2eb56d0a28cd6f4ac7684ca624b7a6169
ATC_17_054,0c9fbe0ffae8c874fa826efa6ae3650a151afbff
IPDPS_17_083,0ca6a879ad1075869c96ac50b9cd7eaf15dfc666
SC_17_029,0ca87ce21f3feeef9e25bc2714d6a64ebaf875ee
SP_17_037,0cb1d325cef6ebcd5671478e5447320e91dea623
NSDI_17_036,0ccb8f05b8550c6059c9dd0be4ae171576daab0f
Cluster_17_056,0cd2dd864b17f17daba6096fcdccc7cec0a68e52
ATC_17_016,0cdb019ac6744475e73c41bedb9df7da53d59a8e
ISCA_17_004,0cf19e8178bd4248e7c5b5ca87fb1babf2619651
PLDI_17_002,0cf98c174f2d72891e48015ac4ebbc39a88b52e5
ISCA_17_013,0d09a33fc88ffb35ef35b84d104c1cadc5802cb1
ASPLOS_17_015,0d0b89fa3caa4b403a5dca4e6ea02cba82e8d293
SIGMOD_17_067,0d1199cec94a61b379ccb90d3b0238a1b31ddade
OOPSLA_17_036,0d57c1222fd2bbf9842fff83ade3efa8b978c690
SIGMOD_17_027,0d5caaeb3f0a03bd396c556b9f422781b39dc5bb
HotStorage_17_004,0d8609d9ded6c15f627dd54250a6845a2b3a2ec8
PPoPP_17_015,0d9ce32eb9ca08750bf03d01ac290e260bc4d127
FAST_17_025,0da73832dee2c9b3d4c0d039d8e714e6ff098e40
CCS_17_045,0db289e3a13a457c3600a61a1a24784e23d81840
HPCC_17_064,0db63083b01483674cade02e1966824d4f9e483c
CCS_17_008,0de06bf7929ce2190e04ea9e41980cff85c24ed4
MICRO_17_050,0e02aaad36501e7930d126512e8f4a5c1c50323a
SP_17_053,0e03189871cd303b3438743f90232514dfa7885e
SIGCOMM_17_032,0e0f7fa2de3f757a51e747399d93c570249e72ac
CCGrid_17_035,0e10e1485f71c9936afa6b40544466045b7bcc55
SYSTOR_17_006,0e26086a5c3f3610382f092cf488744130310e52
ISCA_17_043,0e2baeca09fe10960c3ce9f1d27f11825fa5dba9
IMC_17_025,0e35aaa88a68decc92c3e9322851718bf2139bce
PODC_17_023,0e39f2545eabda68cf197ab0a7df163a69e78186
KDD_17_032,0e80a25b12641468da87a5417fa128020a4dd2ef
CCS_17_105,0e8e838a2a13724b90354c159ddf427daae95a42
SIGIR_17_007,0e95d0ea7264a802451bd4deb52379721d388668
CCS_17_006,0ea7fa66bf25e143498f15a076f3637aa5a5fbff
SIGMETRICS_17_016,0ebded786ff34a7c41c02f2b4494875de6e0c306
CCGrid_17_034,0ec3cffef7fead78ecb3763a60c6269316d1219c
IISWC_17_025,0ec62e028c2088f1aef01f2e65d167faf1d3569e
PODS_17_021,0ef2a3c23a7e5304fe943b3ec8c404a76911153c
IMC_17_016,0f021ec0202875cbad964ac94d7990bd441962c7
IMC_17_020,0f0e89417b2c9f8dae2d9ca969ce50ed784bfdc9
SIGMOD_17_046,0f2a463eece4960dc62da2df58a224ae85e1473b
EuroPar_17_021,0f5239630861698b0b206eaf1adda737012aa636
SPAA_17_011,0f6c10fe990f43e7b0efd29e8724ee6fd0b4aede
ATC_17_060,0f6edbf18ee7630b351647739d37803be006ec14
KDD_17_055,0f7f5679615effcc4c9b98cf2deb17c30744a6d7
ISCA_17_050,0f8ae60e5e1bcf549017f10883428ef957148b00
ICPP_17_027,0fd85ea4f3701f6baebffcaab39b858b7142b0dc
ICPE_17_007,0fe510a34db5421b4cd762cf207138c20f2af1cf
SPAA_17_004,0ff1d5159bcc590b7445af79342f98d785553119
NDSS_17_046,0ff3ac10e29f2d3aa37bb57f461f5cb0902d4801
SOCC_17_043,0ff8ae30a0815431d86df54da62d6305f4e7e22b
SIGIR_17_073,101ffff36113f50ca9b46c91fe7b5aece268ecbf
ISCA_17_011,10209181940b0af5edf534a6408f4bdfd661685f
IISWC_17_029,1031f70e9155dd956e04c01ebed5ef060dc722ef
HPCA_17_007,103baca878b17a15d148a684c0b0152e78591be1
PPoPP_17_016,10427d3ef0fe1779441c50d70dd526c9f3d99bc2
SOSP_17_002,104937eb97b25c72dd4444c5accc94a4f0c7d722
OOPSLA_17_048,105a350a77a19c2a1fa8f36b550823fe34e32ac5
CCGrid_17_039,105c194b40f73c3f07068b15c813b01721375d9d
MobiCom_17_018,107d4303790bb03303bc7130f6b604b1fd2340f2
PODS_17_013,109408ba8dc33adaf94f9bc4f40200bfd16341c1
PODC_17_012,109ad34d70e35de4544a993ea2d71585a3d4cc6f
ASPLOS_17_043,109f26c285d48ba8f7b5e259364fecef0b3273f6
PPoPP_17_025,10a823e88a8902b8edb37c6c0c96b5e35c8438c5
CCGrid_17_021,10b141d7bf96e970ec6bca0a134c15ba712a06d1
NSDI_17_007,10bfd5aed1410b88c5c1b5212f450a1994fc5afe
ICDM_17_042,1105f0bafa12ade41bbb22b4ba47f445f4a6982c
SIGIR_17_051,111867082baba045e654f3925b58329b03fa0dc5
PLDI_17_036,111e36157f3704f4c14fdf7126a5694537a29b08
Cluster_17_048,1130a13b74e11b99d5233dce7f157d54cfea4ed1
HotOS_17_021,11433bebdbb138fce1d40ef014efc252c53c08bc
ATC_17_046,117025a430aaa984dd260bea97531da221b634a4
MICRO_17_013,1171eecf13da9beb57b06a3c6e8a323e89b8e1ff
Middleware_17_010,1172aeb1c26e5a7226ecea213f5517bc1a1a4677
CLOUD_17_023,1188cabcb873910161587c0b0592a069c2dd6166
CCGrid_17_012,1190febbdff90a6ded3832507a9dd17f5898b9c4
ICPP_17_035,119386d04e88206a15a77a8f45fb27fc740aff65
SIGMOD_17_014,119e2f92baa9d2079f32f29089b29f4aa2ecaae7
IPDPS_17_046,11c57b6e63184c35fd1999a19c7969170f038973
OOPSLA_17_035,11dd2c169928711e46b84920fd3ef20c5b0f813b
CCGrid_17_048,11f2a7da97ddc0c45b63c2b9a5b08e287c779381
SPAA_17_012,11f5a54b9dfcaed90f69899d1bc9a85e54ce167f
CLOUD_17_017,1210f11452d21c5bdc9261642b274b6cde0d7f55
CCGrid_17_001,122cb33c617ce2760f8b26dfd85857aa6c5dd691
Cluster_17_063,1239eeb350a9d6c90006c8fc4f6e70adf0643ab2
NSDI_17_020,12418c86dee2ce9b95b0bf46d40fe66c762d0410
PODS_17_019,124d11baf0059f0e385a4ef7646c60f047723f55
Middleware_17_016,124d19e31749f93069415a13e68849af6df52ae8
HPDC_17_016,1263810e3ef778ff0a838a6da3ccdc3088f2ad03
ICDM_17_062,12b365394435a9ebaa9d47ac013495254a428457
ASPLOS_17_031,12db88fcf7cfee093c64e4e7737458e694a38181
NDSS_17_025,12de15f0e283f748af4f1820c9a3d4361c026561
MobiCom_17_023,12f10f72e6aa43b37aa1289773f453e4af93516d
SIGIR_17_062,130299b5d0ec696208ad351b6c70559a30b2fc1b
ICDM_17_009,130d2175a34112e3e69c8a40d9ea1a0df5d88417
IPDPS_17_041,1315ea1bf8f92bc1773556f727af0f85605cb677
MASCOTS_17_011,1317e1a203c9241ddfa0202acb91662b14ca2d7b
IPDPS_17_030,13387166efd4f6d66b9ab19828855090586b16fd
IPDPS_17_071,1339ff7f37047f7e8517295b8542d99788e16497
CCS_17_122,133e90b28a98025587234656714c6298604b8d9c
CCS_17_129,133eba30fbd96f0551d692c76f4c851d4d2f9f27
NDSS_17_007,133ed10cb6896bf3aa54a76e0c8f4609285ce4d0
Middleware_17_009,13467a8aff8ad6a2a7e5c242cb567e0e1cd6f6ec
KDD_17_014,1358c52e9a3edc88c8bf41a9191a2321956710f1
MICRO_17_032,137c11e359096580b08fd4f80a5e80c784d7bcd4
HPDC_17_007,137f027dff643b2a5f7f64234ec1359924fb6ebb
PLDI_17_030,1380a3d1e5d48c8c11b5df2e0f9487f9c70ccb88
CCS_17_116,13d1da7777ac8908f1eed5c8f6fdb019f241104a
SIGIR_17_058,13e82aa82b2b1b4e3b9e3f92081447f9ab07273b
SP_17_054,1418c58ccf2f85461dfff22f1a7ac0ce27e44f7b
SP_17_050,14206f58f77c80fa6ffd7ca76326a8df03e7588a
SIGMOD_17_035,142a51f57f3066efbb52d84ba1c43b068dc585b9
SIGIR_17_068,144bc3accd625ed750593db4043d3e7334a659e5
CCGrid_17_062,1452e50e9bb6452fede80d3365104ba0da6e4058
OOPSLA_17_065,1453a41861ae423b8375e29529be3ef88e6751e2
HotCloud_17_001,147ff168c5512b8bee49f4a1374f6f25298d95bc
SOCC_17_021,14ba7d28d6ee4c2dafe242e086575765e7cc5e06
CCS_17_102,14c2ea2fade3324e72bdad6af5bdf5999826248e
HotI_17_008,14d341667c071ad3a4c8729e39c8d38b36e690e5
CIDR_17_019,14e6b6a9745261166d8a1c16b481e336e812f924
PACT_17_024,14ea23fe5d2ed2bc7d93e9f3e60e5d18ca209568
ASPLOS_17_046,151b71d7365328e929d5dbe75529a73d4de700c0
EuroSys_17_038,151caa8e687fbdeeef71723ca4eabbc07d6fa272
Cluster_17_016,15388b06b42d9a61a1d083bc3bf140ef40f066fa
HiPC_17_010,1552f34f65ff71157275a23af374063a79e9a5d1
KDD_17_031,1553ae06a47263ad3689211aaeb97eaf0a7a9bfc
SIGMETRICS_17_025,1570141f259442faa0e6a9546be3ca631258d3b8
MICRO_17_015,1574575034358cc08e96b4bd5f0145286490ea49
SOSP_17_001,157810ccca1ab1acb815ca9c77afcd9040ecdd16
ASPLOS_17_010,157b439116e0dfb349f175d51c3793489355e08c
PLDI_17_017,159d2d0eb9553b405fbbfb01deabc8f7f4ce51aa
SIGIR_17_061,15a7853875bf29a84b2d4e475029afaa032ccb76
PPoPP_17_008,15a80c22e9d71397ec36ab98c9c9fd7338149ad5
MICRO_17_001,15aa9bdac48ab6c3b1c223a676240b3cbbd4c3d6
CCS_17_040,15b3f5027614363581cd42cd2bd411aebcc983f0
OOPSLA_17_063,15dafb010476a45afde19ee780f1816930672cb9
PLDI_17_025,15e3d493cffef853e478d188245a2b6eff4bd6c6
ICPP_17_046,15e660fdc5eff2accfaa22bf1fd77a92328a8772
CIDR_17_009,15f211eaafc6ce421a511a413613e1d2683879d2
SIGIR_17_025,1600f441dc8c795f07cf1ee35c1e9deb788e482e
SIGIR_17_076,1603d035494395812a78f2cde1b9e1db8b2cc5a2
SIGIR_17_023,1624bfc7d972303f9c5faf7913e7f2d7494562c2
IPDPS_17_002,1625054c364a02597f8528c226ad0160ffe299c6
Middleware_17_017,162be49582b29ed18775f089810fb8cdc2ed6808
MICRO_17_045,163b1068e22a1e4588dc7429a893c19ece344ef5
PACT_17_021,16666c536b04035b013c718bd91aad3594b4b894
PODC_17_015,166f30c1eee33b4fd4aebee01b0117cfaeddd29c
CIDR_17_017,168ff6d977c0e2267223f189cfa70555851def54
KDD_17_047,16a0ff94b980d0ad9cd5ae3b9a3769c6f358842a
HiPC_17_026,16b21c28b2de6c1f7786a6fde8eaa2e55f2f35d4
SP_17_002,16b4a0d02f844e27a30dd722811442dd8e6a580d
PACT_17_012,16d0de1e3d3c8e6020a0a3bd3accabfd6a937497
SIGCOMM_17_023,16d377084c97f771efd193b1339f537f7fce42c8
NDSS_17_031,16d7ab5f2956503d9c23f9963901b4003e5c5776
IPDPS_17_019,17108842b3ccfa88ad436949549d33e6076e943e
IPDPS_17_024,172bdccfd9803f00d22577e45314981db2a25365
MASCOTS_17_002,174d569fbaabcd296246090c9994750312a3edd2
PPoPP_17_026,1776dc8987a210b2d78d9e0004546ab7cb57a0e2
Middleware_17_012,17878e05d92fe05e156a6063f0a187a9e4e152cf
HotStorage_17_019,1798e6ac7becadaa6fbfec78e3e363ee2f99636e
SIGMETRICS_17_023,179d03589dcfd6dac2d0e68f867b1b7c49cc6620
IPDPS_17_112,179d59854178accdb617e327c1e79636ea781e5a
HPCC_17_004,17b1e371e58d0899154ad82e444873bdf3bb0176
HotStorage_17_002,17b2426a7d87fa13f59370454b1c1a411fedd472
OOPSLA_17_057,17c3b0eb0c0cdc146cae9e5b12d3b57a4346558c
Cluster_17_032,17d77d5e2db5b9aaf54b8240f829b1d4f077df29
ISPASS_17_008,17dbf20b43563d1d39163108a0eded2cddffa03f
HPCC_17_053,17e814bcc7e0b5d03245fe4975faa1b7f9e3dea9
VEE_17_008,17ed47ae223da909afc9f7213f08146534b45ae9
SIGMETRICS_17_019,1804e67480b9c46b377d0a102e26d3a9a1a9139b
PODC_17_036,181b6916432d48489bad0692b0c4600d964684c0
HPCC_17_033,182cf3f5cfe4a0fa1a4f405bc8a14fe99d098752
CCS_17_112,18307d7fea0fed1067a5704f9aa13c93541e0142
PLDI_17_011,18344f8daf595f91f18fdd6d2b2dff99423087b6
